80	10
4 56	1 24	0 137	9 1	7 16	2 64	5 101	6 100	8 143	3 87
7 149	2 29	3 99	5 181	8 19	0 58	9 74	4 152	6 24	1 73
7 121	6 44	1 149	2 105	9 25	5 92	8 9	3 199	4 32	0 179
4 117	0 135	6 17	5 151	2 95	9 67	7 40	8 138	1 136	3 13
5 102	0 17	3 199	2 41	8 68	4 74	7 115	6 75	9 123	1 174
4 42	9 149	5 194	3 184	2 4	6 108	8 74	7 4	1 47	0 127
5 92	3 63	2 76	1 169	7 18	6 42	4 89	8 106	9 61	0 170
5 28	9 182	3 175	7 84	4 114	0 170	6 37	2 157	8 180	1 179
5 163	2 173	6 138	1 143	3 19	9 12	0 161	7 4	4 187	8 29
6 107	9 30	8 197	2 141	0 63	3 160	4 8	5 104	7 58	1 161
8 37	0 146	1 189	4 195	9 19	7 84	6 175	3 138	5 66	2 200
2 178	5 103	9 150	8 176	6 58	1 138	0 107	7 157	3 44	4 79
5 129	9 112	2 70	6 155	8 60	4 180	1 6	3 88	7 73	0 195
5 139	3 75	2 96	1 172	8 7	0 176	6 156	9 88	7 100	4 8
8 132	5 103	3 196	7 149	9 134	1 31	6 8	0 153	4 75	2 139
0 141	1 19	7 71	8 186	9 163	2 49	3 193	5 71	6 121	4 42
3 136	4 33	2 173	9 80	7 34	8 82	1 173	0 63	6 44	5 188
5 26	7 156	2 160	3 196	6 120	9 89	4 22	0 40	8 112	1 124
9 153	1 178	3 39	2 1	0 141	8 97	4 142	7 60	5 139	6 163
8 131	9 43	3 86	7 23	2 50	6 179	1 145	5 136	0 109	4 44
1 64	6 173	3 36	0 130	7 134	4 92	8 146	9 171	2 62	5 177
5 138	1 158	2 27	6 59	7 80	3 146	4 79	9 108	0 198	8 197
3 194	9 124	5 195	2 178	8 182	1 143	4 33	7 135	6 186	0 20
7 129	2 125	1 126	4 168	5 130	0 52	3 176	8 36	9 156	6 133
5 4	4 62	0 100	3 49	1 96	2 193	8 10	7 137	9 153	6 154
4 190	6 89	7 48	0 72	9 71	5 187	8 15	2 175	3 105	1 70
2 115	3 52	4 85	7 151	9 169	5 192	0 181	6 17	8 182	1 30
5 40	7 140	9 171	8 84	1 197	0 93	3 59	2 130	6 103	4 129
6 61	7 122	4 64	5 9	9 48	3 167	8 191	1 142	2 26	0 163
6 50	4 112	9 172	1 153	8 170	2 110	5 106	3 135	0 80	7 77
9 188	4 27	2 133	5 60	0 43	8 133	7 181	6 39	3 43	1 140
9 38	7 6	1 72	0 190	2 198	4 88	6 167	5 13	3 185	8 53
9 103	2 185	7 112	4 152	1 168	3 142	0 110	6 120	8 33	5 19
3 148	6 61	4 187	8 143	2 138	7 70	5 80	1 58	9 39	0 133
0 14	7 4	5 24	8 72	3 141	6 70	4 200	2 1	1 162	9 135
1 131	9 182	5 75	3 33	0 144	7 112	8 6	6 136	4 130	2 109
6 118	9 187	4 173	8 145	1 45	0 75	5 23	7 1	3 52	2 171
1 194	4 118	3 182	6 116	7 15	5 73	9 18	0 149	8 84	2 28
9 64	7 76	5 167	1 128	6 66	0 147	2 83	8 161	3 129	4 42
7 35	2 124	9 157	3 165	0 10	8 14	5 187	6 112	1 100	4 43
5 153	7 32	3 200	9 136	6 62	2 154	8 154	4 144	1 14	0 136
3 104	0 199	7 186	4 154	5 168	8 96	2 49	9 26	1 51	6 80
8 131	3 34	1 54	2 74	9 175	0 11	4 119	5 28	7 151	6 20
0 131	8 112	9 37	5 41	6 141	4 177	1 161	3 170	7 187	2 45
4 194	6 67	8 123	7 117	9 14	2 16	3 43	1 168	0 40	5 92
5 77	0 77	7 116	8 161	6 161	1 31	9 115	4 76	2 65	3 190
7 49	3 68	5 143	4 161	9 186	6 150	1 170	0 19	8 135	2 117
1 16	6 140	5 180	7 174	4 197	9 134	2 65	3 118	0 150	8 107
8 198	6 148	5 155	0 183	2 151	9 116	4 153	1 115	7 160	3 197
0 49	2 71	5 72	1 24	7 118	4 111	3 140	8 108	9 160	6 14
3 62	7 107	9 40	2 196	6 183	4 165	5 53	1 185	8 83	0 158
5 2	4 144	7 78	9 50	8 79	1 25	2 101	6 22	0 198	3 96
9 34	5 153	2 174	0 158	4 13	7 139	6 154	1 12	3 26	8 42
5 85	8 143	7 119	1 114	9 148	6 25	4 107	2 121	0 132	3 183
8 134	4 93	2 111	9 113	7 153	5 106	6 144	0 17	3 169	1 32
1 30	7 166	8 112	5 191	6 162	4 200	0 118	9 153	2 91	3 25
2 18	9 120	3 197	4 176	1 45	5 11	7 188	8 155	6 137	0 40
2 108	7 33	4 160	3 40	5 42	0 128	8 119	9 19	1 97	6 148
8 135	2 60	7 133	3 54	6 192	0 16	5 148	1 129	9 92	4 109
5 144	9 31	3 159	7 121	4 166	0 16	1 112	8 5	6 90	2 35
1 74	6 145	3 72	8 24	4 135	5 27	7 135	2 95	9 30	0 188
0 105	2 182	5 123	6 197	9 145	7 116	3 91	8 161	1 123	4 44
4 171	6 163	8 99	9 80	3 124	1 101	2 28	0 19	7 163	5 88
2 93	0 2	5 15	7 195	1 71	9 110	6 18	4 161	8 64	3 4
9 14	6 162	2 170	8 124	1 147	4 81	5 196	7 161	0 151	3 112
5 188	7 189	8 90	9 59	3 8	6 114	2 51	1 45	0 85	4 35
7 22	1 107	3 193	4 159	5 56	6 39	9 174	0 78	2 164	8 81
6 180	8 101	4 36	5 196	0 176	3 130	1 21	7 150	9 16	2 29
5 60	4 83	3 161	0 120	8 162	7 155	6 134	9 164	2 173	1 44
7 79	2 55	6 27	0 107	1 198	3 64	9 98	8 127	4 31	5 22
4 75	0 85	9 125	7 63	8 7	5 142	3 53	1 88	6 19	2 157
7 53	1 106	9 180	8 157	0 40	6 187	3 87	2 74	4 26	5 97
9 128	4 105	6 159	2 14	7 162	5 150	1 42	0 186	3 165	8 113
5 171	0 41	9 119	2 184	7 190	8 187	3 196	6 114	1 162	4 145
0 57	6 44	1 49	3 161	5 157	2 31	4 194	7 162	9 94	8 148
2 180	6 115	5 199	3 84	4 125	8 1	1 111	0 43	9 109	7 26
6 58	8 179	9 111	4 53	2 171	0 29	1 128	7 77	3 147	5 89
6 174	7 73	9 12	1 196	2 87	5 104	8 72	3 81	4 100	0 162
6 86	7 11	2 94	5 37	4 43	9 143	8 128	1 130	0 173	3 16
7 67	1 52	0 52	9 139	5 66	6 95	4 145	8 110	2 90	3 72
