15	20
6 43	19 36	10 97	9 88	4 91	8 60	13 87	16 87	11 74	15 42	7 12	5 80	0 63	2 33	1 12	3 84	18 4	14 84	17 13	12 87
12 47	19 68	7 63	10 29	17 12	13 22	5 46	1 66	2 8	18 30	14 37	11 9	0 47	3 73	6 96	4 22	9 83	16 87	15 83	8 27
9 49	4 48	3 2	8 18	5 45	13 36	1 32	10 57	17 76	19 65	16 40	12 44	6 90	7 77	14 9	2 93	0 15	15 44	11 10	18 63
5 73	11 22	9 71	10 96	18 73	6 81	3 91	14 2	12 48	13 63	19 35	16 25	15 62	8 32	4 26	1 47	0 83	2 11	17 42	7 19
8 44	9 75	19 50	16 90	15 44	14 37	3 18	17 57	2 90	1 57	7 61	5 57	18 49	11 10	12 96	10 3	6 99	13 32	0 25	4 24
0 97	8 40	16 60	9 19	4 56	19 22	14 14	3 28	18 88	15 14	10 45	17 73	6 88	13 47	11 92	1 39	7 92	12 3	5 74	2 32
5 18	1 9	13 78	10 56	15 9	9 86	2 85	8 5	7 32	19 97	4 58	18 7	12 64	14 5	0 24	6 64	3 35	16 66	11 77	17 83
13 23	0 45	9 8	7 29	12 42	6 2	11 73	8 57	18 69	2 89	10 7	3 2	19 38	16 76	4 56	17 3	1 51	5 60	15 85	14 74
3 43	14 35	4 70	17 49	9 82	12 24	7 21	2 47	18 79	0 7	10 86	6 19	5 11	16 60	8 1	13 64	15 57	1 31	19 98	11 76
5 90	4 1	18 70	16 14	12 77	15 40	9 53	7 36	19 31	10 88	2 97	6 75	13 25	8 16	14 15	0 99	11 30	3 91	1 40	17 24
18 76	8 85	1 55	16 79	3 84	15 30	10 56	11 59	7 33	4 61	13 6	12 8	9 69	6 64	19 5	2 32	17 64	0 95	14 78	5 2
17 18	12 33	14 31	9 57	5 79	1 70	3 97	19 96	18 32	13 69	16 50	15 73	7 40	10 13	2 56	6 60	11 86	0 38	8 51	4 93
9 87	10 86	8 29	15 40	19 60	7 79	18 59	4 61	12 57	0 66	3 54	1 68	2 76	14 64	6 16	16 69	5 22	13 98	11 17	17 6
18 36	0 88	13 25	14 88	2 27	16 92	8 43	1 97	19 68	11 66	3 74	7 5	15 95	9 65	12 46	6 27	5 85	10 46	17 17	4 44
2 70	15 2	18 89	11 54	12 25	8 28	4 85	13 30	17 4	1 70	7 70	3 66	9 11	16 75	19 28	0 72	5 47	10 74	6 45	14 22
