60	70
3 43	0 58	47 52	56 48	58 54	38 52	12 46	46 54	5 45	60 46	2 49	7 37	31 52	23 51	33 50	42 53	63 60	20 53	30 52	57 39	11 56	45 53	9 53	27 49	32 53	13 57	15 39	34 49	10 50	6 51	35 50	51 47	17 51	62 48	4 54	53 48	25 50	39 43	61 43	21 45	1 48	68 48	48 46	22 47	64 49	41 47	54 52	66 48	59 50	24 49	8 41	36 48	19 58	16 50	67 45	14 57	29 45	18 42	44 46	43 49	40 52	65 46	26 48	52 55	50 53	49 54	69 46	55 48	37 52	28 49
66 48	24 45	47 57	4 44	23 56	30 45	69 46	45 52	5 49	61 57	65 41	44 45	7 51	55 50	18 50	11 41	34 52	64 44	16 47	13 40	50 52	1 55	26 44	10 46	29 52	12 48	46 42	48 48	63 55	15 47	67 49	56 50	31 51	57 56	40 55	37 54	62 52	17 42	21 49	51 51	43 53	52 59	36 45	53 44	9 42	60 50	14 47	3 47	0 48	19 50	28 51	27 44	38 42	41 50	54 48	33 66	6 46	25 54	49 55	58 54	68 44	2 56	8 43	42 51	39 53	59 54	35 44	20 52	22 48	32 44
4 44	28 59	68 54	45 53	64 54	15 56	7 43	14 59	55 53	17 34	40 61	67 54	23 42	3 42	51 59	46 57	2 45	60 62	50 54	48 45	49 56	20 47	52 45	53 43	42 51	58 52	6 58	33 48	35 46	21 50	19 51	1 49	37 44	30 49	43 48	54 61	66 49	16 55	13 50	10 45	57 44	63 52	59 42	24 47	32 56	12 46	11 51	44 49	47 55	61 54	0 45	31 42	62 54	29 45	25 44	69 43	22 41	34 47	8 54	56 58	41 64	26 52	39 50	5 42	38 50	65 44	27 40	9 49	36 43	18 57
42 51	40 52	25 57	13 53	68 55	64 48	23 44	48 48	26 44	17 57	1 64	38 48	45 61	61 58	46 41	66 50	31 59	0 46	28 48	34 48	10 49	22 51	44 51	52 54	7 49	8 50	9 54	62 54	53 53	37 49	16 59	57 51	2 52	59 55	14 53	43 40	69 40	47 56	4 50	27 52	65 47	29 56	12 44	21 43	11 47	33 51	5 59	18 50	15 53	51 46	54 45	32 44	36 47	3 46	49 52	58 50	30 53	20 45	56 47	24 48	35 45	39 54	19 49	67 55	55 61	41 48	63 56	6 46	50 44	60 52
46 47	37 53	59 53	7 49	0 39	39 43	19 47	29 60	11 48	23 55	50 49	28 52	55 51	52 48	36 56	38 49	58 51	30 40	61 48	44 44	22 49	62 44	32 51	65 40	1 44	9 48	15 47	2 54	10 57	64 52	17 48	40 51	14 48	33 51	41 47	54 47	43 48	45 51	35 53	25 48	63 45	4 44	6 58	69 48	66 48	18 51	31 51	13 54	21 52	49 43	3 65	47 49	60 47	67 42	27 55	53 46	24 48	42 48	20 56	51 55	57 38	12 52	16 52	34 47	56 53	5 50	26 38	8 52	48 45	68 53
46 53	18 51	30 46	12 43	36 47	27 62	51 49	48 49	45 48	13 44	22 55	24 54	14 48	0 60	20 44	49 55	56 55	39 56	4 58	40 49	47 37	57 57	43 56	68 47	61 49	32 56	60 60	34 44	54 52	11 45	26 49	7 59	31 45	16 52	2 50	55 53	1 47	53 50	58 55	21 56	64 52	29 41	66 51	38 51	17 47	42 50	69 59	3 48	8 61	35 49	19 48	28 50	44 48	9 51	6 54	37 49	67 50	25 49	62 44	5 43	59 57	10 52	52 46	65 42	41 60	23 50	15 49	33 57	50 56	63 60
31 48	35 48	48 44	18 52	39 59	54 48	60 51	0 50	17 52	8 49	49 60	6 45	38 48	42 48	61 50	41 52	58 47	20 55	55 51	11 46	43 55	40 52	3 56	36 52	51 66	52 52	57 51	13 46	24 45	45 44	23 51	28 41	4 53	66 51	63 44	62 64	64 49	27 54	53 51	65 47	68 51	37 50	29 58	59 47	5 49	15 56	16 53	19 52	10 49	69 48	56 48	14 54	50 57	7 46	21 41	34 53	33 47	22 50	9 48	12 49	46 49	44 56	1 47	32 46	67 53	47 47	30 46	25 50	26 45	2 47
21 47	42 46	69 47	29 51	26 45	17 55	0 57	58 53	9 52	68 47	41 49	53 46	62 57	67 49	16 49	23 51	12 44	51 48	19 57	4 44	10 57	61 46	6 43	2 49	55 50	45 56	54 54	63 58	43 56	31 49	48 48	47 46	24 42	37 61	14 45	65 48	11 50	59 59	22 50	50 54	44 43	38 58	36 53	32 48	64 50	39 48	8 52	40 45	7 46	66 50	3 50	25 52	30 58	60 50	34 43	13 54	15 46	35 45	33 44	27 50	46 55	56 52	57 51	18 47	28 42	5 57	49 50	20 54	52 46	1 52
64 44	65 47	5 55	25 53	43 48	9 46	48 48	40 50	51 54	23 52	37 53	47 40	31 46	41 48	14 55	21 49	17 51	61 54	57 52	44 58	3 51	29 60	50 59	69 66	26 43	10 49	66 49	60 51	68 44	18 55	1 45	58 52	12 50	42 45	24 56	33 51	63 47	55 50	56 54	49 56	8 47	39 49	53 52	62 50	35 46	0 42	34 51	20 44	19 49	30 51	2 43	52 54	38 40	67 46	32 37	36 62	54 49	16 49	11 53	28 54	13 43	6 55	7 45	45 55	15 47	27 55	59 49	22 56	4 55	46 63
46 44	40 54	43 42	16 48	8 36	45 43	64 54	10 50	49 52	38 47	48 57	59 51	35 49	62 48	63 51	3 52	67 48	22 53	19 57	44 49	2 47	41 49	24 51	30 55	53 38	60 50	36 53	11 55	65 53	1 59	56 51	29 51	66 46	27 54	32 60	42 47	13 60	15 44	18 52	4 56	14 40	47 57	51 50	39 52	61 52	54 63	31 48	52 47	37 51	34 47	5 53	17 57	7 51	12 56	55 42	68 55	20 43	25 50	28 47	69 41	23 55	9 51	0 45	21 54	33 44	50 45	6 55	26 47	57 51	58 46
26 49	24 50	19 56	7 49	53 46	13 49	28 53	67 51	38 49	37 36	54 43	50 57	9 52	42 37	22 52	6 44	61 39	64 52	36 50	21 41	20 42	62 54	27 49	11 49	16 41	31 51	40 46	23 56	69 55	45 52	56 49	12 48	15 52	8 51	39 52	2 54	48 44	55 47	1 38	32 49	60 58	34 52	46 57	59 45	41 51	17 45	47 61	5 55	52 44	18 50	25 59	0 55	30 55	63 49	66 57	14 46	65 50	43 44	68 48	57 53	58 49	49 44	10 48	51 50	3 57	29 54	44 56	35 55	33 54	4 57
