15	20
8 23	10 93	6 193	0 26	16 190	18 192	17 146	1 133	15 84	9 38	13 75	3 120	5 85	14 52	19 4	12 128	4 117	11 192	2 177	7 191
19 140	9 53	10 5	15 82	0 171	16 171	17 107	7 62	2 146	4 106	3 113	18 18	12 89	8 58	5 30	13 151	6 27	14 75	11 46	1 121
5 150	18 164	0 105	13 99	9 58	4 75	2 160	11 10	12 70	19 1	7 23	16 87	15 158	6 97	10 21	14 62	17 4	8 89	1 200	3 49
19 63	16 116	6 26	5 75	4 2	8 101	13 133	9 109	3 67	11 18	14 175	0 193	18 40	7 118	10 38	2 45	12 72	15 184	1 128	17 99
11 136	4 26	9 163	0 91	19 80	8 51	7 185	14 112	2 102	3 116	18 125	13 104	10 58	1 6	12 151	17 136	16 56	5 41	6 37	15 184
3 54	12 4	1 119	5 148	19 166	17 111	13 151	15 149	8 76	18 180	14 199	2 78	16 162	7 101	11 116	4 170	6 62	10 30	0 136	9 131
7 169	2 109	17 156	18 119	19 85	14 86	4 141	9 131	6 196	10 17	16 45	8 110	15 83	12 101	11 31	3 85	13 16	1 200	0 179	5 106
9 50	10 43	15 94	16 3	0 20	2 97	3 150	19 152	8 113	11 181	4 62	1 144	18 193	12 20	5 146	14 82	17 128	7 53	6 61	13 82
2 175	8 131	14 23	5 66	12 77	17 38	11 38	4 85	6 186	7 100	19 154	18 82	15 57	13 71	3 197	0 28	16 137	9 2	10 117	1 87
18 96	5 139	13 81	6 62	19 20	17 143	1 137	8 168	12 196	0 102	15 98	3 99	10 196	7 43	11 133	2 116	9 42	4 88	14 77	16 84
19 178	14 154	7 32	2 135	1 52	16 132	15 39	6 10	12 56	4 170	0 56	10 172	18 135	5 110	9 139	3 61	8 166	17 147	13 130	11 3
4 171	17 186	15 160	8 6	9 75	10 39	14 75	11 47	13 44	3 175	5 140	18 40	0 194	16 30	1 63	12 134	6 40	2 115	19 10	7 28
1 39	15 12	18 185	16 88	14 82	4 159	17 37	12 104	7 168	3 47	6 113	0 81	11 192	19 116	5 111	2 46	10 112	8 138	9 166	13 187
12 195	3 14	7 29	2 133	11 91	14 117	8 173	17 15	5 185	16 57	10 20	13 154	18 154	1 121	4 192	9 124	6 4	0 121	19 160	15 74
4 184	19 124	16 182	2 132	12 152	18 153	15 10	9 38	13 152	0 29	3 164	8 16	10 141	5 193	6 160	17 123	1 92	11 33	7 106	14 35
