20	15
3 187	0 52	2 38	7 143	6 157	1 200	5 193	12 26	13 16	11 178	4 161	8 27	9 62	10 86	14 59
14 134	9 68	7 56	2 176	6 116	0 66	4 184	8 170	10 134	13 159	1 127	11 57	5 35	12 57	3 145
2 132	6 142	7 147	0 197	5 174	10 54	4 73	13 154	1 136	3 48	8 50	11 111	9 91	14 58	12 42
4 147	11 50	8 67	3 152	10 3	1 184	7 19	5 67	2 51	6 41	9 119	12 136	13 55	0 40	14 42
8 99	6 61	11 126	12 104	3 98	13 11	9 155	2 78	1 130	4 5	10 180	14 118	5 137	0 39	7 121
2 62	1 24	14 199	13 15	0 30	12 106	9 67	6 109	8 127	7 198	3 128	11 66	10 175	5 15	4 193
5 196	14 142	3 196	6 28	13 71	12 82	9 16	8 84	4 124	2 41	1 197	0 134	11 34	10 195	7 1
1 66	8 73	11 8	0 81	6 8	5 79	2 47	4 100	9 126	13 10	7 13	10 82	3 11	14 64	12 103
6 192	2 28	14 11	3 57	4 4	5 47	10 175	11 18	9 74	12 194	8 193	13 144	7 164	1 196	0 164
13 45	14 2	4 116	8 200	3 118	6 186	0 67	12 132	1 118	9 189	11 96	2 27	5 162	10 89	7 142
10 199	13 169	7 12	12 7	3 59	4 92	8 138	5 111	11 33	6 148	1 182	14 53	2 153	0 98	9 105
6 85	3 37	2 53	4 151	14 64	13 77	10 26	11 39	5 12	8 176	1 185	9 83	12 165	0 89	7 83
5 110	8 146	6 4	3 106	0 52	1 41	11 120	10 5	14 80	9 149	7 84	13 112	4 66	12 161	2 142
6 182	0 88	14 40	7 29	10 51	13 56	8 84	9 8	2 62	1 94	5 187	12 13	4 18	3 35	11 196
10 80	8 4	4 6	12 53	11 134	1 105	2 23	6 43	3 13	0 62	14 46	13 179	9 165	5 107	7 2
14 39	5 99	8 30	3 150	10 154	1 81	0 61	9 32	6 163	4 110	2 197	7 146	11 19	13 93	12 35
9 34	14 133	10 164	0 121	11 61	12 100	1 185	13 41	2 22	5 100	8 137	7 178	6 50	4 178	3 195
0 51	2 25	13 90	5 105	10 156	11 117	8 45	1 69	9 50	14 174	3 12	12 64	7 138	4 189	6 69
9 125	6 124	11 18	3 19	7 142	12 23	4 67	13 22	8 2	10 2	0 184	5 186	1 156	14 176	2 92
1 74	12 13	7 112	10 169	8 99	11 93	6 158	2 84	9 104	4 39	14 172	0 179	5 2	3 60	13 146
