70	10
8 6	2 29	5 34	7 22	4 34	3 45	0 26	6 73	1 77	9 14
2 80	0 3	1 25	7 2	8 67	5 43	3 42	4 26	9 36	6 3
8 54	4 45	3 11	7 90	5 91	2 25	9 57	0 79	6 1	1 53
6 85	1 34	2 81	4 48	3 81	9 61	7 30	5 4	8 88	0 29
3 54	4 82	0 32	2 37	1 60	6 46	8 36	7 25	9 27	5 5
2 45	4 89	6 64	5 1	8 61	3 55	9 60	0 66	1 80	7 79
5 68	4 31	2 2	1 42	9 91	0 49	8 44	7 67	3 86	6 56
1 66	3 50	0 37	7 9	8 76	6 6	9 70	5 58	2 16	4 96
0 42	3 86	9 42	8 92	1 64	4 97	2 85	6 89	7 22	5 5
4 94	2 2	0 85	6 53	3 50	7 13	5 19	1 10	8 79	9 77
1 36	2 96	5 65	6 92	0 29	9 41	7 52	8 33	3 94	4 43
6 53	8 28	1 99	0 83	9 10	7 85	3 60	2 43	5 42	4 22
5 55	4 88	9 6	3 45	2 50	7 1	1 93	0 52	8 6	6 52
7 9	8 19	9 46	1 30	2 76	4 46	5 38	0 66	6 38	3 90
2 96	9 97	6 9	3 77	1 12	8 66	7 79	4 33	0 14	5 1
1 70	3 42	8 50	7 50	0 73	2 79	5 31	9 1	4 64	6 23
4 5	5 34	6 20	2 54	8 44	9 19	0 40	1 28	7 44	3 36
1 64	5 14	3 65	2 19	8 25	4 47	0 47	6 96	9 23	7 89
8 3	0 81	5 72	4 34	2 31	3 81	6 10	9 79	7 89	1 86
8 39	6 42	0 38	1 60	4 47	7 70	3 64	5 55	9 5	2 84
4 64	9 82	7 95	0 53	3 28	5 73	6 24	1 52	8 73	2 18
1 94	3 31	2 37	4 34	5 22	6 24	0 72	7 41	9 14	8 15
7 94	5 62	0 48	1 6	8 95	2 19	3 21	6 36	9 81	4 34
9 60	8 32	0 2	6 59	5 82	2 96	1 75	3 89	4 12	7 17
0 19	2 80	7 13	9 21	4 2	5 22	1 23	3 75	6 84	8 19
7 69	2 76	4 96	9 81	5 5	6 82	0 1	3 66	1 35	8 19
6 26	0 99	8 6	4 86	5 5	7 68	3 33	9 50	2 61	1 82
6 34	4 79	3 31	1 49	2 64	0 8	5 44	7 89	8 64	9 58
8 22	2 85	4 73	0 74	9 96	6 56	3 73	5 31	1 56	7 18
7 45	2 78	1 79	5 58	9 51	3 4	4 99	0 97	8 89	6 83
5 33	9 54	1 38	3 59	2 35	0 73	7 97	8 93	4 64	6 57
9 90	7 67	5 11	4 85	6 66	2 91	1 65	3 54	8 61	0 50
1 3	0 65	2 42	5 49	7 69	9 77	3 3	4 64	6 32	8 61
2 21	1 81	9 60	6 70	5 72	8 83	3 94	7 11	0 82	4 32
2 60	7 91	6 80	4 91	5 93	0 19	8 65	3 95	1 29	9 50
4 41	3 29	0 49	2 57	5 83	7 87	8 7	9 68	6 87	1 29
4 28	3 85	5 63	2 45	0 73	9 7	1 94	7 69	8 28	6 80
8 76	5 84	3 88	7 35	6 93	1 56	4 96	9 54	2 39	0 83
3 69	5 6	1 83	7 21	4 18	6 5	8 67	0 73	9 4	2 57
6 13	9 13	1 9	3 95	4 31	8 57	5 50	7 40	0 59	2 9
6 26	5 43	7 31	8 55	2 81	3 7	1 39	0 46	4 85	9 16
7 84	0 80	1 95	8 20	3 74	6 76	9 42	2 24	4 48	5 36
0 66	1 61	9 73	8 79	5 30	2 18	6 7	3 60	7 82	4 58
1 40	8 33	7 52	3 19	9 79	2 19	0 46	5 73	4 35	6 66
2 89	1 8	4 66	8 26	6 88	9 64	0 82	5 98	7 3	3 94
0 14	5 31	2 51	3 85	1 85	6 14	7 68	8 56	4 1	9 34
6 27	0 99	8 40	5 95	9 18	1 14	2 7	3 78	4 85	7 97
2 4	6 73	8 35	5 22	4 75	0 71	3 10	9 53	7 30	1 17
9 84	7 88	2 1	3 58	1 78	4 68	5 68	8 92	6 93	0 38
7 53	6 87	9 87	1 20	3 82	5 5	2 2	8 17	0 63	4 77
5 83	8 14	9 5	6 72	3 18	0 85	1 44	4 13	7 99	2 83
4 54	1 29	0 44	2 71	6 49	7 48	8 79	5 21	3 18	9 43
2 68	6 43	8 61	5 1	0 90	3 89	1 25	7 49	9 52	4 74
9 22	0 72	8 67	4 98	6 67	1 58	7 51	3 29	5 82	2 86
4 30	9 16	5 9	3 48	7 25	2 57	0 30	1 47	6 75	8 76
3 71	4 49	1 89	5 95	6 88	0 73	8 28	7 7	9 94	2 30
7 85	9 53	2 26	4 50	0 17	1 62	8 15	5 38	3 87	6 89
6 9	8 96	1 42	5 31	2 25	9 72	3 67	4 33	7 35	0 44
1 97	6 97	9 89	7 62	2 49	4 41	5 62	3 68	0 71	8 58
0 51	1 31	9 99	4 1	7 82	2 80	8 78	3 85	5 53	6 24
4 71	3 43	9 55	1 86	0 20	5 23	6 49	8 45	2 79	7 87
9 56	0 28	3 80	8 19	2 38	6 68	1 25	4 47	7 59	5 6
4 37	5 68	6 91	8 42	7 40	1 98	0 83	2 71	9 51	3 52
3 94	0 22	6 24	8 69	1 28	5 85	7 96	4 30	2 50	9 16
3 98	6 20	7 13	0 92	1 42	5 89	8 44	2 78	9 2	4 77
2 24	6 77	3 51	8 34	7 77	5 63	4 30	1 95	9 69	0 79
9 50	3 35	7 41	8 48	1 83	5 24	4 93	0 6	2 81	6 95
9 14	2 28	1 72	8 68	6 60	4 33	0 66	7 35	3 79	5 47
7 66	0 60	3 87	9 58	2 22	8 79	6 51	1 11	4 51	5 1
8 99	6 42	0 30	5 96	4 56	2 73	3 44	1 7	7 8	9 24
