50	20
19 86	8 125	13 78	4 23	0 187	5 72	11 150	9 191	12 58	6 163	7 176	14 26	18 77	1 114	17 163	2 24	15 192	16 2	10 12	3 160
19 58	1 123	14 125	3 182	15 178	0 76	9 80	18 68	13 113	6 143	17 38	10 186	5 178	11 55	4 135	7 157	16 198	8 185	12 94	2 90
2 164	19 83	7 13	16 16	9 163	17 179	18 69	14 60	0 35	4 167	6 86	15 186	11 193	12 82	1 21	8 4	3 76	13 85	10 71	5 66
18 187	14 35	17 80	4 7	0 33	15 123	19 85	3 89	2 14	11 66	9 115	10 172	13 85	8 32	7 132	12 132	1 156	6 62	16 140	5 178
3 82	16 79	12 95	17 140	4 74	7 146	11 179	14 98	13 78	15 178	19 125	18 1	8 184	9 108	1 156	10 167	6 11	2 162	5 76	0 72
18 133	13 71	2 160	9 162	14 127	8 89	7 19	17 67	5 147	1 128	0 100	6 12	10 168	4 35	3 145	16 59	15 35	19 19	11 119	12 113
0 179	3 155	17 132	19 51	2 126	18 181	9 98	13 134	14 81	10 133	12 197	7 83	11 85	16 133	5 9	6 115	4 98	15 84	1 153	8 98
6 51	10 1	16 6	5 133	14 169	19 97	7 95	17 11	9 69	0 83	13 156	18 147	15 92	11 161	2 119	3 23	1 143	4 59	12 187	8 56
17 26	0 85	9 38	18 53	7 76	4 94	16 88	5 44	2 197	14 60	12 50	1 106	11 99	13 97	8 166	15 77	3 172	10 59	6 82	19 195
9 135	2 165	17 12	4 54	18 200	8 69	11 189	6 45	13 177	10 56	5 183	15 99	7 67	1 153	19 34	14 96	0 102	12 174	3 1	16 185
8 35	3 60	0 96	17 137	4 100	1 56	13 124	18 97	19 2	15 128	11 26	16 106	10 76	6 18	14 37	9 198	2 47	5 74	12 177	7 186
13 49	0 169	6 175	2 157	3 22	11 143	5 126	9 183	15 39	16 111	8 104	19 48	4 63	12 175	18 4	1 86	10 180	7 63	14 39	17 184
6 133	4 67	12 185	1 48	3 5	16 22	0 91	13 78	2 167	18 134	17 18	14 155	9 119	11 157	19 157	5 155	10 109	8 93	15 100	7 84
19 114	17 199	0 167	6 78	9 29	5 45	7 69	18 1	14 35	13 18	11 53	2 97	12 87	10 76	16 16	3 79	1 158	8 181	15 106	4 172
8 69	5 45	3 182	15 60	17 117	9 16	13 30	18 26	0 6	7 164	16 53	1 72	14 181	2 144	11 107	19 37	10 198	12 174	4 170	6 132
18 122	9 195	13 34	11 66	0 63	14 99	12 24	10 125	5 65	8 160	3 119	19 195	2 173	17 34	7 114	1 190	6 152	15 50	4 113	16 51
12 55	4 62	2 62	9 186	17 41	8 130	18 98	15 21	3 160	14 72	0 94	16 179	13 171	7 158	1 107	19 81	11 11	5 4	10 172	6 98
7 33	9 92	2 174	18 133	3 181	10 1	4 191	16 79	12 178	13 112	11 92	14 82	6 81	19 123	17 64	1 161	0 195	5 72	15 171	8 167
9 67	8 43	7 123	15 161	13 138	12 91	10 113	0 32	17 133	3 87	5 31	18 157	16 24	2 147	6 98	4 23	11 3	14 91	19 139	1 125
5 57	9 11	8 134	16 185	11 127	1 76	4 31	6 148	3 40	7 11	17 163	14 157	18 68	10 131	19 6	15 167	12 155	2 75	0 32	13 60
13 173	17 14	5 174	4 152	9 117	7 26	16 135	8 110	14 40	15 90	12 179	11 97	18 74	6 167	1 74	0 86	2 104	10 112	3 92	19 95
9 48	16 133	18 40	0 155	8 127	3 113	6 154	5 148	14 147	10 160	19 66	15 136	7 49	1 99	11 112	4 130	2 158	13 4	17 17	12 166
6 137	2 88	17 59	19 164	4 85	5 192	1 58	0 138	16 80	9 79	7 69	10 162	14 60	15 32	13 1	12 124	11 135	8 79	18 192	3 185
7 164	17 72	8 14	15 77	12 29	9 32	10 3	4 69	2 102	18 170	14 103	5 163	1 118	19 195	3 155	11 149	6 50	0 172	16 28	13 3
11 10	13 189	3 27	5 114	6 88	8 129	17 81	16 55	1 63	4 134	10 163	14 102	0 124	12 139	19 165	7 164	2 15	18 159	15 132	9 37
6 187	12 60	1 139	14 165	18 125	5 129	11 155	4 146	13 60	19 180	15 64	10 115	2 105	17 160	8 20	9 111	16 100	3 134	7 127	0 112
17 58	13 146	9 137	5 184	19 99	15 63	16 20	11 161	10 160	1 100	2 130	14 23	3 104	0 13	4 99	12 176	7 155	8 17	18 116	6 117
7 10	18 41	10 16	2 149	13 9	8 168	15 155	4 10	16 167	5 142	0 182	11 45	14 9	17 40	19 30	9 117	12 128	6 111	3 165	1 140
0 18	4 122	15 3	1 177	13 34	14 21	2 128	19 76	5 85	18 24	10 154	12 139	16 155	17 190	3 22	9 198	11 75	6 129	7 39	8 9
11 115	8 63	14 5	13 154	9 158	6 60	15 151	19 158	17 4	7 71	10 97	16 172	0 148	18 180	5 47	4 185	2 145	12 187	3 6	1 20
19 182	18 131	1 102	11 153	10 43	12 62	16 28	0 126	7 168	5 74	6 80	9 138	13 93	14 114	15 42	8 146	2 105	3 94	4 92	17 153
12 75	10 153	18 135	19 178	14 64	4 111	11 190	15 129	2 123	17 43	8 24	16 92	7 94	6 25	13 76	1 87	3 90	9 34	5 81	0 178
5 163	19 52	14 137	11 90	17 78	15 190	8 100	13 43	12 4	3 17	1 11	4 189	10 8	9 194	2 174	18 167	0 109	16 90	7 148	6 15
2 59	12 170	7 2	5 73	11 184	18 80	6 157	19 122	3 11	16 2	4 176	15 25	14 163	1 44	9 199	10 36	0 47	13 200	8 83	17 130
1 147	9 69	11 2	16 55	4 174	10 33	3 170	2 164	6 57	7 14	5 180	15 8	8 116	19 106	13 70	17 135	14 184	12 53	0 171	18 13
18 100	10 37	17 127	1 13	9 199	6 51	3 48	8 121	19 78	15 16	14 193	0 64	7 189	11 160	2 171	4 25	16 166	5 137	12 28	13 117
4 24	7 48	3 17	15 79	12 17	16 107	17 87	14 27	9 102	6 175	8 162	2 132	1 100	18 181	5 50	19 1	0 185	10 36	11 108	13 175
0 119	12 189	15 64	7 65	10 28	14 66	4 181	19 44	11 103	2 191	8 156	13 5	6 69	1 122	18 197	16 16	3 75	17 138	5 56	9 78
4 17	19 117	3 119	13 141	16 142	11 161	9 198	0 152	1 52	12 113	5 30	7 130	15 60	18 43	10 196	6 103	8 192	14 42	17 22	2 27
14 102	7 11	16 193	12 156	17 115	10 45	9 118	11 85	1 152	8 91	19 140	5 140	4 152	13 143	6 198	2 173	3 83	18 124	0 130	15 147
1 18	11 145	12 137	19 30	3 199	15 1	14 68	7 33	5 11	8 124	17 198	18 92	16 68	0 200	4 45	13 22	2 157	6 122	9 105	10 37
17 106	4 93	15 55	10 103	2 169	16 32	19 71	11 8	13 196	9 21	3 177	8 175	6 148	5 149	1 186	12 10	18 171	14 62	7 80	0 112
9 130	16 187	7 148	0 80	5 117	2 119	8 107	3 142	15 25	4 9	17 17	14 18	18 161	12 90	1 189	11 42	6 71	19 76	10 84	13 62
18 170	6 44	19 59	0 181	15 155	1 20	5 126	17 92	11 55	4 16	12 135	2 134	3 175	7 68	16 109	10 132	13 192	14 39	9 136	8 153
11 45	0 177	15 136	18 102	19 67	10 198	13 42	16 64	8 143	7 105	5 1	4 147	1 18	6 39	12 153	3 127	17 169	9 116	2 139	14 161
17 38	8 37	10 102	16 175	4 59	3 8	9 100	1 195	12 79	19 144	15 144	13 12	6 39	2 7	7 181	11 30	5 51	0 119	14 66	18 4
16 112	5 69	14 63	11 50	1 135	7 166	3 81	15 53	9 76	18 64	0 12	19 193	8 141	12 169	10 33	2 37	4 200	13 148	17 147	6 124
6 182	18 101	17 174	4 185	7 21	9 12	19 87	16 42	11 133	12 62	5 137	10 68	13 13	3 14	1 153	15 172	2 92	8 186	14 103	0 25
15 81	13 50	5 154	12 199	19 28	9 47	16 72	8 94	10 163	17 20	18 107	11 13	0 127	14 64	3 59	1 109	4 92	7 190	6 116	2 43
5 94	3 43	18 121	6 49	17 158	1 147	14 199	7 77	8 2	4 82	9 130	16 188	2 29	12 196	15 127	0 162	10 75	11 126	13 40	19 23
