30	70
60 69	39 43	37 71	56 29	32 61	23 18	33 16	14 85	50 13	6 2	18 77	27 88	54 41	58 96	11 70	34 77	10 9	41 48	9 85	30 50	24 62	40 1	59 15	38 44	2 45	7 59	67 32	35 73	66 12	36 1	45 88	29 72	16 18	63 40	1 20	12 11	4 53	64 14	19 18	43 87	47 98	17 94	62 42	57 3	20 7	51 93	52 64	61 81	44 61	21 2	25 25	68 77	3 66	42 10	49 53	31 86	53 89	69 48	48 84	0 81	22 63	13 63	55 73	28 41	65 45	46 27	15 67	8 98	26 94	5 77
2 48	67 56	27 54	42 7	41 12	16 23	44 8	12 80	6 49	20 2	58 49	54 77	32 34	31 90	17 61	48 24	43 6	46 53	23 67	62 99	14 77	53 30	35 52	18 96	29 58	11 60	38 66	4 43	61 79	21 89	9 20	55 74	0 61	52 41	25 39	10 90	47 84	56 50	45 7	59 26	36 74	15 83	3 21	26 36	65 7	40 40	8 69	13 17	39 11	30 39	51 81	28 57	37 54	24 44	63 30	57 6	69 50	33 40	66 19	68 28	60 21	19 21	22 4	50 3	1 24	5 76	7 16	64 6	49 4	34 41
47 30	9 73	40 74	25 40	50 88	56 46	31 24	38 65	63 79	49 47	4 21	68 29	2 86	6 27	55 51	46 23	13 95	20 46	19 69	21 72	29 1	66 85	60 32	3 24	28 57	32 50	5 13	59 25	48 13	64 57	24 28	53 25	54 81	1 75	12 66	15 15	41 93	45 9	65 47	36 67	51 87	62 77	69 25	42 12	23 16	27 53	10 69	33 8	26 3	44 42	57 2	22 10	52 69	17 37	11 84	7 47	39 75	67 53	61 3	16 9	30 56	58 36	8 29	18 52	37 30	43 79	35 43	14 63	0 14	34 35
1 41	28 25	17 77	65 50	55 68	33 69	62 19	52 79	11 63	63 58	66 20	13 43	67 32	18 26	0 70	25 5	6 19	64 68	27 99	22 8	26 18	42 97	32 28	8 49	38 24	30 99	48 87	41 59	53 75	20 3	35 65	60 68	47 27	5 80	59 87	54 55	43 26	56 64	31 67	16 5	57 52	44 91	29 17	24 73	39 5	3 60	9 99	37 5	40 32	50 39	15 6	10 63	2 12	69 35	51 37	49 72	7 97	34 77	14 64	68 14	21 92	19 47	4 80	23 6	58 1	36 41	46 24	45 36	61 84	12 7
41 45	35 94	20 37	39 61	69 11	11 40	31 25	50 29	15 56	29 39	16 16	61 48	47 51	13 44	66 22	40 19	19 4	7 6	38 42	3 88	46 60	36 94	58 58	26 31	55 92	0 33	53 91	22 95	60 17	32 8	59 45	54 41	25 23	33 41	17 43	49 80	1 85	6 80	8 59	4 59	9 25	56 88	28 20	65 92	67 13	37 39	42 60	18 37	57 44	51 2	44 53	68 71	63 58	21 33	2 17	23 65	34 92	24 75	45 91	12 1	64 72	27 49	30 55	10 33	62 49	5 73	52 53	43 15	14 9	48 76
24 73	10 2	31 42	20 96	57 57	26 62	47 43	34 82	51 61	60 21	55 12	59 34	29 94	53 71	68 28	54 47	66 23	40 73	14 55	49 55	21 83	11 60	63 45	16 23	22 4	48 78	61 72	0 40	42 61	25 91	3 11	46 98	7 15	41 71	62 10	27 63	58 95	19 64	67 37	65 42	69 20	17 33	1 31	38 37	56 89	32 4	12 82	64 22	6 20	33 3	8 55	43 24	5 24	39 87	2 97	30 1	44 83	28 43	15 33	4 95	18 14	37 47	9 73	45 66	36 66	50 36	13 72	35 40	52 14	23 84
50 68	47 3	13 3	4 16	62 86	51 28	0 8	35 45	16 80	31 68	15 97	17 59	5 66	25 65	32 28	38 82	30 89	41 84	57 65	7 85	60 48	52 90	11 24	45 83	2 87	53 41	65 67	69 6	46 39	59 39	49 71	44 86	8 67	24 73	64 38	14 76	40 72	1 99	61 9	56 90	18 63	21 47	58 41	36 26	6 90	67 90	22 65	43 29	42 80	68 73	39 3	48 76	29 66	66 59	10 91	37 38	33 34	3 82	27 94	23 37	9 1	12 66	55 4	34 97	28 4	63 41	19 35	26 3	20 20	54 88
11 85	23 15	24 10	43 38	68 66	48 26	34 46	37 75	10 65	44 34	61 72	58 99	41 35	30 78	1 89	2 25	54 18	40 13	35 52	5 78	49 27	17 42	39 4	60 58	55 60	20 84	62 74	4 21	29 73	7 89	69 46	56 25	46 51	50 25	28 31	36 38	3 76	67 12	9 13	19 84	14 28	38 53	15 43	57 97	26 31	8 72	6 12	63 13	0 62	53 25	27 95	32 99	31 57	21 60	59 97	16 63	33 25	64 75	13 31	22 92	45 97	25 63	52 34	65 57	12 80	51 93	18 71	47 87	66 13	42 25
21 77	58 75	54 83	25 61	8 18	50 6	27 5	62 80	28 17	43 91	34 95	9 56	60 22	57 95	14 86	30 72	23 67	49 62	44 36	45 91	63 21	2 9	6 83	47 55	56 64	48 72	40 9	61 73	51 77	7 98	35 56	67 29	41 51	4 95	17 47	19 54	3 66	13 14	5 68	29 21	16 63	53 26	15 64	68 53	65 97	11 73	52 39	0 52	18 47	10 63	66 77	1 49	20 49	36 22	42 69	39 35	46 85	38 12	22 99	37 63	33 88	59 94	26 43	24 70	12 89	55 81	32 84	64 49	69 22	31 38
22 37	19 83	1 49	65 89	66 2	13 50	64 56	33 35	34 36	31 44	42 38	47 21	51 35	53 36	16 69	10 45	44 77	55 36	54 61	30 28	52 43	11 24	26 92	21 83	69 78	41 47	40 47	12 88	63 4	57 80	50 43	4 14	37 34	15 60	48 55	5 11	20 47	62 17	8 85	9 47	32 1	35 38	7 50	2 29	39 12	45 15	0 71	27 59	61 85	46 5	14 74	25 58	23 6	36 81	43 72	58 71	17 76	59 51	38 66	28 81	29 46	56 80	49 61	6 82	18 20	60 80	24 47	3 36	67 35	68 85
64 7	68 2	12 37	61 88	56 6	59 62	49 38	69 18	44 58	9 57	60 61	66 23	45 26	8 5	46 66	53 23	24 66	30 80	34 53	36 64	63 92	3 69	33 13	2 19	6 17	29 47	16 97	65 91	58 82	50 54	26 39	32 25	47 59	4 32	40 8	18 7	62 72	14 1	5 25	23 17	67 41	48 1	22 2	39 26	55 81	57 3	21 78	41 78	28 72	37 22	52 15	11 51	54 86	17 67	35 86	42 33	10 98	13 89	38 9	51 38	1 72	19 58	20 26	7 77	25 61	31 84	27 3	43 99	15 75	0 90
