70	20
18 57	13 105	7 118	6 29	16 47	10 17	9 139	3 140	12 30	1 60	19 32	5 111	4 146	14 8	0 134	15 150	8 127	17 112	2 22	11 67
5 39	11 185	18 192	19 64	16 64	4 36	0 181	15 160	14 150	3 132	10 158	17 38	7 36	8 137	13 91	12 166	6 60	9 6	1 116	2 16
13 18	3 10	0 28	9 147	1 83	4 63	8 158	7 176	14 169	11 23	19 16	5 184	10 162	18 138	16 40	12 39	2 127	6 65	17 2	15 72
10 129	9 36	15 114	0 23	16 40	12 180	11 28	13 174	18 33	3 38	6 136	4 31	17 84	5 112	19 138	8 79	7 50	1 155	2 52	14 73
12 43	11 198	4 140	1 102	3 18	18 67	19 194	17 47	0 50	5 191	9 88	10 186	2 186	13 129	15 173	8 161	16 180	14 70	6 135	7 154
9 168	6 44	2 169	1 120	7 169	14 157	19 126	4 100	5 65	17 22	0 117	10 125	16 170	3 1	18 35	12 175	15 41	13 162	11 109	8 143
5 24	16 103	3 182	2 97	1 79	15 199	0 26	14 188	12 4	4 147	8 152	19 98	18 97	9 108	7 97	10 48	13 163	6 47	11 65	17 127
14 63	12 144	15 71	10 6	13 165	9 124	0 137	16 57	4 46	2 88	6 171	1 152	8 156	19 166	11 12	7 56	5 84	18 58	17 165	3 13
14 191	2 79	5 5	4 16	6 100	19 90	12 123	0 160	13 130	15 124	10 102	8 110	3 35	16 184	7 142	11 200	9 47	1 151	17 94	18 93
4 35	16 136	14 83	7 197	13 172	17 96	11 142	3 103	5 76	19 60	9 48	1 189	2 34	10 40	0 118	18 119	15 10	6 142	12 23	8 182
6 63	8 129	15 18	1 85	11 184	4 186	0 75	2 9	13 47	9 87	10 145	5 117	3 58	12 157	18 102	19 56	14 52	17 129	16 82	7 2
17 64	9 156	18 70	13 132	5 157	15 53	3 125	10 70	2 128	16 198	19 62	12 134	7 179	8 67	4 50	6 100	11 44	14 104	1 158	0 110
19 95	16 149	1 39	3 173	13 151	10 25	9 78	2 100	15 189	18 53	14 143	0 76	8 105	6 127	5 140	17 31	7 87	12 133	4 141	11 70
6 10	19 76	18 200	10 38	8 156	13 119	11 166	2 90	16 77	9 23	14 9	3 159	17 118	7 13	5 114	12 139	0 150	1 178	4 111	15 173
19 175	7 45	16 124	8 79	11 101	17 18	13 57	2 27	3 22	6 7	9 144	14 189	0 152	18 137	5 198	4 61	12 61	15 69	1 174	10 89
0 95	16 119	9 36	17 78	4 150	14 174	18 151	3 186	13 120	11 183	7 143	19 199	6 187	5 131	1 170	12 21	10 74	15 69	8 35	2 118
7 123	18 65	12 19	3 68	15 73	5 138	9 48	13 104	19 78	11 102	10 10	1 181	4 53	8 92	14 7	6 95	16 125	0 142	2 51	17 47
11 157	13 91	2 32	10 137	6 130	18 54	19 133	4 35	9 59	0 72	8 40	16 168	7 54	3 188	17 156	1 43	14 19	5 37	15 141	12 132
15 22	10 132	14 65	16 150	19 65	5 152	4 154	17 162	2 64	18 179	0 144	3 81	7 126	9 13	13 77	11 78	1 124	12 99	6 153	8 132
3 73	10 107	18 155	4 33	19 183	11 171	1 101	12 151	14 198	9 102	5 78	0 93	13 95	2 82	17 175	15 62	7 14	8 86	16 195	6 40
10 133	13 143	18 34	0 160	11 117	2 68	8 52	19 197	9 97	1 27	12 194	4 94	5 91	16 158	7 67	17 28	15 131	3 24	6 106	14 29
12 11	10 188	1 93	2 184	5 26	11 24	19 158	9 19	8 175	6 101	13 170	17 191	4 105	7 84	0 40	15 82	18 116	3 155	14 23	16 136
2 163	12 7	3 149	4 89	16 11	5 185	11 178	6 134	19 125	14 182	7 116	9 8	1 52	13 24	18 28	0 27	8 120	15 33	10 68	17 198
14 142	5 142	16 123	3 54	7 165	18 60	12 168	19 105	4 89	8 112	2 132	10 179	9 141	6 159	13 14	0 15	15 189	17 147	1 112	11 144
4 98	11 178	17 142	18 62	10 150	8 165	14 25	13 91	7 182	15 15	19 166	6 133	9 190	3 159	1 78	0 71	5 130	2 119	16 94	12 168
4 94	2 25	1 181	11 184	3 179	6 96	19 163	13 109	15 170	18 102	8 65	17 80	5 10	10 79	7 78	16 33	0 111	12 173	14 96	9 69
14 68	12 69	19 90	0 92	18 86	1 83	6 134	2 88	9 80	15 168	7 88	16 164	5 57	4 139	3 157	17 94	13 166	8 168	10 191	11 76
10 69	17 39	8 193	3 38	0 117	18 190	14 124	9 15	1 105	4 152	6 29	11 128	15 64	13 181	12 12	7 128	16 160	5 151	19 2	2 130
2 55	5 51	14 122	0 90	8 50	1 193	18 80	16 121	19 59	10 90	4 107	6 153	7 44	15 78	12 174	3 191	11 75	13 66	17 187	9 180
12 70	16 104	10 83	6 151	18 188	11 2	13 97	4 59	2 29	17 146	19 175	8 9	15 173	14 20	7 149	9 175	1 188	0 54	5 6	3 121
17 125	0 120	6 5	9 29	15 56	19 112	13 4	12 194	5 191	3 165	2 114	8 27	18 11	14 167	1 185	4 129	16 146	11 79	10 57	7 25
6 79	3 69	10 150	18 23	17 15	19 35	5 199	2 192	13 132	12 34	1 77	0 99	8 30	7 23	4 66	9 127	11 53	15 132	14 105	16 15
7 120	13 63	16 147	12 46	4 176	1 98	2 192	10 144	5 162	9 167	3 178	6 138	0 39	19 141	11 138	17 65	14 73	8 135	15 150	18 29
10 121	17 128	1 21	6 142	19 160	4 65	13 183	16 101	15 150	7 77	2 146	9 51	0 8	3 181	18 8	14 165	12 26	5 84	11 98	8 26
12 178	0 171	8 83	11 116	4 56	2 120	3 81	5 90	15 60	9 89	19 67	14 165	10 93	17 190	18 132	6 96	1 126	7 2	13 56	16 87
10 151	15 60	5 33	19 24	11 149	18 78	7 87	12 106	1 63	17 123	9 83	3 40	6 159	16 171	13 121	2 164	14 106	0 176	4 92	8 130
3 89	15 91	16 29	7 92	19 45	11 52	2 99	17 121	6 160	0 3	1 131	12 184	9 7	5 18	14 119	8 7	4 131	18 62	13 113	10 114
