30	15
7 20	9 60	1 47	10 55	5 99	11 86	14 18	12 24	0 14	3 99	2 31	13 46	4 35	8 13	6 91
8 76	0 43	10 92	9 20	12 66	1 21	5 3	7 5	13 75	2 2	11 41	3 93	14 7	6 65	4 79
6 62	7 53	4 41	5 94	8 81	0 27	10 32	11 11	13 38	1 48	12 71	9 40	2 44	14 12	3 15
1 91	7 40	12 96	5 36	11 76	9 30	13 52	4 89	2 67	10 23	8 50	6 75	0 23	3 66	14 73
3 47	13 34	10 28	14 80	9 62	7 68	12 58	5 69	11 61	1 16	4 89	8 25	6 16	0 84	2 25
11 22	12 9	4 44	0 78	3 29	10 86	13 94	14 89	9 46	7 97	6 92	5 85	1 39	8 40	2 60
2 93	10 66	5 31	4 93	12 62	14 12	7 25	1 71	6 71	11 48	8 80	13 28	9 6	3 93	0 53
0 57	4 29	12 69	2 88	9 50	1 37	13 95	8 98	14 16	6 57	10 74	7 66	5 80	11 36	3 28
6 34	7 3	5 58	4 11	11 6	8 57	3 70	2 34	9 58	13 2	14 39	12 47	10 53	1 86	0 11
11 85	13 98	8 95	3 75	7 4	10 77	12 8	2 33	5 33	9 58	6 23	14 90	0 13	4 89	1 33
14 94	0 1	12 6	1 80	11 88	9 58	8 60	13 93	4 48	10 80	7 54	6 28	2 69	5 72	3 8
10 34	1 10	3 20	5 93	6 1	14 66	4 5	8 82	7 38	9 23	11 62	0 57	13 59	12 83	2 72
1 33	11 67	3 70	6 70	14 84	8 5	0 27	10 83	7 91	5 32	4 48	2 54	12 39	13 70	9 66
2 78	8 3	4 20	12 92	5 20	13 57	14 73	1 23	7 23	9 93	0 41	6 78	10 73	3 41	11 59
13 68	7 60	3 70	10 83	1 87	9 16	6 81	11 95	5 62	4 23	2 11	0 53	8 26	12 72	14 41
14 39	5 39	8 42	6 74	12 13	10 77	9 95	13 95	0 28	2 14	11 93	7 34	1 19	4 54	3 26
3 47	7 10	5 67	12 90	10 53	6 13	8 75	11 42	1 80	13 30	9 67	2 15	4 71	14 24	0 31
6 24	3 48	9 95	0 9	7 20	14 17	2 51	10 48	1 93	8 4	11 16	12 22	4 97	13 72	5 15
5 98	3 3	10 98	7 24	2 90	14 81	1 48	13 23	6 21	8 46	4 65	12 18	9 30	11 69	0 20
5 23	6 32	7 2	14 26	8 43	0 88	9 95	12 73	4 12	2 33	1 3	10 38	13 26	11 60	3 65
11 79	0 71	4 56	10 49	5 55	2 37	13 31	14 39	3 41	1 59	9 32	7 18	12 86	8 94	6 46
8 39	4 74	11 26	5 72	2 17	6 57	14 32	7 38	1 51	12 57	10 26	9 86	13 99	0 19	3 82
10 68	2 90	3 37	8 61	9 73	7 61	5 55	14 73	4 97	6 20	13 29	11 36	0 47	1 5	12 2
4 78	6 32	5 62	0 34	10 41	12 53	1 90	8 22	14 67	2 9	7 52	9 52	11 17	13 76	3 15
7 10	9 73	0 34	11 11	1 11	4 88	12 1	2 69	3 38	6 36	8 40	10 10	13 77	5 24	14 6
0 23	3 64	6 3	13 92	10 68	9 38	8 62	5 81	14 94	1 58	12 62	7 21	2 62	11 97	4 5
7 78	0 74	4 87	14 84	13 79	9 78	6 46	11 29	10 5	3 55	12 87	1 39	8 57	5 71	2 93
14 11	5 58	4 60	11 22	10 12	6 73	0 49	3 53	7 96	8 52	13 32	12 57	9 41	1 18	2 97
12 3	8 32	13 95	9 61	10 39	5 18	1 21	0 70	3 63	7 20	11 87	4 19	6 78	2 76	14 67
11 24	8 71	14 53	9 77	3 54	13 30	7 14	6 1	4 37	12 86	5 29	1 87	2 7	0 37	10 24
