15	15
13 86	8 80	11 52	10 7	9 19	6 42	7 41	4 18	3 42	14 60	5 88	0 39	2 52	1 73	12 69
14 74	3 93	13 12	12 40	5 98	0 18	7 79	6 45	2 63	11 42	4 86	1 93	10 5	8 31	9 37
7 81	10 57	12 34	9 87	0 74	13 16	4 28	1 69	14 72	5 22	6 84	11 69	2 42	8 52	3 13
7 23	14 1	9 40	3 84	2 84	6 36	5 57	1 33	4 56	0 30	11 47	8 43	12 15	13 91	10 44
6 68	3 75	12 66	10 64	7 35	14 58	13 68	1 20	9 82	2 77	0 97	8 85	5 42	11 51	4 85
13 41	6 57	2 59	7 17	3 72	12 60	8 62	1 81	5 3	0 54	4 38	11 24	9 43	14 72	10 54
10 62	6 76	14 75	13 37	12 85	3 37	2 76	1 53	9 60	7 77	0 69	4 61	8 50	5 62	11 62
6 48	14 10	13 81	1 51	11 90	9 33	10 97	12 18	0 98	7 56	4 75	8 56	2 58	5 59	3 73
8 55	1 92	10 71	12 46	2 80	9 75	5 36	4 24	14 51	0 13	7 16	3 36	11 83	13 82	6 3
12 65	8 17	1 94	13 71	0 25	5 70	14 29	3 52	11 65	6 32	4 46	2 84	10 44	9 22	7 99
9 29	8 26	5 73	12 19	1 65	13 4	11 25	0 26	10 92	3 69	7 10	4 77	14 53	2 64	6 91
4 71	12 28	0 94	6 19	7 82	1 34	13 49	2 72	11 65	10 46	3 5	14 24	8 68	9 67	5 92
8 62	5 96	3 89	12 25	4 52	0 43	10 64	14 50	2 15	7 71	9 99	11 81	1 82	6 23	13 16
2 95	3 87	12 81	1 86	13 58	11 10	5 68	8 10	14 37	10 49	0 87	7 63	4 96	9 25	6 91
3 67	12 70	4 47	6 48	9 67	0 73	8 71	11 17	10 43	13 65	7 34	1 70	5 71	14 30	2 25
