50	70
15 35	10 17	60 44	30 17	5 47	21 30	32 28	66 26	43 34	46 13	33 35	26 65	23 37	58 75	7 68	45 53	52 70	50 50	17 31	37 70	18 91	48 94	35 83	29 92	68 5	61 11	51 21	19 5	41 93	54 48	6 44	47 54	63 5	2 88	27 13	4 64	65 39	13 84	14 28	53 47	38 78	49 7	64 56	9 7	42 84	44 55	69 6	16 40	62 71	40 39	55 19	34 18	56 58	25 50	36 82	24 23	39 11	0 62	67 7	3 41	59 61	8 11	1 73	12 12	22 83	57 25	20 21	11 62	31 58	28 37
0 29	29 96	62 46	4 73	18 46	47 18	26 49	65 84	52 3	44 94	30 52	38 47	63 87	46 87	6 57	67 23	28 50	43 64	11 36	16 26	33 57	35 42	64 49	1 4	9 36	20 77	34 37	3 36	17 4	7 67	36 59	39 29	68 99	66 68	49 35	2 98	53 96	32 18	40 53	19 92	27 98	8 31	45 41	55 16	57 72	25 59	60 63	41 29	50 39	23 43	42 67	12 85	21 39	61 78	15 17	69 77	54 98	56 47	14 22	59 43	51 88	5 80	58 68	48 23	10 49	22 26	24 61	31 72	37 30	13 17
52 60	27 78	53 88	20 41	63 80	35 57	16 28	54 96	61 10	11 96	23 3	19 80	40 85	33 93	47 54	0 8	68 12	5 12	31 56	22 79	28 99	50 81	6 39	56 19	42 66	69 32	36 65	34 29	3 32	43 78	18 88	9 17	44 4	65 93	58 73	49 97	60 75	39 3	24 21	37 41	48 46	41 4	38 91	12 74	26 72	21 84	25 53	45 84	46 57	8 84	14 56	1 88	13 2	59 50	55 78	7 25	66 31	51 37	2 74	30 82	64 65	67 45	4 25	29 33	32 30	15 50	57 73	10 65	17 67	62 31
20 53	11 97	35 78	30 30	7 77	48 11	63 68	26 91	40 55	23 50	12 50	6 42	44 14	46 63	29 15	58 92	56 45	8 92	10 65	18 87	67 19	47 58	36 86	19 64	42 33	66 30	28 11	39 38	37 20	33 81	45 1	38 99	65 68	32 9	1 55	62 69	51 80	41 26	69 5	21 70	16 80	3 70	24 64	27 34	34 55	31 34	17 19	14 58	5 23	52 70	60 51	49 9	15 96	68 81	54 74	61 64	4 64	0 76	25 48	59 72	9 77	2 17	64 10	57 23	55 48	22 74	50 62	43 2	53 94	13 1
54 4	23 37	53 24	65 64	59 15	6 8	60 54	41 82	46 78	26 3	43 19	3 23	5 69	31 71	42 87	18 42	24 27	49 89	64 48	37 51	25 54	19 45	30 27	33 97	66 2	22 40	2 77	34 56	0 70	21 22	40 2	47 50	56 28	13 76	7 51	15 46	28 62	10 55	44 61	68 53	51 63	58 52	17 68	14 85	29 69	52 28	55 46	38 25	61 28	8 67	27 64	62 9	9 89	1 68	36 86	48 94	69 22	16 22	45 60	57 95	39 37	67 83	12 42	63 7	50 9	35 40	32 93	4 55	11 33	20 52
39 54	56 15	46 41	3 95	37 53	59 65	25 40	38 46	31 74	15 62	6 7	58 2	35 73	9 57	61 64	36 53	66 44	34 53	50 53	62 62	40 86	13 15	53 96	0 45	43 35	18 5	11 66	49 18	51 44	30 69	8 88	48 69	7 16	52 35	29 96	67 51	55 41	41 81	57 40	14 12	22 79	5 97	63 7	54 56	16 58	4 86	21 72	1 47	2 78	60 51	23 13	47 98	19 24	68 74	44 54	20 46	12 24	10 9	32 76	64 47	28 75	69 95	42 19	45 57	26 63	17 95	65 2	27 57	33 48	24 12
47 62	35 28	54 81	0 79	62 69	27 17	52 60	20 99	5 96	63 35	12 66	28 80	1 63	41 47	42 75	49 38	61 21	16 47	22 10	21 28	56 53	59 20	45 78	4 31	55 3	53 15	11 72	25 54	67 38	43 57	10 84	2 95	8 45	24 9	44 54	51 41	29 48	64 79	40 99	17 6	13 17	39 71	9 10	31 88	46 31	15 40	18 39	65 61	68 45	26 84	37 91	19 13	6 52	60 6	7 46	58 92	48 20	32 47	66 17	57 46	14 4	36 59	23 66	33 24	34 76	38 40	3 1	69 88	30 17	50 51
42 22	9 47	38 21	22 28	64 73	33 81	41 35	20 89	26 35	56 87	61 36	12 13	69 46	40 9	52 34	6 33	30 58	43 76	5 64	45 89	2 30	66 18	51 64	8 8	31 81	1 88	49 72	53 97	47 55	59 77	35 63	23 37	36 79	55 56	48 89	57 44	67 33	68 55	21 72	39 89	10 93	44 1	11 32	29 99	19 51	16 53	14 45	17 44	7 72	27 45	25 34	18 1	50 91	37 61	58 24	62 26	15 90	28 59	65 11	34 11	63 52	3 7	0 70	32 41	46 49	24 21	60 47	54 94	13 21	4 66
16 57	67 87	38 99	0 65	31 74	14 73	57 69	40 96	19 18	51 72	21 47	6 42	32 1	44 44	43 37	41 64	10 47	55 15	60 74	9 33	3 30	65 13	12 39	22 63	45 98	69 37	39 10	27 48	1 63	58 59	30 56	37 51	33 27	66 76	28 67	56 26	35 53	13 42	11 86	8 8	24 16	26 44	17 93	64 92	53 73	46 18	42 24	54 59	5 10	52 53	47 93	2 3	15 92	4 15	18 45	48 34	50 23	23 28	29 50	25 41	63 5	61 52	7 68	68 4	59 56	34 29	49 59	36 37	20 43	62 42
10 5	28 4	13 61	37 16	18 55	69 43	39 20	27 63	22 80	19 66	48 91	23 23	33 23	42 53	26 12	5 14	31 54	61 3	67 91	66 46	7 27	57 87	55 72	46 1	41 92	45 32	59 32	65 1	63 10	52 6	62 61	25 4	54 79	53 26	32 46	43 31	30 27	24 4	36 56	17 83	12 41	14 73	15 40	16 55	29 25	0 7	51 50	2 77	21 4	50 83	44 45	64 10	6 57	40 12	58 53	11 7	9 80	34 7	3 47	56 69	4 1	49 7	38 76	1 19	60 65	8 9	35 99	20 96	47 86	68 72
10 89	7 52	64 28	15 76	8 31	17 36	54 6	50 1	28 18	59 54	11 36	0 82	32 54	23 68	46 94	63 60	9 26	48 71	60 93	66 39	21 2	67 3	14 45	53 84	13 79	2 62	25 77	27 21	29 81	20 74	52 55	56 43	43 34	22 82	26 15	39 87	31 55	58 96	41 89	45 35	18 37	38 76	16 64	57 14	68 71	51 74	65 42	42 90	33 93	40 61	69 72	61 15	6 90	1 30	24 31	44 91	36 38	12 4	34 26	49 29	62 27	30 92	55 49	3 83	35 51	37 12	19 8	4 63	47 6	5 57
22 86	21 83	29 95	61 5	8 55	53 76	14 17	47 30	35 27	26 45	63 84	65 12	33 77	0 72	64 24	18 6	69 90	5 39	41 59	10 65	54 89	1 48	19 62	36 51	27 90	39 82	25 99	6 42	11 12	59 63	50 31	16 18	20 19	40 72	4 40	12 97	15 25	38 29	30 57	58 89	66 87	23 92	42 37	51 39	68 2	56 51	13 1	28 73	7 33	46 96	67 69	62 40	43 41	55 52	17 82	34 11	24 60	52 90	3 12	49 48	32 61	60 58	31 23	44 32	57 80	48 46	2 11	45 54	37 80	9 92
30 56	44 97	50 77	22 68	54 69	21 69	31 16	10 38	5 19	48 96	11 71	59 83	37 46	42 40	40 75	12 12	63 11	25 22	15 51	46 31	53 41	20 70	33 15	67 14	43 39	19 12	66 79	9 90	28 33	45 8	68 93	8 52	18 45	36 48	38 29	6 40	0 25	1 59	2 65	26 89	49 73	29 66	16 90	69 52	61 45	4 60	58 20	27 1	55 94	47 25	13 30	34 15	24 97	23 94	65 52	62 5	52 30	32 21	60 87	41 33	56 85	17 37	39 11	3 23	7 65	51 84	14 66	35 2	57 13	64 85
46 58	4 18	47 91	5 47	31 90	48 16	14 47	17 41	40 46	30 16	18 49	52 16	51 33	69 66	55 73	35 41	66 41	26 16	21 71	27 33	22 32	36 19	38 50	6 13	49 75	68 3	23 51	3 83	67 84	1 96	29 57	15 52	60 42	34 28	42 75	62 64	58 43	53 63	2 70	63 26	8 41	9 92	50 94	37 74	61 75	19 35	0 50	56 94	32 43	44 93	20 56	13 35	54 56	16 18	12 74	41 1	7 34	64 40	25 9	65 1	28 45	43 53	45 60	59 22	57 88	39 48	33 79	11 98	10 64	24 86
18 10	15 35	25 44	0 63	61 97	31 6	14 26	35 9	4 38	10 22	23 10	52 17	22 23	53 1	19 26	1 54	49 76	42 85	30 43	20 70	67 92	26 48	34 9	57 12	43 88	45 18	17 86	38 57	13 23	40 45	7 16	12 30	64 33	54 13	69 11	28 63	66 38	39 8	36 23	27 48	21 81	48 74	56 38	59 71	6 70	65 21	2 5	11 52	58 63	68 17	32 24	50 73	37 75	51 67	41 43	9 78	44 20	46 28	8 13	55 54	24 12	60 77	33 85	47 32	16 36	5 61	62 83	63 59	29 68	3 79
47 94	30 80	64 33	22 10	14 40	34 82	2 27	48 38	41 36	60 43	63 92	3 80	45 83	67 25	25 65	8 71	4 40	62 97	9 84	28 66	53 44	37 43	0 2	31 29	59 43	26 76	56 52	33 42	38 91	57 6	19 2	29 98	65 45	21 17	27 99	18 47	13 46	11 41	69 96	43 69	16 32	12 50	61 54	51 97	10 9	35 83	68 98	17 3	49 46	66 59	40 31	1 21	15 1	7 81	54 62	58 57	50 48	32 76	23 76	6 64	20 37	36 37	24 18	44 1	46 10	5 97	42 35	39 36	55 10	52 42
48 54	17 14	1 26	62 53	25 29	64 84	39 4	26 17	9 58	30 21	38 84	52 96	46 28	55 58	40 58	47 68	3 93	35 85	33 36	21 38	32 76	45 23	23 22	67 55	0 38	20 13	7 28	5 73	51 38	19 74	50 39	11 22	2 44	37 27	18 90	63 37	27 82	24 89	49 57	59 61	31 14	8 53	6 74	12 92	15 88	28 38	57 91	41 93	29 90	65 13	66 19	14 66	60 5	13 48	68 19	10 94	61 56	16 39	69 92	42 8	58 86	34 78	53 23	43 86	56 44	4 63	22 89	44 27	36 86	54 90
34 59	40 29	49 55	60 16	38 59	66 22	44 90	10 52	17 36	59 97	2 43	64 78	67 49	3 41	7 54	50 88	35 75	5 5	45 34	57 67	26 14	46 3	39 66	33 92	14 87	36 92	65 96	42 77	20 73	37 70	23 86	43 43	29 32	11 45	27 71	25 6	12 58	18 1	15 37	54 29	51 57	9 60	24 36	58 30	68 78	55 64	52 46	8 8	0 13	30 96	16 60	62 39	47 89	61 78	69 85	21 50	41 6	56 30	53 33	1 91	4 95	13 53	31 94	28 11	48 93	6 91	22 97	32 93	63 95	19 63
12 66	22 35	44 36	48 97	8 27	17 47	29 16	45 83	31 58	11 86	61 94	28 30	50 94	52 13	9 87	65 59	63 2	21 23	53 46	42 45	66 24	5 23	62 53	58 84	40 38	27 6	30 39	15 84	20 40	49 30	19 64	32 85	10 72	25 74	37 56	13 25	38 32	56 44	46 18	4 9	33 77	0 13	54 19	57 23	6 93	36 44	26 74	24 90	41 5	16 54	60 21	2 63	3 38	68 16	59 87	47 50	51 36	18 6	69 27	34 27	23 88	7 21	64 95	43 94	55 18	67 75	14 48	1 70	39 69	35 38
