100	10
2 70	0 177	6 121	3 43	4 186	8 188	1 5	7 38	9 85	5 69
2 162	4 168	6 113	9 114	3 200	8 92	1 25	7 187	0 10	5 154
8 90	4 129	2 28	3 153	7 61	1 62	0 21	9 47	6 56	5 41
0 143	2 11	1 163	5 124	4 99	8 178	9 100	7 66	6 155	3 66
1 184	3 23	9 103	8 91	2 134	0 26	7 76	5 86	4 116	6 7
1 197	9 57	3 200	5 117	4 79	8 17	7 135	0 155	2 188	6 192
8 188	9 21	1 78	7 32	3 61	6 183	2 24	5 17	4 63	0 17
5 153	7 184	6 173	0 64	1 197	3 42	9 159	2 104	4 154	8 60
2 89	3 62	6 47	5 146	9 75	4 52	0 125	8 7	1 113	7 21
1 123	5 76	3 79	2 71	4 171	9 126	8 27	0 142	7 131	6 14
0 13	7 141	8 167	6 43	2 10	3 190	1 46	9 17	5 47	4 103
7 62	6 108	2 43	4 3	5 30	9 101	1 149	8 196	3 81	0 102
5 14	6 77	9 93	8 181	7 71	1 52	2 176	3 33	0 19	4 138
6 131	8 186	5 72	3 1	2 94	7 5	9 179	1 183	0 71	4 18
1 59	5 109	9 81	6 172	7 64	0 1	2 107	3 87	4 48	8 151
4 28	8 143	3 21	9 150	7 82	2 59	0 87	6 165	5 170	1 64
3 171	0 6	8 43	9 170	6 110	5 86	4 197	1 104	7 57	2 24
4 12	2 82	3 105	9 104	7 134	6 166	5 71	8 129	1 73	0 71
4 33	0 47	8 21	3 118	6 31	9 7	1 31	5 54	2 171	7 40
1 81	6 197	9 30	5 94	8 68	7 118	2 180	4 146	3 51	0 92
9 166	4 94	5 94	6 120	8 54	7 63	0 114	1 60	3 101	2 200
0 172	9 169	5 193	7 114	2 66	4 174	8 46	1 143	6 70	3 129
9 60	5 81	7 177	3 55	0 186	8 151	4 42	2 125	6 61	1 108
3 23	0 50	4 64	1 58	2 148	8 62	5 170	7 155	6 136	9 40
7 42	4 178	0 30	6 54	2 36	1 174	8 16	9 155	3 112	5 71
5 51	2 93	8 134	6 102	1 14	3 109	0 189	7 26	9 113	4 107
7 94	6 68	8 76	1 63	0 40	2 128	4 179	3 16	9 90	5 143
1 143	6 104	2 128	7 30	8 36	0 200	4 148	3 64	9 165	5 68
3 187	1 104	8 199	6 149	5 35	7 146	4 149	2 137	9 54	0 33
5 39	9 116	7 106	1 56	8 150	2 136	4 165	6 110	3 71	0 88
7 95	3 56	9 70	8 19	4 196	1 58	5 92	0 58	6 41	2 140
2 177	0 137	1 41	9 100	5 56	8 75	4 165	7 13	3 73	6 181
7 189	3 8	9 189	8 169	4 25	1 119	0 6	6 163	2 87	5 44
0 58	5 140	9 114	6 185	3 184	2 3	8 135	1 198	4 166	7 127
3 125	8 174	0 64	2 141	7 155	5 150	4 189	9 176	1 96	6 66
9 61	7 195	3 76	8 131	1 22	6 169	4 77	2 183	5 159	0 81
7 168	0 178	1 35	2 69	9 133	3 162	4 97	5 191	8 14	6 41
7 149	0 147	1 45	8 132	5 10	9 187	2 176	6 136	4 52	3 166
3 53	2 139	0 164	8 19	5 107	1 189	4 194	6 115	7 128	9 13
2 139	3 34	1 28	0 58	6 186	5 147	7 148	9 127	4 18	8 130
3 110	7 152	5 30	1 21	0 95	8 148	2 104	6 85	9 139	4 194
8 6	7 51	4 164	9 156	3 100	2 69	5 14	6 56	0 9	1 166
7 80	5 6	3 91	9 97	8 155	1 13	4 198	6 104	2 155	0 148
9 20	5 78	8 20	3 54	1 196	2 114	4 180	0 32	7 35	6 139
2 49	8 73	6 189	3 181	0 46	7 122	1 70	4 131	9 151	5 174
0 183	5 171	2 197	9 187	6 47	1 32	4 96	3 31	7 82	8 180
3 55	7 80	2 147	8 123	0 105	9 141	5 77	6 177	1 177	4 36
3 121	7 64	4 148	5 85	2 141	9 25	1 112	0 169	6 104	8 79
3 140	0 60	1 76	6 93	7 46	5 156	4 149	8 163	9 38	2 37
0 179	4 162	9 103	6 5	3 23	7 34	5 132	1 52	2 69	8 194
9 49	4 124	2 17	8 57	0 43	7 177	6 40	5 137	3 102	1 183
2 79	8 32	4 174	0 11	1 87	3 39	6 197	5 183	9 187	7 10
1 18	2 142	6 195	0 163	5 76	9 117	8 49	4 57	3 9	7 191
2 132	3 169	1 136	5 115	7 76	6 124	0 78	4 158	9 137	8 133
8 144	4 138	0 145	1 161	9 89	5 174	6 96	3 132	2 51	7 77
4 184	1 99	5 86	3 6	7 190	9 199	8 131	2 34	6 85	0 106
9 24	6 2	8 90	7 157	1 172	4 52	5 139	2 46	0 79	3 36
2 41	5 126	0 79	6 81	4 139	3 165	7 9	1 133	9 180	8 89
9 12	7 84	6 75	1 61	4 162	3 197	8 77	2 63	0 115	5 199
