40	70
13 29	30 69	25 56	15 72	22 45	9 84	52 57	6 94	39 25	63 52	4 74	12 57	33 80	56 15	65 47	3 42	21 68	58 15	55 90	67 40	23 52	54 69	59 45	40 75	14 92	2 4	17 6	50 44	1 75	26 26	11 74	32 98	60 5	61 4	24 14	8 78	35 72	18 58	62 62	57 80	10 39	38 11	19 27	46 20	34 26	36 6	27 52	47 40	68 42	51 86	20 32	43 4	16 75	29 50	28 96	5 51	45 94	69 61	44 22	48 29	66 45	42 49	64 5	53 84	7 10	31 83	41 87	0 6	49 64	37 8
45 25	57 36	40 63	65 95	15 94	48 99	7 25	32 49	16 47	43 23	21 84	24 64	5 77	50 97	69 16	51 17	33 78	38 81	34 58	64 48	60 23	1 93	17 75	41 8	53 70	58 88	36 32	66 75	4 16	0 57	39 92	44 5	14 16	10 23	11 47	25 44	2 6	19 46	54 2	31 94	28 40	55 65	20 78	62 56	35 35	29 49	52 63	26 79	59 67	47 85	18 8	8 36	6 89	63 52	12 46	27 49	67 84	3 85	56 37	46 50	22 74	68 16	49 75	30 42	37 45	42 8	23 84	61 49	13 58	9 74
52 67	3 29	54 21	69 69	38 65	16 91	23 77	15 12	2 91	49 84	50 72	68 43	32 51	22 81	66 84	42 64	10 95	25 89	59 30	62 71	18 55	46 75	65 55	35 36	53 46	41 81	30 16	13 10	31 40	43 54	45 25	33 31	67 8	58 58	36 68	24 48	63 68	48 73	57 8	55 46	7 6	1 84	26 95	20 68	5 48	6 35	0 68	51 47	37 13	21 7	64 64	19 88	60 68	56 1	34 93	40 2	17 46	29 10	44 57	4 45	28 86	14 16	11 9	47 43	12 29	27 46	61 92	9 50	8 51	39 30
26 50	67 47	65 11	31 88	56 74	7 40	46 57	48 49	1 64	13 66	28 3	52 37	3 94	47 69	18 30	69 74	53 24	4 76	29 52	20 4	54 94	21 39	11 1	15 49	57 62	35 97	41 91	62 97	66 30	60 47	34 65	37 52	39 74	59 89	45 68	8 17	36 39	40 62	16 53	55 35	10 19	63 28	9 79	14 60	33 53	19 5	42 41	17 22	6 95	38 59	24 67	25 81	58 25	44 72	30 94	32 62	64 42	5 39	43 92	23 36	50 64	68 92	2 15	61 94	12 13	51 8	0 63	49 2	22 34	27 47
45 37	17 76	53 58	0 68	7 73	30 29	58 81	64 30	18 6	6 49	48 14	31 49	43 51	52 78	38 89	51 26	34 62	47 79	8 95	55 14	20 89	1 25	59 60	65 45	28 82	24 81	54 86	41 50	69 43	50 16	32 99	4 90	63 2	26 31	11 79	14 32	27 82	42 50	49 24	21 95	25 25	67 52	44 41	10 95	39 54	2 51	13 76	40 10	46 49	22 14	9 43	36 21	35 68	23 33	15 47	62 57	37 92	16 12	61 30	3 69	5 9	68 52	66 15	19 76	29 11	12 25	33 87	56 83	60 80	57 25
10 41	34 34	5 16	6 33	24 47	28 26	12 72	58 12	37 30	64 30	62 11	43 46	36 55	29 62	4 74	7 7	32 31	46 21	11 40	14 51	54 87	20 12	25 54	9 64	18 82	42 71	2 4	59 17	22 82	47 49	68 12	48 18	35 83	17 4	45 96	27 96	49 26	1 97	31 92	69 41	26 84	38 15	65 76	66 56	3 50	41 2	60 2	53 85	57 37	16 36	50 52	19 7	30 31	23 88	0 73	56 20	39 47	61 69	15 62	8 43	21 5	63 41	55 77	51 88	13 23	44 87	52 83	67 55	33 25	40 87
7 80	52 28	30 1	14 51	13 41	27 90	17 76	46 69	33 85	3 73	45 3	60 15	0 5	43 29	31 7	32 80	12 22	41 55	40 39	34 42	38 92	5 78	57 63	47 68	50 89	29 31	9 11	62 35	37 29	61 68	20 85	11 96	39 15	48 22	28 22	69 45	35 17	21 41	4 37	55 40	58 74	65 97	6 18	59 6	26 2	54 56	56 76	64 4	53 2	36 14	67 67	49 3	51 60	19 26	24 80	8 24	1 67	18 37	23 37	66 17	42 14	2 95	68 31	16 94	44 33	25 35	22 13	63 47	15 99	10 45
49 25	34 58	25 94	8 81	15 20	55 1	24 79	33 93	29 98	56 39	13 4	66 19	31 93	41 24	52 81	58 68	37 95	46 99	36 64	9 53	12 42	51 90	4 84	45 78	48 57	69 54	61 95	62 12	19 81	59 71	42 93	63 13	14 43	60 37	10 99	26 19	57 25	22 47	39 52	23 57	28 73	35 70	18 89	47 26	16 86	43 19	1 52	68 41	7 27	17 92	5 31	53 48	65 15	20 66	2 23	11 13	30 82	40 76	3 31	0 8	50 6	67 31	21 76	32 17	44 69	54 34	27 23	64 16	6 97	38 12
50 42	57 6	49 65	0 83	40 47	61 49	62 43	11 89	1 45	51 27	32 38	69 24	28 61	46 87	29 66	27 71	15 54	67 81	24 28	30 89	25 21	68 8	64 56	17 62	18 34	55 17	65 29	53 58	20 10	31 73	14 68	19 77	42 42	45 64	7 98	4 11	36 79	37 39	48 84	26 5	66 18	9 10	16 21	54 27	58 95	47 46	10 16	5 1	44 3	22 39	41 32	13 23	3 48	43 68	2 82	56 79	59 92	33 79	60 50	6 95	34 40	38 25	23 44	52 31	21 20	8 95	39 83	35 51	63 54	12 39
64 23	19 40	58 77	36 61	60 47	31 60	17 39	62 47	35 33	34 97	10 65	20 8	50 41	45 24	48 91	57 97	52 47	4 65	67 28	39 33	68 93	33 93	65 86	14 6	51 62	44 28	63 94	30 88	3 16	27 64	37 97	23 27	13 85	7 1	32 13	28 20	26 91	18 8	11 52	59 88	69 50	24 6	43 49	53 52	55 3	61 81	6 92	22 70	16 55	47 80	5 30	12 25	15 4	8 65	2 96	25 62	46 62	38 2	41 70	40 93	49 73	66 81	54 44	42 46	1 79	21 35	29 87	9 33	0 63	56 47
3 47	38 65	6 50	63 51	67 18	47 30	64 25	50 90	53 71	30 29	13 89	21 40	23 8	36 70	18 67	54 90	61 86	51 10	65 7	5 21	0 56	29 47	20 85	32 40	10 53	37 10	35 34	49 27	9 56	33 54	52 19	41 30	55 33	22 62	25 46	28 32	58 68	19 46	46 26	11 44	12 23	26 71	57 48	68 45	34 11	2 62	15 62	39 34	45 54	59 58	31 51	1 53	56 92	43 78	66 56	60 42	16 43	7 11	14 34	17 16	42 33	4 35	40 41	8 95	69 46	44 54	27 88	24 84	48 96	62 3
