60	15
4 95	5 5	6 71	9 6	12 72	3 34	0 49	11 96	7 71	10 3	1 97	8 23	13 69	2 12	14 79
10 86	2 92	1 93	7 44	11 42	4 91	14 20	3 27	9 50	6 21	0 36	8 32	12 65	13 7	5 7
6 67	5 61	1 80	14 94	13 1	9 68	2 31	7 77	10 3	11 11	4 27	8 97	0 3	3 36	12 52
7 52	5 27	2 1	6 72	12 63	10 92	1 95	8 29	11 47	13 14	9 25	3 12	0 94	14 72	4 31
6 59	2 59	4 65	13 53	0 37	11 10	1 1	5 20	12 30	9 2	8 84	3 44	7 46	14 44	10 62
12 54	0 88	9 85	13 79	10 37	14 5	6 7	11 45	7 66	4 70	1 33	5 93	3 48	8 37	2 20
6 63	13 29	9 36	11 51	12 59	10 28	2 20	4 38	0 87	14 32	3 97	7 45	8 44	5 31	1 44
12 73	0 16	2 53	4 57	13 47	8 19	14 12	9 43	1 6	6 69	3 56	7 5	11 91	10 18	5 48
13 71	14 57	2 60	10 22	1 28	7 73	9 4	11 43	8 36	6 54	12 68	0 28	3 8	5 66	4 42
14 31	13 63	9 91	10 23	11 47	4 57	0 80	6 31	12 7	1 96	7 34	8 15	3 1	5 76	2 23
1 58	14 14	3 10	4 60	9 27	10 5	13 38	8 56	5 65	2 96	11 44	7 81	12 66	6 59	0 37
14 81	5 65	4 23	10 46	12 62	1 15	9 27	8 95	7 53	3 3	11 69	6 79	13 56	2 57	0 36
14 55	0 94	10 60	13 28	2 23	5 20	3 69	6 49	7 79	1 79	8 4	9 29	4 76	11 5	12 42
10 7	11 60	12 63	3 93	2 22	5 22	0 72	8 78	13 13	9 36	4 52	14 43	1 78	7 79	6 42
14 37	11 97	10 43	12 72	4 97	9 41	1 46	6 79	13 61	5 43	0 1	3 73	2 65	8 5	7 45
6 46	14 68	7 97	10 24	8 41	4 27	5 56	13 56	11 48	1 90	3 56	2 76	0 53	12 39	9 60
7 48	13 77	3 70	6 2	14 97	0 58	11 47	10 65	5 51	9 4	4 93	8 36	1 93	12 13	2 63
3 20	8 55	7 84	5 81	6 34	13 51	14 60	1 22	11 33	12 69	9 51	10 44	2 79	4 46	0 54
