15	10
6 46	2 46	9 56	1 47	8 51	5 47	4 50	0 46	3 53	7 57
8 48	9 47	2 47	6 64	5 54	1 59	4 56	7 49	3 57	0 49
1 46	3 48	5 44	8 55	4 52	9 46	7 48	0 51	2 47	6 51
0 55	1 48	5 45	3 53	4 60	6 52	9 64	2 52	7 47	8 53
4 51	0 48	6 50	9 46	1 46	7 57	5 45	2 50	3 48	8 54
1 43	8 52	6 53	0 58	5 57	4 40	9 53	7 42	2 49	3 60
3 45	8 54	2 56	0 48	4 52	5 49	6 53	9 50	7 50	1 52
4 51	1 53	9 46	6 47	5 53	3 61	0 52	7 47	2 49	8 50
3 45	8 48	2 52	4 52	5 46	0 43	9 48	1 51	7 47	6 54
1 44	4 49	0 51	8 48	5 56	3 54	9 52	7 49	2 46	6 53
4 58	5 51	8 50	2 53	7 55	6 49	9 50	1 50	0 49	3 42
0 57	3 46	1 50	2 49	8 45	9 63	6 45	5 44	4 56	7 45
5 48	3 48	8 61	2 45	1 44	4 48	0 53	6 45	7 57	9 51
5 50	2 58	9 59	8 46	3 54	4 59	0 48	6 49	7 54	1 42
0 52	5 45	7 51	1 53	9 47	3 41	6 51	2 47	4 48	8 54
