30	100
61 6	68 87	54 98	9 20	4 74	64 80	63 28	77 91	33 84	43 45	20 63	51 39	75 98	96 49	94 58	42 30	27 41	59 75	32 36	62 9	95 5	53 45	99 3	80 37	73 5	46 41	85 41	89 26	40 81	37 38	66 16	25 58	50 32	24 31	7 92	76 78	70 38	55 45	13 55	44 67	30 38	91 64	88 21	8 95	18 3	98 35	47 22	29 18	49 27	48 88	12 17	86 36	74 18	60 83	34 5	38 56	3 60	90 45	0 57	6 40	83 96	78 53	14 40	1 53	93 18	72 94	10 62	67 54	79 39	71 34	15 65	11 9	22 54	26 69	21 4	84 28	35 21	57 76	82 67	31 32	2 37	52 52	65 27	87 47	97 69	81 38	56 78	5 3	41 55	28 96	16 37	45 7	17 76	58 34	39 41	19 80	36 55	92 75	69 11	23 95
44 43	66 71	6 5	69 42	74 60	0 54	14 32	49 47	37 55	84 70	52 94	9 57	47 98	94 75	24 30	46 5	80 93	68 23	48 79	86 67	23 47	89 47	18 95	8 53	99 28	43 22	19 80	10 16	32 40	36 45	38 20	5 94	87 86	26 71	67 65	21 92	98 76	35 63	58 62	17 36	85 2	70 67	13 71	45 75	28 27	59 34	64 41	53 12	65 32	96 1	78 24	56 18	95 47	34 86	62 47	82 18	75 9	60 23	1 75	16 54	41 25	40 93	51 23	30 51	97 47	91 74	7 26	93 56	29 10	55 1	3 66	42 41	72 33	33 27	61 56	2 45	50 27	25 99	71 89	11 90	12 83	20 99	90 81	31 76	92 97	79 89	57 42	88 21	76 36	22 28	73 99	15 69	81 31	4 88	63 54	54 1	39 7	27 2	83 33	77 86
32 21	68 55	74 21	42 50	31 66	8 87	87 33	47 14	97 56	12 57	49 61	23 12	96 68	78 94	25 72	84 85	10 30	51 62	76 93	4 74	83 14	24 21	58 16	50 95	16 17	29 58	14 79	79 25	20 58	2 4	62 95	22 39	99 64	66 58	86 83	11 67	75 36	95 3	17 97	41 9	3 5	43 66	35 77	63 21	26 81	44 86	90 82	80 67	1 52	93 7	57 58	71 8	40 12	7 9	27 83	65 13	13 88	0 34	70 76	81 54	94 78	77 35	19 1	34 51	69 46	85 23	38 14	18 61	52 80	64 34	46 33	5 57	28 1	60 93	37 50	6 57	61 41	72 94	45 35	59 19	39 25	92 85	73 99	53 64	55 26	91 77	9 8	21 18	30 13	33 53	98 75	67 14	15 69	56 99	89 53	54 80	48 29	36 76	88 16	82 61
1 1	37 63	29 67	71 86	30 13	16 84	80 59	6 57	22 69	34 60	56 27	19 18	44 82	54 40	99 20	57 36	51 44	10 84	90 64	50 99	73 74	59 49	72 25	21 66	32 28	28 44	9 9	75 32	31 73	86 42	46 78	95 73	65 91	78 58	52 13	92 29	76 84	60 24	67 34	18 57	70 36	26 89	20 74	15 40	84 24	96 93	87 12	47 51	3 95	35 16	82 96	93 34	24 6	17 7	98 73	33 43	5 11	55 20	45 48	68 51	23 67	7 9	97 5	11 29	83 72	69 10	8 82	41 67	53 20	48 54	0 44	4 34	25 96	66 69	39 79	12 17	40 64	38 26	94 36	81 27	27 13	62 63	74 54	63 76	89 71	58 80	64 48	85 35	43 63	79 75	61 98	13 26	77 85	14 64	49 80	42 19	36 70	88 19	91 32	2 85
62 12	71 54	38 38	41 25	12 79	94 10	60 16	76 3	19 48	54 33	63 83	16 92	90 69	48 54	44 82	91 63	72 99	65 46	49 63	53 76	68 91	51 4	85 7	27 92	98 83	4 63	5 75	31 2	34 23	30 27	26 31	95 39	23 24	55 31	99 74	89 3	13 66	8 39	86 39	21 10	56 70	3 63	2 73	84 10	24 19	25 15	64 74	32 77	81 42	14 33	28 66	73 58	29 98	83 76	66 96	75 55	80 1	42 37	79 78	17 67	18 73	43 67	52 10	58 22	67 26	47 40	6 66	7 61	87 2	97 84	40 13	20 70	70 59	61 59	88 15	33 91	50 75	46 83	9 52	0 90	35 97	96 58	77 99	82 91	93 22	11 83	1 78	57 85	78 36	15 88	37 86	92 44	22 83	45 78	39 46	74 71	36 47	10 42	69 37	59 38
34 11	12 77	20 42	45 84	76 37	36 53	87 34	21 9	47 76	14 88	81 53	5 82	86 79	39 21	63 32	98 1	6 37	67 60	73 95	90 49	46 30	99 53	95 95	32 25	94 69	13 28	43 78	97 31	4 14	84 47	65 47	40 31	25 73	88 51	62 83	49 21	66 22	28 16	54 16	8 2	27 99	96 1	68 28	71 66	37 3	92 21	24 3	17 39	35 10	56 30	57 50	30 99	69 31	79 6	48 37	44 28	19 57	33 52	11 62	31 4	0 46	60 89	16 16	3 44	10 14	74 16	42 66	9 65	53 46	85 41	82 44	58 32	51 36	2 89	61 48	93 68	38 88	77 23	72 61	26 19	41 72	91 53	7 94	75 27	18 50	64 91	55 75	78 79	83 24	23 13	1 24	89 21	15 76	80 33	22 94	50 56	29 3	52 16	59 3	70 23
50 67	95 22	99 17	27 30	8 52	97 37	32 98	81 59	4 25	45 46	88 54	21 24	26 68	66 9	49 89	65 60	19 75	25 40	73 23	51 97	68 81	57 54	96 20	34 70	3 56	90 24	17 83	93 64	79 30	53 26	9 53	56 34	22 41	36 46	74 65	31 31	91 3	18 24	13 37	70 2	42 20	30 55	12 41	39 71	61 96	5 70	38 7	62 4	43 12	37 34	59 22	35 73	75 50	52 59	47 14	29 96	80 54	76 7	1 97	0 31	60 19	6 16	92 18	10 52	44 90	63 79	94 41	14 59	72 15	78 93	55 60	54 50	46 60	83 37	15 99	82 75	87 29	71 23	86 71	48 93	58 40	33 4	41 70	98 94	16 81	11 72	64 26	40 8	84 35	2 94	23 74	69 40	24 66	77 33	67 17	7 28	28 82	85 5	89 41	20 60
45 39	8 33	84 82	61 48	90 48	28 90	30 68	1 59	42 4	37 52	21 33	24 22	11 71	17 12	70 97	27 67	38 88	19 4	44 79	97 50	76 85	83 19	93 56	74 97	34 25	39 44	26 32	50 66	6 20	79 62	14 99	85 76	82 30	48 55	2 79	71 66	5 34	46 80	53 39	67 38	72 32	57 94	31 54	23 78	78 16	49 2	81 45	92 64	87 38	35 62	32 71	4 98	56 95	51 65	22 45	47 14	73 72	80 6	99 43	58 12	75 9	10 2	52 34	40 29	88 67	18 23	65 61	25 27	55 83	66 80	89 74	3 95	86 62	7 94	68 37	12 8	95 9	43 62	41 15	77 96	96 5	64 85	16 54	69 31	36 41	63 54	13 23	54 16	0 59	60 11	20 50	91 69	15 11	9 8	62 71	94 46	59 48	33 64	29 30	98 80
36 35	70 65	44 97	74 30	86 76	20 35	88 85	71 82	85 57	11 96	90 36	46 84	8 3	1 6	62 29	40 15	55 15	45 49	50 30	78 52	48 4	51 75	7 41	95 76	72 32	13 4	37 4	64 10	34 40	22 9	79 90	25 79	54 3	39 6	21 37	83 50	31 91	89 24	28 46	68 89	66 25	84 62	91 40	67 52	27 81	75 54	17 34	98 64	38 59	65 4	96 62	6 4	30 7	69 80	63 83	5 35	60 21	33 53	9 64	35 7	3 34	73 6	93 47	99 32	56 55	77 92	42 92	47 5	4 51	29 25	12 6	10 65	49 86	2 27	18 94	14 54	26 75	97 89	16 43	76 56	80 79	32 20	15 28	61 98	82 39	41 86	94 83	59 83	87 41	19 48	81 33	24 86	0 5	92 60	43 86	23 46	53 26	58 50	57 14	52 75
42 58	21 55	41 6	85 49	66 53	9 89	68 25	38 74	88 86	5 52	51 5	63 54	26 6	15 94	24 4	46 10	93 3	14 40	47 52	77 77	0 15	65 99	80 77	45 8	84 12	36 57	90 15	20 59	86 71	55 52	94 64	18 19	87 74	37 75	39 60	10 35	28 42	64 43	83 84	76 25	72 76	74 80	54 7	95 52	3 42	19 4	7 20	56 23	27 68	17 13	91 16	13 48	81 21	99 3	79 26	78 38	73 32	31 37	60 30	33 61	98 97	6 62	53 13	75 47	29 97	25 66	4 70	34 71	97 20	58 61	82 15	40 13	52 16	71 76	1 43	23 98	49 18	8 56	12 79	70 77	50 2	69 11	43 81	30 16	16 18	67 61	22 84	61 68	44 70	2 88	96 70	35 27	11 68	62 46	92 94	57 79	89 78	32 41	48 53	59 79
18 92	93 14	40 16	34 53	66 17	14 25	74 63	88 78	30 38	49 62	64 58	24 38	19 21	55 91	52 14	97 83	90 78	35 72	32 57	73 27	1 76	29 2	69 19	57 26	65 98	63 61	84 96	3 51	59 60	60 13	39 39	25 20	47 62	33 7	68 14	7 46	95 26	53 24	26 13	36 39	46 99	27 72	61 20	4 96	77 5	17 30	38 33	76 42	51 20	75 85	94 89	92 53	80 35	10 15	86 29	42 72	67 71	28 50	50 50	99 77	45 52	13 52	5 88	12 47	37 95	48 70	23 26	54 85	78 9	89 42	11 13	6 93	2 18	56 39	62 33	71 46	21 81	91 2	22 7	81 67	87 86	8 70	79 33	20 88	16 23	72 2	31 44	15 50	9 64	58 42	98 38	0 95	43 60	70 46	83 12	96 42	85 12	44 91	82 82	41 96
