15	15
11 92	2 93	5 5	1 49	12 188	3 128	13 52	0 77	9 129	4 169	14 159	6 119	7 148	10 19	8 137
13 102	4 101	5 151	7 34	10 2	2 175	11 82	0 165	9 67	6 175	1 40	12 127	3 120	14 56	8 125
10 188	0 37	6 103	3 104	13 51	11 136	4 99	7 171	9 124	5 96	1 55	2 37	14 189	12 189	8 198
13 118	9 155	7 111	8 120	4 65	11 92	5 38	14 43	2 87	6 150	1 81	12 186	10 130	3 197	0 184
0 155	13 161	12 79	11 116	9 195	2 115	6 101	14 115	10 41	3 72	4 50	1 13	8 174	5 65	7 16
13 69	8 104	12 80	10 175	6 67	3 174	0 130	4 29	5 183	1 165	11 68	14 155	9 21	2 64	7 54
1 168	2 39	6 130	14 140	10 19	0 95	8 189	9 56	3 151	12 9	4 176	13 36	7 20	5 174	11 65
5 169	9 54	11 160	2 53	3 78	7 185	4 194	13 49	0 37	8 158	12 4	1 128	6 88	10 131	14 99
1 160	9 189	12 135	0 41	5 31	13 18	10 191	7 51	2 5	4 187	14 143	8 138	3 57	6 75	11 190
10 26	9 81	4 173	1 33	8 90	12 98	5 42	3 61	2 4	7 92	0 146	13 84	14 10	6 72	11 102
8 133	3 76	14 178	13 157	4 39	1 36	2 70	0 34	6 75	7 186	12 27	9 186	5 35	11 191	10 136
5 95	7 12	6 178	0 71	9 127	10 179	8 84	13 100	4 149	12 40	11 98	1 26	14 48	3 159	2 1
0 182	7 134	9 195	12 139	11 48	10 152	5 128	4 188	13 186	1 6	8 174	6 18	2 111	3 156	14 127
14 137	8 195	2 89	7 147	3 95	5 91	9 101	11 120	0 73	13 66	12 119	4 138	1 125	6 98	10 45
8 162	5 103	0 176	4 29	6 80	9 181	7 57	12 175	11 180	10 85	3 73	14 79	1 147	13 186	2 28
