30	15
10 16	8 41	2 70	6 89	12 114	9 35	0 84	5 62	1 53	3 193	13 53	14 161	11 6	7 151	4 157
8 63	14 58	6 85	12 183	1 76	10 186	9 138	2 132	13 166	4 110	11 65	3 87	5 92	0 93	7 128
10 163	0 193	13 129	5 36	12 130	1 44	11 16	7 149	6 9	3 189	8 193	2 87	14 165	4 16	9 23
4 4	3 24	6 59	9 192	10 129	8 95	2 22	12 137	1 146	14 137	7 105	11 47	13 54	0 92	5 48
3 177	0 186	1 132	8 94	4 41	5 122	6 144	7 130	13 86	9 172	10 142	2 190	11 109	14 2	12 61
8 161	3 170	1 173	0 129	11 169	6 190	14 125	13 144	5 185	2 128	12 106	10 161	9 26	4 136	7 168
8 140	2 21	11 20	6 39	0 71	14 102	10 1	7 64	3 18	4 30	5 7	1 60	12 24	13 118	9 108
1 198	6 147	13 27	2 129	7 23	11 185	5 2	10 59	12 159	3 73	9 117	4 186	8 87	14 151	0 160
9 109	14 24	3 54	11 31	10 73	5 39	0 33	1 73	8 71	7 188	6 125	12 69	13 134	4 107	2 78
10 72	0 145	11 12	14 78	5 178	8 39	9 143	6 44	13 134	4 78	3 57	1 160	12 180	7 38	2 183
9 12	1 184	13 5	14 151	12 121	3 61	6 166	7 107	11 183	0 191	8 188	2 22	10 25	5 35	4 62
8 75	13 169	0 44	10 173	11 101	14 119	6 147	5 105	7 18	12 13	1 199	4 63	3 73	9 46	2 108
2 167	6 122	4 44	3 2	14 78	7 167	11 110	13 8	1 51	5 55	8 196	9 150	10 166	12 175	0 109
6 142	2 11	0 134	13 51	4 100	11 161	12 73	1 33	9 81	7 71	5 144	10 198	3 28	8 122	14 50
2 123	3 140	13 177	0 138	4 102	6 21	1 60	5 167	7 39	11 122	9 173	12 185	10 67	14 74	8 122
9 56	6 14	1 98	10 82	0 147	12 25	13 158	8 1	5 187	3 176	11 22	14 55	2 133	4 177	7 199
6 198	12 32	14 12	7 191	2 98	3 160	10 140	5 100	1 27	13 165	4 37	9 144	11 99	0 177	8 86
1 61	14 133	13 31	2 50	8 161	6 132	5 182	9 2	7 98	11 138	4 184	0 45	10 64	3 154	12 17
9 90	6 144	2 119	5 106	12 108	1 65	7 106	14 59	0 105	11 176	13 50	4 16	3 39	8 73	10 50
2 127	0 86	3 20	11 140	7 123	1 157	14 77	9 175	12 194	6 20	8 138	13 155	10 166	5 197	4 51
12 148	14 81	10 21	11 177	13 50	5 72	7 138	1 43	2 92	8 145	6 63	3 178	9 2	4 64	0 22
5 2	10 37	8 185	13 78	11 73	2 107	4 158	1 33	7 169	14 67	12 152	0 192	9 113	3 45	6 150
5 133	8 130	0 46	10 98	7 113	13 92	14 135	12 120	6 90	11 10	1 116	9 60	2 142	3 190	4 2
13 83	11 129	7 132	12 182	4 40	10 129	0 149	8 69	14 46	3 164	1 150	6 19	2 36	9 154	5 46
4 55	6 93	8 185	10 76	3 76	1 40	12 19	5 132	14 118	7 84	13 78	11 183	0 127	9 6	2 188
14 43	0 146	10 6	7 165	9 53	1 14	2 128	12 160	8 27	3 69	11 136	5 199	13 76	6 131	4 40
14 139	1 106	6 130	12 73	13 34	8 21	3 132	9 72	7 158	4 34	0 107	5 152	11 188	10 153	2 43
7 113	11 184	5 116	1 26	14 88	6 101	0 103	2 129	13 57	3 131	4 103	10 136	9 167	12 110	8 115
3 157	8 111	1 107	4 104	10 148	6 77	2 120	12 141	0 113	9 172	14 145	11 196	13 107	7 64	5 159
4 118	10 83	8 45	1 8	6 56	14 107	9 50	13 89	5 28	0 107	11 99	2 35	12 72	3 28	7 179
