20	15
11 99	9 27	13 45	7 19	1 47	4 59	2 1	12 24	5 64	8 95	10 38	14 76	6 31	3 9	0 36
7 39	9 58	6 85	12 89	4 59	1 66	0 40	10 92	3 66	11 53	5 87	2 63	13 74	14 40	8 6
10 19	4 73	8 67	12 78	6 37	9 60	0 97	13 30	2 98	14 76	1 8	3 5	5 60	7 65	11 23
12 61	8 38	13 89	6 48	4 34	14 90	1 74	5 97	3 13	11 11	7 44	2 40	9 59	10 92	0 54
1 16	8 18	9 45	4 38	11 5	2 7	12 53	3 28	14 26	10 60	13 63	6 30	7 93	0 29	5 48
5 16	10 44	3 10	7 80	11 27	0 63	9 60	1 92	14 3	6 10	8 1	4 36	13 91	12 41	2 8
3 34	0 53	14 79	13 5	2 47	4 84	5 24	12 89	11 8	9 92	10 93	6 2	8 53	1 57	7 27
1 5	5 33	9 7	0 12	12 35	11 55	13 89	7 58	6 35	4 81	3 21	8 50	14 74	10 88	2 96
11 24	5 64	4 93	14 28	12 82	10 78	2 27	7 44	6 44	8 5	3 1	13 5	0 30	1 64	9 87
2 87	14 34	10 3	6 9	8 39	9 26	5 75	11 32	12 9	0 83	13 57	3 5	4 28	7 99	1 16
12 78	8 40	6 85	10 59	5 64	4 26	9 29	14 3	13 99	2 48	11 80	3 41	1 76	7 51	0 54
12 87	3 81	7 55	8 23	9 88	14 1	10 1	5 47	13 44	11 62	6 79	0 31	1 39	4 60	2 38
10 62	1 55	0 78	2 3	13 2	6 41	7 20	11 83	3 10	12 79	9 31	4 18	14 46	8 20	5 2
4 46	0 68	7 15	6 65	2 95	1 71	14 65	8 55	3 86	11 68	12 2	5 45	9 30	10 27	13 49
12 56	0 18	6 90	13 17	1 87	2 88	14 79	5 82	11 57	10 82	9 79	4 11	3 19	7 66	8 2
9 50	1 15	2 91	14 90	7 27	12 98	5 58	4 41	8 80	11 42	10 33	0 80	13 49	6 70	3 35
1 26	2 50	5 49	3 82	0 33	12 75	13 71	6 48	10 8	9 12	4 60	8 82	11 46	14 60	7 71
5 35	1 28	0 14	3 37	2 69	7 82	4 44	13 41	14 39	8 1	11 45	6 46	9 87	10 34	12 96
2 87	1 20	3 74	11 33	4 37	6 88	13 49	10 16	12 70	0 27	8 26	5 54	14 58	9 64	7 45
14 30	4 7	6 2	12 50	7 25	11 64	10 90	0 6	8 89	13 53	3 64	1 10	9 90	5 91	2 85
