90	15
11 95	3 3	12 97	5 4	6 69	14 35	0 29	7 7	13 74	8 14	1 85	10 87	2 6	4 14	9 63
2 86	5 69	1 18	8 33	13 33	4 18	7 10	14 70	12 97	6 42	9 91	0 42	10 86	11 70	3 68
10 1	9 32	1 97	0 77	7 89	8 14	6 32	13 33	3 77	4 60	2 24	14 88	12 96	5 38	11 94
6 20	7 41	8 12	11 46	12 75	5 40	10 46	2 32	3 55	9 33	14 74	1 74	0 21	4 43	13 41
13 15	9 50	1 76	5 16	10 8	8 70	0 41	14 35	12 89	3 7	11 74	2 33	7 82	4 21	6 22
4 70	10 36	11 84	8 69	14 64	2 83	9 96	13 31	1 64	5 38	6 4	3 60	7 70	0 43	12 86
7 45	1 17	12 78	10 90	0 67	4 38	13 71	14 30	6 21	9 90	2 80	11 92	8 75	3 71	5 40
6 41	2 72	3 21	14 24	9 80	7 63	12 46	11 79	8 32	5 58	13 1	1 31	10 47	0 68	4 19
1 67	6 33	3 4	11 95	4 74	9 27	5 83	8 17	14 14	7 87	2 9	10 53	0 78	12 31	13 17
1 64	4 48	2 95	3 74	13 99	9 65	10 52	8 55	7 86	6 19	0 32	5 60	11 89	12 84	14 33
0 49	14 10	10 74	1 25	3 98	6 30	11 55	2 9	13 9	12 70	9 42	8 8	7 36	4 30	5 99
1 78	7 19	0 89	12 35	5 6	13 25	4 81	14 34	2 44	6 77	9 92	10 76	11 13	3 67	8 21
11 30	8 89	12 9	7 47	1 44	10 60	2 98	13 52	6 81	0 46	4 99	5 95	9 52	14 68	3 18
11 35	14 87	9 40	13 56	3 81	7 53	1 53	10 91	0 25	6 35	2 78	4 85	5 30	12 38	8 33
6 24	14 55	10 5	5 12	8 76	13 75	3 73	11 37	9 90	2 13	7 90	1 10	4 1	0 20	12 3
0 21	1 14	3 60	5 89	2 64	12 30	4 58	8 56	7 97	9 46	6 28	11 45	14 58	13 52	10 94
1 19	6 19	5 96	0 56	4 72	8 55	13 53	3 17	2 74	9 40	7 36	11 66	10 13	12 13	14 10
14 99	7 70	10 79	0 81	2 64	8 47	4 30	9 47	13 68	11 73	12 30	1 39	3 48	6 37	5 42
6 20	8 9	11 84	10 36	0 57	5 36	13 93	1 87	9 26	14 11	12 38	7 92	3 72	2 56	4 92
4 17	3 12	9 66	6 50	13 11	11 71	2 8	1 29	14 99	12 81	8 87	5 63	7 40	10 44	0 3
1 35	7 41	9 60	11 92	8 46	12 81	14 44	5 55	10 35	3 96	4 15	6 3	2 65	13 87	0 96
3 25	4 21	2 78	1 15	5 64	14 40	13 96	0 52	9 36	11 44	10 80	12 39	8 5	7 42	6 67
11 10	2 33	5 37	12 99	7 27	3 99	13 50	1 63	10 36	6 45	0 17	9 34	14 60	8 54	4 11
8 79	4 26	14 78	3 15	11 48	2 52	5 34	12 14	9 37	7 8	1 19	6 7	13 11	0 23	10 41
10 96	12 77	14 9	4 21	3 74	6 13	13 93	8 68	5 85	2 60	7 31	11 1	9 2	1 45	0 42
0 58	1 99	6 61	7 60	13 67	4 73	8 30	14 63	2 3	11 10	5 30	3 80	9 29	12 8	10 8
11 66	0 63	4 28	12 70	3 49	5 92	6 74	1 65	9 4	7 93	13 99	2 23	10 58	14 7	8 57
9 63	11 37	10 34	8 12	1 83	2 38	0 86	12 44	13 85	6 13	3 35	14 5	5 94	7 10	4 91
2 79	11 77	12 83	0 22	13 74	3 57	6 28	4 68	8 66	10 52	9 90	5 98	1 51	14 36	7 12
14 89	1 29	8 17	10 18	6 63	4 61	13 56	0 65	5 6	7 45	12 78	3 6	11 91	9 11	2 27
5 31	7 32	8 8	4 77	10 79	6 42	3 8	11 7	13 45	1 54	2 79	0 66	14 49	12 49	9 46
2 90	1 26	9 58	5 53	7 50	3 61	6 48	13 51	14 48	0 7	12 45	11 72	4 99	8 35	10 45
4 79	7 25	6 47	5 53	8 15	1 9	14 56	3 54	9 90	11 65	13 14	2 72	0 6	10 57	12 31
10 30	4 5	6 38	13 43	5 52	1 20	2 3	3 25	12 46	8 71	7 18	14 60	0 21	9 53	11 99
13 41	5 97	7 3	14 35	12 57	11 60	0 23	10 7	8 72	6 67	4 58	2 52	9 50	3 66	1 50
12 87	0 19	13 71	2 57	9 32	8 58	1 1	14 31	5 1	6 22	10 81	3 26	7 13	4 75	11 59
1 30	11 8	14 83	13 58	6 47	2 92	10 13	12 16	5 17	0 67	9 4	7 20	3 80	8 21	4 7
6 50	10 25	13 50	14 46	7 26	3 7	11 52	5 81	2 15	1 59	4 33	0 4	9 6	8 17	12 82
13 19	12 51	8 39	0 7	11 51	14 23	5 96	2 62	6 88	3 4	1 93	9 92	4 55	10 51	7 83
6 48	13 25	10 36	7 42	11 94	2 30	12 13	14 32	0 78	9 71	4 79	1 72	8 13	5 61	3 61
14 50	2 23	10 99	1 62	7 30	13 21	0 96	12 41	6 79	9 79	5 19	3 82	8 65	4 78	11 66
