50	100
7 5	2 38	41 95	24 72	20 35	80 51	67 82	38 95	94 55	25 40	15 2	58 97	52 53	43 5	59 92	48 53	17 82	39 29	28 61	81 38	92 7	1 94	42 39	98 97	74 35	61 41	64 54	95 44	34 43	62 92	99 51	87 33	88 90	76 17	69 89	14 54	35 94	13 94	30 12	55 27	68 89	6 41	63 51	84 16	82 31	21 55	78 37	8 83	29 6	23 34	9 92	53 36	46 53	85 20	19 22	66 40	93 10	36 59	97 28	90 12	65 16	3 32	16 80	31 87	10 99	27 15	18 17	91 71	0 86	5 99	79 37	47 73	11 80	49 82	73 37	60 10	50 89	12 81	75 6	71 76	54 21	77 48	44 89	83 31	96 90	4 21	70 69	57 41	45 52	37 44	32 82	40 80	51 68	22 65	56 64	33 19	26 13	72 60	86 13	89 58
15 10	18 29	56 79	81 21	25 32	88 99	17 26	37 97	47 41	22 28	16 94	91 57	51 27	63 41	21 32	5 62	83 41	65 94	59 56	68 48	90 88	55 97	93 93	62 78	58 90	64 74	27 21	82 19	50 74	98 22	69 39	49 9	46 96	97 70	78 66	36 53	13 69	35 97	70 20	45 1	14 30	33 73	8 16	30 94	75 89	43 77	1 73	42 35	54 73	79 48	76 14	53 94	6 31	26 23	19 74	67 43	2 41	23 63	95 98	52 46	61 4	20 8	85 73	9 26	29 63	10 5	94 44	44 34	80 83	11 3	12 62	3 69	99 80	41 71	40 45	86 57	87 51	77 35	92 18	60 7	7 31	74 40	28 64	57 82	39 8	96 17	38 22	48 19	4 51	34 17	71 84	32 74	89 82	0 3	84 33	72 79	73 20	31 17	24 58	66 3
10 51	57 3	17 72	98 34	91 1	16 46	82 17	80 84	22 70	93 33	26 58	46 35	72 35	67 10	0 61	69 8	59 41	42 28	24 23	50 81	41 92	30 25	15 83	19 78	71 50	84 25	90 68	33 3	62 72	56 81	64 8	70 35	55 79	53 65	37 46	36 67	40 96	63 26	49 29	97 55	94 12	54 28	7 20	87 65	44 17	73 90	1 99	74 70	12 96	66 76	14 12	78 74	89 29	48 84	25 42	28 87	23 62	32 1	52 34	5 71	51 12	43 92	27 99	6 13	99 63	76 58	20 47	2 27	96 28	47 52	45 33	58 94	34 26	85 16	11 91	38 48	61 22	79 61	81 2	86 87	31 66	60 74	13 43	35 91	9 39	75 59	95 33	92 1	65 26	39 23	29 40	21 6	18 68	88 81	3 92	8 30	77 62	83 89	68 45	4 64
5 78	3 55	71 73	87 44	0 97	8 55	95 16	45 91	38 55	88 81	83 65	53 5	96 94	46 57	27 90	72 11	35 91	92 76	31 68	64 14	70 88	17 89	47 17	51 50	62 22	74 34	81 57	75 70	37 39	73 12	44 69	26 32	84 43	2 64	24 55	57 42	15 57	7 52	89 65	66 99	54 63	12 59	9 27	60 18	32 50	20 97	58 49	33 58	55 18	14 63	65 24	63 69	25 55	10 74	29 8	98 2	16 83	90 17	91 4	94 35	82 3	93 53	61 71	36 4	85 56	43 66	1 5	6 89	22 55	40 2	50 64	86 29	76 85	97 45	13 8	23 61	67 50	80 71	99 77	52 57	30 61	19 4	48 81	77 24	28 85	49 93	4 93	68 27	78 13	11 79	56 95	69 3	34 80	39 61	79 91	21 26	42 66	41 6	18 46	59 30
66 41	8 16	23 71	93 64	55 74	58 58	57 98	36 91	65 89	27 7	98 33	89 20	16 48	56 71	60 99	10 69	70 43	97 13	2 38	19 34	40 47	71 10	99 73	34 2	74 75	44 41	94 4	25 45	64 62	12 56	51 16	96 63	41 37	29 10	31 63	17 60	87 69	22 71	92 71	3 78	95 27	6 20	63 97	20 2	86 70	62 38	39 79	61 61	1 68	75 62	0 28	90 50	14 45	68 58	7 26	73 30	4 51	52 64	13 19	72 2	24 36	50 6	69 41	37 49	85 34	35 42	32 37	43 52	79 74	84 68	30 65	76 50	47 33	11 36	45 92	54 69	80 87	28 70	59 19	42 35	67 31	82 69	21 45	15 54	77 35	88 36	83 25	91 81	5 55	18 41	26 28	46 74	38 4	53 89	48 34	33 94	78 55	81 41	49 43	9 79
43 23	4 47	84 67	80 32	61 74	91 63	17 52	47 89	93 25	56 6	26 76	69 28	39 81	96 79	65 98	14 83	71 31	20 85	57 4	10 57	60 42	21 42	62 74	22 85	40 63	76 24	66 27	97 72	99 26	24 55	9 9	12 88	6 74	92 63	36 1	98 15	94 54	15 78	85 49	73 16	81 54	42 31	28 57	48 19	83 4	5 93	78 8	7 98	30 90	55 19	75 58	53 47	33 46	44 73	86 19	27 40	87 17	88 17	1 78	67 87	77 22	11 67	25 44	59 62	18 75	49 65	51 54	90 7	37 72	31 99	41 81	13 14	50 78	54 7	19 33	29 76	68 51	64 31	23 95	58 26	46 74	82 38	35 43	79 27	63 94	34 2	8 5	2 63	38 87	72 22	0 28	45 96	16 54	3 22	52 63	89 88	32 14	70 68	74 14	95 54
26 42	54 86	47 66	0 20	48 29	79 48	16 45	11 12	28 80	76 22	86 75	14 50	73 16	43 80	20 73	13 75	40 91	96 25	99 2	91 46	25 75	27 41	35 51	57 82	80 42	59 75	88 74	68 46	44 27	19 50	36 56	58 72	66 85	50 87	12 53	62 17	6 15	15 16	46 95	2 5	74 40	5 61	67 27	32 90	55 16	1 62	70 14	49 65	83 87	85 78	56 28	95 60	90 16	45 4	63 90	87 37	64 29	98 13	92 17	52 77	21 33	3 13	69 41	4 48	37 1	10 47	31 67	9 22	17 34	97 23	39 68	23 93	34 50	75 62	72 18	78 38	24 55	84 61	41 50	29 51	89 59	61 17	71 64	51 97	77 33	18 89	42 18	30 77	8 53	65 34	93 65	22 26	38 5	33 26	60 66	53 89	94 27	7 81	82 17	81 29
76 89	12 17	84 75	85 31	66 28	4 2	89 39	14 20	53 61	30 32	72 81	87 68	79 13	71 40	20 3	68 25	6 88	96 42	15 7	26 36	83 29	63 36	61 83	40 37	99 51	38 24	29 35	51 81	57 7	92 49	78 4	90 8	77 84	88 63	50 83	82 60	2 72	47 35	33 38	55 13	95 87	97 31	19 38	67 35	59 12	74 88	39 67	42 7	35 46	25 74	56 77	37 53	24 26	62 7	27 15	41 32	21 42	43 66	31 23	60 65	17 48	28 42	48 2	45 87	81 37	54 65	13 47	69 37	36 82	44 37	73 4	5 5	0 85	1 50	65 43	7 79	3 6	52 74	70 46	32 84	11 21	46 82	9 31	10 68	93 56	58 4	16 44	80 93	34 37	18 27	94 34	22 92	75 85	23 79	64 83	49 45	98 98	86 84	91 47	8 26
11 1	89 88	61 98	34 82	48 36	82 56	32 19	50 57	39 58	69 94	85 95	7 16	42 85	24 55	81 67	66 42	33 15	70 63	37 59	63 46	53 88	87 4	8 71	55 4	76 95	22 79	71 31	44 78	62 54	94 27	3 66	23 8	31 31	35 24	60 64	9 20	96 82	98 67	59 33	74 42	1 46	26 18	18 63	2 76	27 32	80 69	19 90	49 58	86 65	12 82	64 24	72 61	20 75	97 67	0 5	91 61	78 70	73 93	40 72	51 72	15 25	36 11	93 31	25 36	84 6	88 64	38 16	77 67	95 75	83 34	68 97	52 93	99 62	28 92	46 76	90 50	14 90	79 82	30 49	13 47	29 61	43 41	92 54	47 90	6 62	75 43	57 63	41 66	4 59	58 77	65 48	56 10	21 67	5 46	17 4	16 34	54 49	45 65	67 87	10 23
61 44	6 65	23 55	26 88	96 94	48 15	76 99	29 6	81 75	11 97	88 75	63 17	8 30	60 3	25 85	0 97	45 73	12 44	15 46	31 64	80 75	67 32	33 30	36 93	87 56	75 29	22 6	43 87	30 44	21 22	55 36	82 94	53 87	32 88	93 44	4 16	24 53	71 75	79 21	37 36	97 95	49 35	92 25	54 2	51 79	7 81	5 63	84 49	72 55	58 86	91 76	73 89	64 31	9 43	3 59	62 61	65 14	89 32	47 6	59 47	68 15	41 80	34 37	85 7	14 64	52 65	90 6	86 35	83 86	42 47	44 3	66 71	74 87	56 69	40 2	17 89	28 65	19 30	18 5	94 94	77 47	27 33	99 29	39 22	69 76	13 28	70 4	20 92	1 66	46 92	10 88	38 83	98 64	16 13	57 55	2 73	50 58	78 88	95 9	35 22
47 9	46 26	61 60	19 79	27 47	44 29	75 60	57 86	97 35	1 36	12 25	87 27	18 71	93 54	34 43	78 51	31 10	45 80	29 81	23 81	73 39	69 93	74 31	76 57	42 18	52 53	2 45	67 74	56 59	13 38	10 12	33 81	9 76	84 61	95 80	20 74	32 42	17 43	15 62	89 15	71 48	88 57	3 63	49 74	26 86	39 43	41 51	59 57	35 63	81 99	4 14	83 26	98 21	48 20	92 40	63 71	5 34	36 52	30 85	80 40	86 3	58 16	21 42	14 12	22 62	72 94	51 15	65 9	96 13	28 4	66 27	0 12	37 28	70 80	8 79	6 82	38 79	91 40	43 75	55 21	99 79	11 66	85 43	7 3	16 8	40 70	94 79	54 98	79 89	90 38	62 90	24 86	82 60	25 54	68 58	53 16	77 31	50 22	60 46	64 23
