20	100
40 55	83 23	9 91	11 45	25 84	72 17	86 4	42 65	30 84	96 51	90 43	64 95	67 33	43 10	35 26	55 39	36 68	59 69	69 76	97 81	10 64	61 14	48 8	70 51	19 65	88 96	17 33	58 16	21 47	98 90	23 7	3 97	20 60	77 95	5 19	95 56	49 88	53 54	50 77	91 12	52 96	7 5	24 88	75 40	94 87	14 17	79 86	84 15	56 25	57 21	29 38	65 53	99 73	12 3	63 37	28 75	93 2	92 70	34 75	82 78	81 53	47 32	66 41	45 4	41 41	16 77	8 90	46 44	74 43	0 95	89 88	33 56	18 32	13 87	51 27	62 95	1 24	2 30	37 95	80 1	6 83	87 96	73 4	31 85	4 87	44 22	38 21	71 55	76 27	68 57	39 35	85 39	78 16	32 19	15 69	26 73	22 43	60 30	54 1	27 99
50 35	15 50	54 1	89 76	22 45	10 43	84 91	83 41	79 89	26 12	3 47	52 4	30 74	18 39	67 65	12 11	21 59	19 88	58 61	27 74	82 56	92 72	95 43	55 62	20 8	93 84	46 47	60 79	42 66	73 61	63 89	90 4	4 45	59 29	2 55	28 23	81 17	7 1	78 9	35 24	41 25	88 99	29 67	5 44	23 49	40 53	56 68	38 58	32 37	48 98	94 35	24 96	99 76	75 48	86 11	49 86	69 23	85 48	72 13	51 18	80 88	61 17	77 51	34 94	1 43	16 45	68 33	25 13	37 32	87 83	33 18	0 36	62 71	91 22	6 96	8 42	76 56	13 69	14 71	39 42	9 52	53 96	70 14	57 9	98 44	45 63	17 82	43 60	96 21	11 7	65 39	47 91	97 9	74 9	36 71	64 51	66 94	31 55	44 60	71 50
42 47	35 23	85 20	33 60	4 62	18 6	79 39	8 45	22 88	93 62	2 45	30 14	46 9	77 72	95 63	51 84	21 15	23 98	25 36	19 40	10 80	69 62	96 72	58 33	92 88	15 64	94 52	73 79	3 19	0 88	16 98	66 2	84 41	45 16	13 67	91 14	31 16	53 51	63 82	86 59	98 52	57 15	20 42	39 66	60 1	37 53	82 45	80 67	83 65	41 44	56 98	38 44	44 85	78 44	40 58	99 8	28 69	1 98	48 22	32 57	64 72	74 63	67 8	54 57	55 84	49 3	7 18	29 28	11 30	71 30	17 8	72 73	61 62	14 94	75 4	65 61	90 67	24 69	76 49	97 36	47 57	50 70	6 19	88 37	12 24	70 51	43 13	5 2	34 37	27 56	26 55	36 71	59 71	89 20	68 40	62 19	81 27	9 44	87 38	52 97
83 84	39 61	76 58	19 12	63 92	74 73	1 91	54 26	28 34	59 65	33 23	68 99	40 18	64 18	75 12	48 52	97 58	87 28	57 1	90 97	69 45	98 8	49 74	47 23	2 34	12 51	43 84	31 31	53 13	93 38	79 47	55 65	62 56	52 11	34 44	44 64	92 16	11 95	30 3	80 67	60 5	18 47	50 11	10 8	99 8	5 63	45 56	3 64	91 3	26 87	81 69	56 28	88 70	6 3	32 33	9 86	46 82	29 40	8 21	95 44	86 11	22 90	4 16	72 88	58 17	71 45	23 45	67 57	24 19	65 52	17 24	78 34	16 25	15 27	70 56	96 75	14 47	84 80	73 73	20 64	38 24	82 57	42 22	41 50	21 42	61 52	0 85	13 52	37 66	51 44	25 42	36 86	94 73	35 89	66 30	89 60	7 19	27 87	85 30	77 13
50 34	31 42	54 97	6 61	0 41	9 17	33 12	10 66	23 95	19 6	60 15	59 43	52 28	15 31	63 53	45 30	65 25	56 58	77 72	75 70	64 72	79 58	29 16	53 34	73 89	11 59	27 58	85 12	84 14	20 95	87 38	81 62	1 59	32 91	17 95	98 71	38 41	43 86	69 79	48 97	97 92	42 54	49 25	96 84	13 1	62 99	91 23	82 31	68 24	26 40	14 44	4 97	57 31	36 52	47 98	37 88	46 20	83 11	25 14	7 18	24 40	71 26	86 35	66 25	22 1	80 88	18 63	21 62	2 47	61 54	51 91	93 27	41 4	28 68	40 60	94 80	90 23	74 51	8 68	92 65	78 65	67 19	30 42	76 55	3 34	39 96	44 35	99 78	58 8	16 76	89 34	72 59	12 29	35 63	88 26	95 18	5 33	70 91	55 87	34 44
54 15	43 26	35 72	90 71	75 37	82 18	55 57	83 27	72 15	96 89	5 29	64 18	26 47	67 11	95 95	99 22	38 26	22 4	20 95	23 17	8 76	78 4	71 26	88 83	91 70	13 9	79 46	10 60	52 19	81 50	65 87	16 88	56 84	44 14	45 63	89 36	11 77	73 39	77 30	84 18	49 68	76 19	94 9	51 53	85 12	61 38	39 50	62 35	12 84	80 1	33 83	37 33	36 97	25 76	4 26	66 13	58 85	46 15	63 99	31 9	9 56	3 99	86 18	69 58	59 55	92 13	68 30	47 37	19 90	28 56	53 83	2 78	41 14	48 62	17 8	29 13	21 11	87 85	34 8	7 51	50 4	60 1	27 32	18 4	1 5	30 22	98 1	74 80	24 58	93 28	15 21	40 81	14 98	42 17	32 46	0 1	6 21	57 66	70 81	97 95
75 6	50 52	41 3	96 18	48 88	19 54	65 46	43 43	20 86	37 43	99 8	16 64	80 3	67 37	17 37	61 45	14 34	56 13	51 24	1 3	63 56	29 80	54 43	90 44	12 71	97 55	58 82	18 51	94 75	4 21	62 37	83 42	28 50	34 80	76 94	25 3	38 55	15 65	87 81	39 48	0 20	32 44	7 19	46 86	2 20	27 23	91 35	53 70	73 80	13 95	30 38	23 16	52 70	72 71	21 2	89 27	57 60	79 52	40 33	11 5	70 15	6 60	81 59	59 14	42 18	77 89	78 47	66 28	71 99	68 19	45 78	64 73	69 71	8 74	85 19	95 76	9 63	92 58	74 85	44 19	88 52	82 63	22 52	47 63	60 83	84 61	93 22	36 65	86 34	5 91	24 56	31 19	49 11	26 31	33 88	10 35	35 12	3 35	55 19	98 49
62 80	52 89	10 1	28 91	70 21	1 79	23 35	43 34	58 35	91 61	17 48	82 75	47 59	30 21	99 46	79 85	22 7	83 69	80 21	88 1	18 63	12 20	38 68	54 68	94 69	64 9	59 85	57 59	89 18	63 72	90 71	14 36	3 50	76 77	7 66	49 44	86 15	68 82	42 19	48 89	93 50	77 30	24 39	61 48	31 31	41 66	32 46	55 80	67 78	97 61	69 77	5 50	85 90	20 77	33 42	11 38	87 51	37 97	21 1	51 28	6 48	9 78	53 99	75 78	13 39	8 15	36 80	46 4	66 64	56 7	4 33	60 55	72 38	25 42	19 41	98 64	15 22	44 56	34 82	71 11	2 43	39 24	78 72	92 49	29 39	84 6	26 83	0 79	65 42	35 84	74 44	16 27	96 9	73 5	81 54	27 37	40 75	50 28	45 12	95 64
89 31	81 36	13 57	97 63	43 94	9 62	90 31	95 68	25 89	10 36	29 51	27 16	53 29	42 22	30 10	65 23	57 9	85 41	62 66	33 80	86 5	88 92	63 80	93 79	66 16	14 45	87 47	11 95	26 80	79 52	23 63	84 9	39 91	41 23	4 72	34 96	22 23	61 83	1 73	75 19	54 14	18 66	5 76	3 73	56 7	35 85	69 38	21 6	32 42	31 67	60 69	91 97	58 57	78 52	37 99	59 87	49 21	71 82	92 57	16 96	68 33	19 74	44 38	64 57	0 69	80 17	47 73	45 81	55 2	52 81	98 9	38 79	74 71	48 58	94 67	76 5	12 77	36 93	8 39	17 10	40 54	70 72	46 43	20 56	72 61	24 37	2 43	73 22	50 84	77 51	51 2	83 97	67 56	28 57	82 45	7 27	96 24	6 15	15 73	99 33
9 63	92 23	49 53	26 10	28 62	14 53	98 44	43 55	2 15	5 52	38 21	99 45	33 46	63 70	54 11	61 71	80 1	52 44	68 93	56 53	6 90	83 16	97 10	57 96	55 51	39 94	73 95	59 63	87 67	42 2	29 80	71 96	46 50	93 50	24 91	34 67	67 89	90 8	60 50	8 62	41 28	11 7	15 98	21 23	17 10	78 1	79 56	0 42	20 80	31 53	47 83	85 93	51 65	45 10	13 79	88 19	23 15	12 42	74 49	16 75	25 89	72 46	4 91	96 92	65 49	1 43	27 85	50 76	36 48	64 31	44 57	89 24	18 15	35 95	81 78	95 28	40 54	30 71	75 91	62 75	94 4	84 84	77 65	22 65	82 49	66 98	3 22	76 21	70 53	86 75	91 53	58 51	53 44	7 43	48 41	37 43	19 34	32 10	69 41	10 97
90 45	62 49	57 25	60 60	97 25	81 63	85 46	12 17	52 34	22 5	36 98	80 67	11 98	46 25	49 11	92 78	43 76	39 24	75 78	44 85	98 15	41 47	19 84	73 36	4 54	7 8	63 31	53 15	55 44	13 7	21 93	25 45	0 62	59 65	99 29	35 66	2 7	93 82	79 89	64 71	32 16	76 46	15 46	29 85	96 25	51 18	23 41	1 44	70 36	47 11	33 12	50 33	26 19	61 45	69 27	87 28	82 81	9 58	3 28	67 66	89 38	40 10	45 41	24 50	10 64	31 94	16 8	37 68	65 1	30 13	74 59	83 27	86 59	34 19	8 54	18 76	68 7	54 60	71 70	95 26	42 30	56 5	94 17	48 45	58 16	66 49	20 37	27 67	14 77	17 57	5 14	88 92	28 37	84 49	6 70	72 16	77 98	91 21	78 69	38 6
