70	15
8 93	14 59	12 23	0 85	3 58	7 65	1 82	9 65	5 60	10 3	6 16	4 35	11 77	2 29	13 68
7 38	6 26	14 17	4 31	1 78	0 84	10 30	12 86	3 64	8 60	2 10	11 61	5 27	9 40	13 12
3 76	1 42	10 92	9 30	13 29	7 92	8 68	2 86	6 40	4 38	11 93	0 93	14 44	12 42	5 12
5 3	9 66	12 40	2 39	14 54	11 44	8 78	0 24	10 39	4 97	13 82	6 93	1 96	7 66	3 21
2 46	12 20	11 23	7 11	10 80	9 98	3 78	13 74	5 31	14 78	6 58	1 52	0 36	4 70	8 13
6 81	3 72	11 99	0 50	10 41	7 54	2 59	5 97	4 51	14 73	12 83	1 91	13 20	9 42	8 84
5 83	13 23	6 4	9 37	7 33	1 54	2 3	10 60	11 95	8 64	12 7	4 49	0 3	14 64	3 78
9 86	10 65	14 21	6 25	5 60	13 27	1 10	11 35	3 69	8 86	0 35	2 54	7 30	12 46	4 46
0 81	1 31	11 12	6 1	10 82	14 58	13 57	2 71	4 72	12 37	8 36	9 50	7 29	3 68	5 50
4 80	3 4	9 51	13 62	2 2	8 70	1 60	7 5	11 57	5 42	0 16	10 31	6 76	14 52	12 2
4 3	13 90	1 70	3 16	0 8	12 80	5 67	6 44	11 32	7 96	2 68	8 38	14 60	9 53	10 17
3 10	8 91	5 76	1 42	12 64	11 46	14 57	7 55	4 56	2 25	9 91	10 54	0 34	13 85	6 94
13 33	3 69	9 62	5 23	2 50	14 4	0 62	12 38	10 35	8 64	4 77	11 72	6 42	7 99	1 97
8 92	6 4	7 33	3 81	12 25	10 54	5 65	2 53	13 29	1 72	11 95	4 92	0 67	9 70	14 27
2 14	10 97	1 36	12 80	9 25	11 96	4 89	14 29	8 20	13 63	7 55	5 16	3 10	0 45	6 17
3 15	7 1	14 98	5 43	13 63	1 47	10 61	12 70	6 70	2 47	8 39	0 50	11 17	9 59	4 69
5 70	10 42	8 70	12 88	9 96	1 21	13 42	14 47	3 26	0 79	4 41	2 32	6 2	11 39	7 91
10 77	13 52	9 17	11 20	6 52	14 75	7 34	8 41	12 77	4 11	0 94	3 58	1 99	5 45	2 43
6 72	10 40	12 80	0 39	5 34	4 36	13 98	7 46	8 23	1 1	2 74	14 88	11 41	9 67	3 54
12 31	14 17	13 2	9 83	2 58	5 15	4 43	1 13	6 14	10 73	8 13	0 68	11 99	3 51	7 69
12 37	0 79	7 25	5 93	3 48	1 54	14 66	8 18	9 64	10 97	4 26	11 78	6 2	13 5	2 86
2 44	8 44	3 34	5 41	12 18	14 29	4 74	10 96	6 98	7 64	0 50	9 4	11 42	1 76	13 67
4 72	2 28	13 42	14 36	10 39	6 97	8 2	7 18	1 95	0 69	9 37	3 5	11 62	5 53	12 97
0 79	2 70	14 36	3 58	5 22	6 65	4 85	7 23	8 76	13 78	10 78	1 62	9 4	11 73	12 70
5 48	1 91	0 27	6 19	4 3	11 23	14 85	13 76	8 55	3 86	9 90	10 53	12 8	2 97	7 46
3 28	2 85	10 28	5 24	9 51	11 3	13 86	1 62	0 91	4 15	12 96	7 83	8 1	14 30	6 97
1 59	8 91	6 38	2 73	9 18	10 15	13 22	0 16	7 59	3 85	11 26	12 40	5 96	4 93	14 2
10 35	12 86	1 9	13 87	5 48	6 65	0 32	11 12	9 11	8 78	14 62	7 74	3 99	4 14	2 22
13 76	7 14	12 12	3 63	2 86	9 95	4 67	5 61	11 67	10 62	6 10	8 13	1 8	0 32	14 52
10 94	9 85	8 90	2 82	13 54	11 37	0 21	7 38	5 57	12 95	6 26	3 11	1 77	4 66	14 53
10 65	4 4	8 5	9 30	1 97	3 67	2 37	14 78	13 27	6 65	12 79	5 70	7 94	0 88	11 79
8 79	9 7	1 30	6 6	2 82	10 64	5 80	12 59	13 46	4 7	14 9	11 71	7 81	3 76	0 11
7 19	5 66	13 36	8 43	12 35	2 21	11 31	1 54	0 63	6 26	10 53	4 3	14 21	9 33	3 32
10 98	0 82	11 1	5 62	12 17	2 1	1 86	8 12	13 30	7 49	14 61	9 78	3 45	4 24	6 71
14 61	3 49	8 7	2 58	12 88	13 2	11 15	4 70	0 22	10 53	6 70	9 68	5 31	7 25	1 49
11 21	2 28	7 35	12 50	10 2	5 91	3 20	1 53	6 52	8 39	4 93	13 79	14 67	9 62	0 11
14 3	0 95	3 23	10 59	13 47	2 80	7 39	1 77	5 49	9 56	12 84	8 51	4 34	11 2	6 39
8 38	13 93	3 86	6 89	11 31	4 62	1 36	9 18	2 47	7 26	12 18	10 62	14 80	5 76	0 41
3 44	6 79	13 64	1 24	7 57	14 6	4 32	9 91	8 86	10 25	12 46	2 59	0 41	11 87	5 19
