90	70
45 98	15 66	21 5	60 36	62 7	41 87	69 96	57 56	12 17	4 24	34 34	25 31	58 27	54 73	32 73	68 63	50 42	61 86	43 12	56 44	66 77	47 90	7 64	59 98	6 75	35 40	9 51	55 40	52 53	18 37	44 25	67 78	37 81	63 24	8 25	2 92	64 53	26 33	39 22	19 42	30 44	1 36	36 87	31 31	33 97	53 87	13 29	0 72	24 53	14 97	27 84	23 71	17 80	10 96	11 13	16 40	40 93	20 57	65 17	42 27	22 89	28 61	48 43	49 52	38 82	46 81	3 61	51 33	29 85	5 38
25 3	39 12	69 35	61 53	17 11	64 80	31 22	28 74	42 24	23 73	29 83	58 79	8 30	51 16	52 27	19 85	59 55	9 38	4 67	37 72	12 49	2 58	44 39	53 30	0 50	30 51	56 41	36 94	13 91	40 14	67 55	5 21	16 61	43 91	38 17	15 18	48 60	26 10	68 93	11 57	24 56	7 55	57 27	63 27	22 59	14 55	32 38	55 28	46 27	50 75	6 15	33 92	35 12	3 98	20 18	27 98	66 23	18 89	65 73	49 42	62 95	34 27	54 97	1 25	47 69	45 10	60 62	10 89	41 85	21 62
23 32	17 95	8 35	38 79	37 24	39 58	51 54	9 90	7 11	0 54	28 12	13 36	58 95	61 98	4 76	53 22	27 75	34 7	22 95	52 39	29 75	47 92	20 12	54 72	36 10	5 26	62 36	59 44	67 36	33 30	14 97	18 99	31 89	21 11	56 33	49 69	35 24	69 14	46 3	42 10	64 72	6 32	3 45	25 4	11 17	63 40	41 36	44 69	10 27	32 50	66 9	57 34	26 96	2 35	12 22	68 15	19 54	30 62	60 28	24 31	45 7	43 93	16 58	48 2	40 50	15 36	65 78	55 25	50 23	1 80
40 16	60 90	64 5	42 19	55 71	23 25	34 40	12 49	41 40	58 80	61 80	36 7	56 55	37 47	33 36	63 71	65 34	18 12	28 13	29 75	0 53	14 80	62 97	47 99	25 16	20 91	54 46	35 76	1 61	49 96	45 89	26 78	19 62	66 95	44 46	5 92	30 14	51 91	21 69	39 8	57 25	2 77	52 86	8 39	27 87	15 57	43 18	50 19	9 42	32 94	24 96	10 67	4 47	69 32	59 89	7 81	16 58	3 33	17 56	68 45	53 28	13 93	31 51	48 9	38 93	67 1	11 4	6 85	22 15	46 74
54 23	26 2	58 25	17 26	53 76	41 97	50 73	8 51	19 68	51 31	57 6	28 54	31 64	16 93	67 79	59 36	60 22	69 76	0 11	9 81	37 69	3 6	34 75	43 16	63 90	47 7	11 9	2 85	55 72	5 77	29 10	4 89	65 50	12 94	30 27	52 6	36 38	48 57	13 62	46 24	44 52	21 27	35 51	45 39	10 10	66 81	23 67	32 90	49 88	20 43	62 76	6 65	7 35	27 7	64 28	68 58	40 64	1 13	18 72	39 84	22 87	24 36	61 61	42 48	15 26	33 99	56 79	14 75	38 44	25 30
60 83	64 7	31 77	48 85	18 12	14 4	24 77	19 5	0 54	16 52	39 72	26 93	12 64	2 78	54 34	66 45	1 46	59 66	25 33	40 45	38 95	61 17	6 62	58 78	69 42	13 37	41 89	27 26	43 18	29 23	15 83	47 88	45 82	9 26	10 90	4 49	55 13	65 96	33 1	11 8	36 1	63 91	51 78	22 78	68 75	57 54	32 46	67 80	53 83	17 41	56 1	62 37	34 6	5 9	21 46	35 97	42 94	52 61	30 63	8 36	37 68	49 92	3 88	7 31	44 63	23 65	28 78	20 37	50 69	46 26
32 71	60 99	66 58	62 84	63 48	0 34	55 75	15 54	17 18	29 89	46 65	69 92	52 27	11 58	33 43	4 69	16 38	53 87	35 99	54 51	6 49	23 32	34 51	14 80	42 47	2 47	12 20	18 11	68 40	41 16	45 29	61 93	5 61	30 32	3 78	40 46	50 87	49 81	38 4	31 47	28 12	37 10	57 96	27 39	67 66	59 71	1 90	65 28	21 45	7 9	10 47	44 48	58 67	56 28	36 71	25 45	24 60	22 69	39 92	13 74	43 94	19 33	47 29	9 8	51 5	8 8	48 68	64 5	26 28	20 57
59 42	5 48	8 78	68 69	58 69	67 80	18 89	57 97	51 59	56 80	27 6	22 83	1 45	30 57	13 84	52 39	54 76	66 77	53 61	37 44	2 73	12 15	43 82	69 18	60 53	62 64	48 82	45 32	33 89	39 75	32 67	50 39	35 62	21 44	9 57	10 60	17 21	36 47	40 70	41 81	0 58	34 37	7 5	44 79	46 84	14 27	28 42	65 83	29 40	15 52	63 19	6 42	19 40	20 96	47 95	38 55	61 88	23 47	25 68	3 43	49 22	4 54	16 14	26 76	55 5	42 22	31 99	11 48	64 72	24 54
29 38	7 30	56 42	25 53	32 24	57 17	36 9	20 10	53 5	35 61	2 54	61 62	0 52	9 7	42 11	63 29	15 42	17 99	69 41	18 69	66 70	48 35	24 5	23 7	47 47	31 58	1 25	46 79	54 45	6 82	62 14	67 7	60 38	55 72	43 80	68 83	10 59	50 32	8 58	28 16	14 93	16 63	3 59	41 98	30 41	37 23	58 21	19 96	59 15	40 19	21 79	4 68	34 73	39 42	22 6	13 86	44 68	45 94	27 45	26 37	52 66	64 74	12 28	38 47	5 44	11 86	65 4	49 75	33 40	51 30
2 97	53 71	12 52	38 63	65 97	68 69	60 18	16 55	17 30	29 85	9 54	8 7	39 94	3 51	63 67	11 21	50 90	31 58	55 88	47 96	58 20	24 4	33 10	49 10	69 74	13 50	5 67	66 94	64 35	18 33	44 91	48 39	35 93	67 91	42 22	14 58	22 52	28 86	7 35	36 23	26 28	32 33	62 21	61 87	10 94	52 98	21 5	23 15	20 3	27 78	57 74	40 43	15 75	34 67	54 98	56 45	51 80	59 74	43 26	19 94	0 58	1 65	45 44	6 37	4 88	46 63	37 58	25 6	30 79	41 14
27 32	66 1	65 75	29 51	50 30	61 12	36 97	16 88	38 96	35 49	13 47	11 44	10 68	44 57	32 63	68 35	25 76	4 6	22 33	0 65	56 73	55 99	21 58	46 56	28 22	2 69	6 32	42 27	8 51	41 65	3 57	26 10	48 25	5 1	51 49	18 77	15 5	54 9	60 91	49 14	40 33	69 72	53 48	37 83	58 70	52 26	33 10	57 84	31 14	30 77	47 9	67 34	23 9	62 71	45 64	39 75	43 12	24 73	19 89	17 16	9 33	64 91	14 35	7 82	20 47	1 49	12 67	34 43	59 56	63 57
