20	20
8 73	18 47	3 76	6 70	17 37	5 36	4 36	9 34	19 45	7 35	12 31	11 55	15 54	0 3	1 43	16 14	10 38	14 88	13 92	2 89
17 79	4 33	16 73	18 56	12 66	1 18	6 86	8 62	14 92	2 84	5 5	0 20	15 30	9 69	11 43	7 45	10 25	3 68	19 39	13 36
17 29	11 31	13 95	4 33	5 57	16 70	0 85	19 10	15 60	10 75	14 13	12 92	8 85	3 44	6 44	7 24	18 45	9 93	2 18	1 46
12 92	10 79	1 36	7 42	19 10	15 92	5 64	13 90	14 84	11 19	6 3	0 4	16 60	4 74	8 97	18 4	9 22	17 19	2 83	3 49
1 61	13 34	18 62	0 82	10 25	3 49	15 32	9 94	2 29	14 7	7 73	17 6	11 80	4 31	8 38	6 55	19 63	5 57	12 48	16 55
13 21	8 65	3 11	4 94	7 89	6 94	15 33	12 9	17 21	1 26	14 30	11 54	16 99	10 54	2 22	0 87	19 87	9 68	18 9	5 26
14 8	12 73	5 11	18 87	9 75	7 49	17 94	13 14	8 85	15 68	3 37	10 43	19 15	0 84	1 52	16 30	2 19	6 25	11 73	4 58
2 47	19 33	11 53	6 4	3 94	18 16	13 50	0 6	7 84	14 94	12 79	17 3	5 77	1 15	4 73	15 89	10 96	8 25	9 46	16 8
3 40	19 58	0 31	10 55	17 92	11 31	7 74	2 80	4 21	6 58	15 83	16 3	5 50	18 62	14 74	12 79	9 27	1 9	13 86	8 14
7 19	15 31	11 14	13 8	5 79	10 30	3 72	2 54	12 85	9 52	0 93	1 12	4 36	16 95	14 13	19 21	18 25	8 92	17 10	6 79
4 43	0 38	5 12	12 53	16 36	9 92	13 70	7 30	11 95	8 35	14 78	19 92	17 79	1 37	10 34	2 72	15 51	3 75	18 6	6 22
5 63	1 94	18 73	15 68	13 9	12 4	2 6	4 2	7 83	10 72	6 44	14 95	16 68	9 13	8 25	19 7	3 64	0 80	17 22	11 21
5 58	11 88	0 25	2 81	8 41	4 49	12 45	9 77	7 24	10 51	15 85	19 80	14 76	18 47	3 8	1 15	6 37	16 1	17 19	13 68
16 11	18 45	5 29	17 71	12 18	14 14	3 46	15 73	11 1	13 53	4 1	2 41	8 54	7 54	6 30	9 27	1 13	19 94	10 28	0 83
11 7	0 97	13 3	5 46	9 56	7 73	8 61	12 70	1 9	2 97	18 14	3 62	6 11	15 80	19 85	10 79	4 30	17 78	16 88	14 51
10 74	9 57	7 10	0 80	4 77	12 82	11 62	6 70	14 15	15 42	13 45	18 13	3 83	5 16	19 71	8 5	17 75	1 87	2 24	16 16
17 92	5 22	8 54	18 88	6 11	7 22	19 76	12 8	0 77	1 69	10 21	15 3	16 63	11 4	13 15	2 61	4 90	3 8	9 77	14 53
0 53	7 18	19 52	8 64	17 1	9 28	4 78	16 23	10 25	15 23	12 6	11 92	3 78	1 48	6 1	13 35	5 67	18 61	2 74	14 6
13 15	17 29	14 90	18 43	11 72	2 1	16 46	10 27	15 51	4 60	1 55	7 31	5 64	3 37	19 14	0 70	9 14	8 94	12 45	6 16
18 10	7 19	9 85	17 42	16 48	2 28	19 43	12 58	10 8	8 63	5 31	6 70	4 74	0 55	3 39	1 34	13 95	11 67	14 91	15 92
