30	10
5 51	4 79	2 40	8 23	6 88	9 53	0 8	3 84	7 92	1 78
5 31	9 79	0 13	8 81	2 16	1 64	6 31	3 77	7 72	4 49
6 60	3 50	0 82	2 65	4 39	5 15	9 11	1 55	7 7	8 86
2 32	5 88	6 52	1 17	0 94	4 7	7 30	3 32	8 19	9 71
8 74	2 28	1 36	5 38	7 36	3 94	9 94	0 80	4 13	6 69
2 56	5 26	7 97	8 88	6 58	1 51	9 48	3 91	0 1	4 25
7 55	5 20	6 31	4 6	1 89	3 29	0 66	9 73	8 21	2 29
4 69	3 1	5 19	1 67	0 74	8 63	7 52	9 50	2 18	6 26
0 18	4 66	8 49	7 97	2 7	3 27	1 85	5 60	6 29	9 40
7 88	2 20	0 26	5 22	3 97	4 82	9 2	6 61	1 38	8 69
1 22	6 40	2 76	7 39	4 3	0 29	3 55	5 10	8 93	9 64
3 50	9 23	2 10	7 74	8 44	5 91	4 20	6 42	0 63	1 36
3 66	8 13	2 7	1 15	7 9	5 93	6 87	9 43	0 78	4 61
4 13	0 2	6 37	1 79	9 69	7 3	2 21	3 57	8 60	5 29
6 89	8 90	7 96	5 54	4 39	3 84	2 15	9 1	1 54	0 63
2 58	1 76	9 66	7 60	4 58	5 48	6 93	8 20	3 38	0 78
1 51	9 11	8 89	4 81	0 14	6 99	2 18	3 28	7 8	5 39
4 47	8 61	3 95	7 48	9 37	2 92	0 3	1 54	5 22	6 34
9 63	7 32	6 6	4 82	3 1	1 26	0 69	2 88	5 98	8 19
1 4	0 65	7 68	4 67	9 20	5 50	2 84	6 65	3 19	8 23
3 45	5 22	9 80	6 2	7 10	8 64	1 80	0 52	4 23	2 36
8 14	9 95	4 64	7 69	6 50	5 48	0 13	3 71	2 79	1 35
1 70	3 77	5 39	8 65	2 73	6 21	4 2	7 94	9 14	0 81
0 57	9 78	3 60	6 89	7 45	1 96	8 19	4 89	5 7	2 35
6 61	2 45	5 45	9 50	8 76	4 32	3 37	7 86	1 10	0 97
3 32	1 16	4 92	7 6	6 40	8 98	9 73	0 93	5 47	2 94
6 79	2 82	7 84	1 16	5 82	0 59	9 12	8 68	3 86	4 33
6 22	5 11	7 91	3 21	1 66	8 33	0 72	9 39	4 58	2 91
7 18	3 95	2 63	4 27	5 20	8 37	0 83	6 20	9 7	1 48
1 49	9 23	6 9	2 92	4 48	3 20	5 79	7 63	0 37	8 33
