15	10
2 132	7 81	9 98	1 195	0 132	8 43	5 32	3 156	4 94	6 111
2 114	6 70	5 26	3 172	9 66	8 145	1 93	4 196	7 165	0 30
7 20	3 137	6 30	4 89	8 37	5 10	9 145	0 104	1 159	2 53
0 136	2 98	6 17	5 4	8 71	1 52	3 47	9 71	7 69	4 44
4 63	2 186	1 126	9 69	6 186	8 125	7 46	5 165	0 99	3 126
4 66	2 145	1 166	3 47	8 94	5 94	7 102	0 198	9 9	6 146
1 65	5 25	6 109	7 150	9 54	3 76	4 178	0 11	2 111	8 18
8 130	4 183	3 134	7 174	0 90	1 198	2 11	9 55	6 162	5 60
6 70	3 55	7 78	1 68	2 194	5 120	9 183	4 158	0 39	8 111
7 170	2 135	6 135	9 127	4 20	0 122	5 118	8 167	1 13	3 141
3 69	8 50	1 113	7 60	9 126	4 79	0 185	2 23	6 30	5 12
5 9	9 75	2 20	3 102	6 88	7 146	0 98	1 111	4 180	8 138
9 47	2 69	1 168	5 40	6 44	3 48	0 89	4 29	8 191	7 160
1 167	6 189	0 154	7 75	4 89	3 81	9 51	2 65	5 166	8 76
4 88	7 108	0 197	3 101	6 57	8 126	9 10	1 29	5 81	2 106
