50	20
3 55	4 40	6 35	16 15	19 85	0 17	17 84	5 71	10 99	11 56	1 26	15 11	8 27	9 26	18 56	2 41	7 3	13 71	12 61	14 1
5 17	0 85	14 56	12 11	3 12	6 83	18 92	10 43	2 63	13 52	16 76	7 1	1 22	19 3	15 57	4 54	17 98	8 14	11 61	9 31
9 14	7 54	12 66	10 22	1 80	6 84	4 43	8 57	16 11	11 20	0 65	13 57	18 92	19 40	15 93	5 66	14 48	2 44	17 99	3 95
15 74	3 52	5 72	6 79	19 25	13 71	4 80	17 45	18 78	12 31	8 84	16 70	0 26	10 80	2 43	11 12	1 9	14 28	7 45	9 1
15 13	6 22	5 18	13 73	11 68	2 69	19 5	14 63	10 83	16 7	8 26	12 81	4 15	7 19	17 35	9 64	18 54	3 97	1 45	0 21
15 96	3 66	17 98	8 4	6 46	0 72	16 76	5 95	9 73	2 68	4 10	11 58	14 61	7 61	10 47	13 67	19 30	18 89	12 15	1 66
16 7	9 63	5 38	4 22	2 60	7 8	3 78	0 95	14 92	18 1	17 31	6 9	11 28	1 15	12 31	15 30	19 44	8 85	13 91	10 46
12 89	0 48	6 60	2 57	5 84	4 9	19 71	15 66	17 68	8 4	3 62	1 25	16 61	9 27	14 50	11 24	7 15	10 31	18 31	13 50
19 39	13 80	15 68	8 77	10 77	12 60	7 27	3 31	17 42	11 95	2 53	5 15	0 35	6 13	1 39	4 1	16 65	14 87	18 23	9 80
13 7	10 11	3 84	15 15	14 13	2 49	9 70	18 71	19 96	0 26	5 57	4 67	7 63	1 97	16 10	12 8	11 65	17 19	6 83	8 87
14 44	18 21	9 20	11 28	16 86	8 80	19 33	3 30	17 73	2 42	12 27	1 84	4 81	6 58	10 76	0 14	7 8	15 63	5 26	13 95
3 16	13 69	17 81	15 34	19 23	1 88	7 43	10 70	11 65	4 93	18 50	5 47	16 40	9 22	2 86	0 9	12 15	6 30	8 29	14 39
16 55	5 24	4 62	1 43	7 57	19 23	12 39	17 19	10 30	3 76	6 51	2 17	11 66	9 14	0 11	18 72	13 1	8 52	14 1	15 40
9 12	15 33	6 72	5 30	17 36	14 32	3 94	8 4	12 96	18 31	10 58	11 9	19 81	16 52	4 77	0 47	7 40	13 54	1 95	2 98
6 21	13 56	18 72	3 82	15 10	10 93	8 65	19 35	7 3	17 61	5 60	2 40	4 70	9 86	1 46	11 39	0 28	12 75	16 82	14 33
1 76	10 95	0 24	18 74	5 10	19 9	14 22	6 14	16 18	9 39	2 66	11 49	15 69	3 75	12 5	13 4	4 4	8 15	17 37	7 66
4 61	5 95	15 48	6 97	10 73	7 38	11 30	1 13	3 55	14 75	9 82	19 3	16 57	13 61	12 29	2 68	17 21	18 48	8 86	0 44
8 40	10 26	12 77	6 55	18 19	19 96	3 54	17 78	7 56	15 60	16 29	9 44	0 17	11 62	13 7	5 82	14 24	4 48	2 91	1 99
4 75	17 77	3 53	13 95	12 98	18 68	11 44	15 63	7 73	16 44	2 86	14 79	1 78	5 13	6 25	19 72	0 23	9 13	8 3	10 51
2 45	15 77	17 39	5 45	13 81	14 86	0 80	11 48	19 74	16 73	18 70	7 98	4 32	6 84	12 40	8 99	10 26	9 94	3 23	1 16
7 17	2 56	12 69	10 13	1 81	16 68	14 7	6 12	0 47	9 21	18 18	3 15	8 6	11 41	19 90	4 47	13 29	5 51	15 6	17 51
1 50	16 10	2 39	5 17	17 62	19 77	3 29	4 62	6 94	13 51	15 57	11 10	0 48	8 98	18 67	9 14	14 6	7 36	12 22	10 70
17 46	15 67	18 32	14 7	8 42	1 12	19 48	6 84	5 22	2 93	10 60	12 59	9 97	7 9	3 6	16 97	0 66	13 38	11 19	4 52
6 11	9 15	18 72	15 13	2 75	1 62	0 68	8 42	3 8	17 66	10 55	14 31	11 30	13 14	7 87	12 74	4 90	19 82	16 96	5 9
7 41	14 8	3 71	11 11	4 22	13 65	5 54	10 85	17 47	2 84	15 63	19 29	6 68	1 66	16 98	9 63	18 30	8 23	0 94	12 62
7 34	12 9	15 97	3 93	19 77	10 68	17 70	16 17	14 93	18 38	2 81	8 11	5 40	11 68	13 94	0 76	9 8	1 20	4 44	6 61
17 59	18 26	0 81	4 91	5 22	11 39	8 28	12 80	6 6	15 92	1 64	19 18	13 87	14 1	3 31	10 76	7 16	2 90	9 60	16 77
18 3	1 28	12 92	2 47	16 79	9 90	3 83	17 10	13 31	6 75	4 60	8 54	15 57	7 21	0 12	14 26	11 72	5 1	10 25	19 18
15 62	18 33	6 69	3 58	16 40	7 36	5 13	9 70	8 83	1 51	12 9	14 5	2 89	0 58	10 16	13 57	4 52	17 63	11 51	19 22
18 91	6 43	3 14	1 15	4 69	13 61	0 49	9 1	5 41	7 12	2 46	11 65	17 56	19 78	10 45	14 30	15 13	12 88	16 26	8 44
4 58	7 2	19 23	2 9	9 73	18 96	8 61	16 67	5 41	17 79	1 1	3 36	15 10	13 17	6 44	0 3	10 66	11 26	14 97	12 74
12 72	0 46	16 86	10 28	11 15	15 39	14 28	3 99	8 17	17 36	4 49	2 75	1 36	9 16	7 89	6 61	5 25	18 12	19 40	13 35
0 85	4 84	2 2	18 82	12 4	8 37	9 46	10 69	3 52	5 16	14 48	15 14	17 10	11 68	19 69	16 69	7 60	13 48	6 49	1 63
4 55	19 49	8 63	1 2	11 93	7 21	9 12	5 8	18 97	6 47	15 33	14 71	17 68	13 84	0 10	3 93	10 43	2 19	16 75	12 29
19 62	1 26	5 61	12 81	9 75	15 37	17 74	13 41	2 86	7 23	6 16	8 46	14 83	0 17	11 87	16 67	3 62	10 41	18 32	4 48
6 55	4 56	14 79	3 17	17 8	1 90	7 33	5 17	13 6	8 31	12 21	0 15	16 33	19 84	15 75	2 32	11 80	10 66	9 5	18 44
8 39	15 19	4 2	10 32	5 45	7 79	0 11	2 66	14 18	16 63	19 45	3 74	9 38	17 18	13 69	6 21	1 66	11 24	18 16	12 99
3 95	0 84	18 86	11 51	13 60	2 68	7 95	16 25	19 1	9 92	12 42	10 59	17 91	8 79	14 51	6 54	15 33	5 37	4 33	1 30
