50	100
38 9	81 33	29 12	60 82	21 98	76 69	30 85	18 79	11 89	94 57	96 41	98 62	97 18	44 41	49 44	79 25	63 11	31 21	17 50	95 32	58 14	55 97	59 58	28 9	90 27	9 57	40 23	20 9	67 50	62 2	24 69	3 28	80 81	72 43	22 93	51 41	66 35	32 4	16 31	86 3	5 79	6 71	64 11	15 82	45 89	70 73	42 75	47 68	65 79	14 88	92 67	77 13	75 13	46 92	61 42	2 18	13 21	48 86	82 81	54 47	93 39	12 54	99 66	36 21	19 55	83 23	53 29	10 47	33 24	41 93	78 92	85 22	56 71	50 30	4 7	8 65	91 7	88 34	69 36	26 57	68 87	84 13	87 35	37 64	73 74	39 20	23 34	71 47	74 57	89 17	52 67	43 91	57 97	0 10	27 38	35 34	25 51	1 32	34 43	7 91
57 59	3 16	50 62	88 65	23 3	75 93	22 28	77 93	73 39	33 61	97 46	74 74	60 72	45 35	78 35	10 39	69 6	72 5	6 62	38 19	27 13	40 43	49 41	51 30	79 6	55 54	94 80	84 51	0 11	52 64	14 46	21 47	31 6	67 76	98 74	13 52	53 35	11 77	26 47	32 37	48 41	70 65	87 54	92 57	12 81	9 68	90 59	65 73	5 63	96 47	95 11	2 35	63 52	18 56	66 24	28 88	25 59	68 20	89 23	4 99	93 99	80 36	8 27	46 79	56 15	64 21	86 42	43 2	42 90	24 31	91 70	76 87	85 17	37 1	81 54	35 86	39 83	7 73	47 54	15 68	1 33	34 35	58 87	29 83	16 39	41 98	82 16	44 38	71 73	62 58	83 4	59 63	99 48	54 8	36 78	61 64	20 38	30 7	17 58	19 62
44 7	46 23	29 81	30 42	32 55	53 98	9 29	99 83	43 91	42 59	59 84	90 14	16 96	31 37	36 41	74 18	65 52	89 41	13 53	38 67	12 25	85 46	62 29	72 21	80 64	50 74	83 65	93 69	24 34	15 67	86 86	55 42	98 27	69 57	7 35	67 91	47 36	71 15	39 36	5 88	87 32	34 7	77 47	97 92	84 23	45 10	22 84	33 38	56 82	63 3	92 97	26 86	52 52	78 84	60 57	19 38	57 99	76 95	0 94	11 88	37 61	51 99	70 71	21 54	8 99	61 90	58 11	1 41	75 16	40 2	73 64	25 61	10 71	18 70	48 85	3 99	81 75	2 8	35 68	4 72	20 68	41 61	79 36	27 57	91 56	88 2	95 91	54 58	49 5	14 1	64 89	68 85	6 56	94 26	66 29	23 42	96 20	17 74	82 32	28 41
24 89	96 21	11 59	97 45	74 8	23 3	39 6	18 85	50 16	35 66	36 31	12 58	33 4	68 4	41 61	37 61	81 42	44 83	90 7	87 64	70 28	7 34	95 30	72 48	38 94	78 13	51 78	67 52	9 47	52 42	91 11	34 96	75 24	53 79	88 70	79 52	8 90	43 73	3 73	10 37	73 49	46 72	80 3	22 49	17 17	27 75	13 43	69 82	40 13	28 88	84 33	62 40	89 4	54 47	55 55	83 14	6 56	45 8	85 30	99 93	77 41	26 54	2 95	57 51	86 23	98 91	71 91	25 10	60 23	4 25	47 11	61 18	65 90	1 87	16 51	19 71	92 88	21 4	5 91	20 87	14 3	64 20	58 84	49 80	76 58	32 12	94 85	42 49	82 90	31 23	56 88	48 37	15 23	66 93	59 97	0 86	29 33	30 86	63 81	93 7
61 14	54 48	20 21	60 28	14 15	35 63	69 27	47 20	10 38	93 17	30 41	38 23	89 85	95 15	22 59	74 74	63 32	31 23	76 73	5 3	53 81	50 25	66 35	8 59	49 2	39 81	86 4	44 1	90 17	17 1	24 51	48 46	6 58	23 27	85 55	29 59	91 25	16 33	12 61	28 5	87 85	68 56	46 44	33 65	96 85	56 8	45 27	41 62	42 83	9 58	81 86	83 15	62 23	88 91	78 8	58 29	51 13	36 15	65 56	72 58	34 76	73 64	0 52	25 42	27 6	84 55	57 55	3 25	2 72	59 75	55 60	32 30	80 76	97 43	75 86	43 58	13 3	52 98	26 98	37 12	19 77	92 20	71 37	98 90	79 33	18 3	99 38	4 63	67 64	40 25	82 98	94 53	21 46	1 14	15 80	11 49	70 94	77 1	64 5	7 25
66 10	32 30	10 59	99 53	47 40	7 65	61 41	69 84	74 50	88 19	81 82	45 26	90 6	18 64	4 94	5 32	55 33	79 79	43 97	49 84	62 78	33 39	72 92	36 4	67 30	59 37	39 85	40 73	41 84	29 29	31 58	76 29	28 9	60 7	71 2	56 14	85 7	25 71	17 47	37 33	53 10	26 41	82 79	86 63	34 78	89 1	48 49	46 75	92 31	11 71	68 48	51 2	64 77	65 53	63 72	70 10	57 47	3 9	13 46	38 32	58 63	23 10	22 51	14 98	77 64	24 81	6 92	52 51	20 45	16 56	9 71	84 40	27 53	54 41	30 74	2 69	15 4	8 68	93 93	94 67	50 45	98 45	44 33	1 39	73 39	97 3	80 64	12 67	87 79	35 78	75 98	19 93	78 15	0 83	96 71	42 64	91 21	95 12	83 31	21 95
36 8	8 85	33 44	2 68	48 20	88 5	55 80	95 62	10 94	71 11	58 67	79 29	77 54	24 6	85 7	41 4	0 14	19 99	31 7	38 85	56 97	99 54	23 85	51 84	92 77	69 66	63 14	91 9	96 95	62 13	47 44	15 18	1 93	26 71	83 40	46 21	13 55	94 97	20 33	34 19	29 22	67 29	49 67	74 93	17 2	27 30	37 38	64 25	70 29	84 36	52 95	75 52	4 52	89 66	28 47	5 48	6 5	14 64	50 15	98 73	32 82	66 84	40 55	60 32	86 97	3 22	22 2	57 14	42 13	97 41	18 36	81 12	43 72	44 91	73 87	54 38	90 60	65 83	16 87	80 40	78 39	9 23	68 39	72 99	93 70	53 19	59 34	45 50	35 62	87 71	61 26	21 98	12 65	25 4	76 78	7 74	30 52	11 6	39 16	82 71
23 38	35 28	98 23	48 78	29 45	49 74	47 7	13 80	58 77	34 97	46 82	74 45	3 54	24 76	71 72	27 68	72 43	55 65	97 65	0 19	25 8	73 31	30 52	31 91	70 41	43 88	81 58	66 91	78 13	8 19	85 66	1 28	54 52	16 91	62 44	52 67	5 79	26 63	40 40	60 46	94 27	32 37	61 63	19 24	91 14	50 4	33 33	89 64	95 65	15 31	65 19	64 21	44 2	36 3	45 87	51 18	87 87	99 14	75 20	7 50	84 85	76 26	17 18	90 16	69 28	88 36	59 52	10 25	79 11	20 52	67 49	28 42	2 72	80 82	38 89	11 70	92 51	14 57	57 43	82 53	6 17	83 80	9 14	86 29	63 12	18 21	37 24	41 16	21 64	4 19	53 91	96 65	39 49	22 28	42 79	93 42	12 80	56 76	68 63	77 60
2 81	82 46	16 79	4 17	22 24	10 14	5 53	14 10	27 41	55 66	61 37	91 33	17 37	49 64	19 78	56 91	64 80	28 77	98 60	40 11	6 31	65 57	45 79	73 6	47 30	67 63	81 30	34 89	92 10	3 28	43 62	83 4	7 31	51 16	96 3	15 70	21 74	72 33	60 66	46 5	62 2	8 3	42 96	11 29	36 64	79 72	58 63	9 17	30 65	87 78	78 15	1 61	97 52	48 20	63 92	71 69	90 96	24 22	85 85	37 13	54 48	29 34	0 20	86 97	12 48	88 72	70 22	35 26	99 61	94 49	18 19	57 63	41 29	80 64	50 77	31 90	59 30	66 18	39 30	26 42	25 84	76 39	75 89	44 46	89 24	53 85	13 61	74 27	38 47	77 46	68 65	69 59	52 23	23 95	33 38	84 68	93 29	20 25	32 66	95 88
31 41	74 16	57 77	20 48	52 17	13 65	89 35	95 2	79 17	60 26	96 77	32 52	82 91	44 58	43 81	33 59	55 70	61 94	66 87	12 12	99 99	80 23	30 15	24 97	54 44	3 75	34 43	58 59	53 35	22 74	8 7	78 15	1 86	45 45	9 13	39 45	4 51	36 41	29 10	21 96	86 64	63 97	71 83	47 80	76 53	56 49	35 25	93 32	77 46	5 44	37 74	40 29	84 63	51 3	15 18	41 54	46 30	42 53	67 6	81 76	62 69	91 51	87 24	70 89	69 76	94 75	25 79	68 96	65 77	98 16	18 3	17 74	49 76	11 66	0 14	23 77	92 94	14 21	90 97	83 95	75 8	19 49	6 78	7 2	59 80	2 58	27 60	38 75	16 29	10 44	88 44	28 50	48 54	64 62	26 64	85 13	72 76	50 49	73 38	97 42
33 23	53 46	5 46	11 37	89 77	36 27	98 49	82 36	27 86	15 53	56 87	68 92	91 63	42 38	71 89	95 47	12 1	59 91	66 60	84 94	75 91	6 63	4 43	39 77	65 8	54 7	64 9	16 30	2 21	17 24	62 42	70 9	13 90	14 56	43 50	81 45	57 59	58 42	87 18	96 85	45 57	63 26	0 23	32 37	22 33	55 78	19 53	41 11	61 65	21 51	40 92	29 64	93 5	1 71	99 38	26 1	3 65	31 39	49 45	30 68	18 10	38 30	88 28	44 70	69 41	7 56	51 17	20 85	83 94	94 35	72 51	28 15	80 38	35 69	67 15	50 51	86 47	9 11	25 70	52 48	78 69	34 30	74 31	37 98	92 10	10 79	90 98	97 74	46 26	76 82	8 23	48 3	23 69	79 32	73 92	24 39	47 99	60 26	85 40	77 54
