100	15
6 29	4 188	3 181	5 165	8 137	13 36	9 2	14 57	10 110	1 168	0 171	7 197	11 175	12 90	2 76
0 69	10 65	11 198	5 177	2 177	12 196	6 35	4 23	9 170	3 188	13 60	14 105	1 2	7 80	8 125
10 200	4 181	6 173	2 163	8 76	3 8	13 140	0 57	1 178	7 151	5 96	9 75	11 170	14 128	12 187
4 46	0 122	14 153	7 44	1 194	2 49	6 30	10 29	8 7	9 179	3 176	5 37	11 59	13 51	12 123
11 144	4 109	10 44	9 89	6 105	12 32	0 48	14 82	5 110	7 65	3 20	1 28	2 89	8 197	13 93
10 124	11 200	12 31	3 194	8 147	1 4	7 61	9 59	5 48	0 136	2 83	13 56	6 88	14 100	4 108
8 138	2 172	3 96	4 87	7 182	10 103	1 31	5 145	0 1	14 165	9 51	12 81	11 50	6 11	13 123
1 3	12 129	14 183	13 11	6 86	0 1	4 166	7 138	3 134	2 182	10 136	8 186	9 18	5 102	11 61
6 33	11 51	5 42	3 11	10 4	8 124	0 145	2 96	13 88	1 73	14 109	12 92	9 143	7 148	4 101
1 99	14 23	12 66	11 170	13 145	7 198	10 136	0 80	4 19	5 93	2 139	9 41	3 120	8 8	6 89
10 158	11 106	5 74	7 168	14 100	6 48	9 120	0 101	3 170	1 180	8 45	12 59	4 168	13 150	2 141
9 80	5 186	3 184	12 175	8 155	6 182	7 104	0 24	13 154	14 75	11 177	1 141	2 93	10 8	4 161
1 174	0 83	10 3	14 51	4 141	6 120	8 110	2 12	11 193	12 28	3 36	13 56	5 81	9 91	7 81
14 193	13 145	11 194	6 5	7 33	5 53	10 41	1 119	9 86	12 101	2 123	0 23	3 40	8 93	4 74
3 35	0 99	12 111	7 9	4 50	8 40	14 145	6 185	1 114	11 97	5 105	9 98	2 6	13 86	10 62
1 49	14 170	5 57	3 115	9 41	7 72	6 190	13 6	4 136	11 53	2 185	12 177	10 157	8 179	0 50
12 9	9 16	13 125	2 125	11 61	5 13	3 178	8 94	4 142	1 62	6 94	10 90	0 112	14 71	7 125
11 160	2 200	7 67	5 86	3 126	14 68	9 176	6 178	4 165	13 115	1 54	12 27	0 30	8 179	10 28
13 170	1 139	7 147	6 32	2 153	3 171	10 46	11 113	5 40	9 124	8 65	12 74	4 54	0 150	14 82
12 90	2 81	13 53	8 41	1 76	0 26	11 121	5 119	4 3	6 192	10 72	9 119	7 60	3 62	14 123
4 73	1 10	14 183	2 136	7 13	5 198	0 116	13 44	9 117	3 156	6 44	11 103	10 89	8 165	12 21
0 61	11 178	5 169	2 184	9 78	10 114	14 150	12 193	13 187	7 151	3 101	4 139	6 169	1 123	8 121
10 67	3 185	7 191	8 115	4 9	14 71	5 186	0 67	9 39	2 117	1 169	11 168	12 7	13 106	6 39
5 192	13 175	10 84	4 25	6 38	1 102	3 116	9 19	8 160	12 181	14 104	0 4	7 198	11 68	2 23
12 193	3 176	6 66	1 125	4 107	8 107	7 166	2 81	14 108	10 165	11 125	13 87	0 152	9 51	5 48
2 176	8 4	14 61	6 101	0 193	11 180	10 51	4 24	1 156	5 103	7 97	13 128	9 174	3 65	12 38
11 59	5 171	9 160	7 156	2 195	14 107	13 28	8 1	12 82	3 89	6 108	10 68	0 119	1 11	4 152
5 174	6 82	3 200	4 150	14 164	9 148	12 15	11 116	10 167	7 111	13 47	2 49	0 150	8 151	1 103
0 169	10 63	6 135	8 89	9 85	13 117	14 130	7 74	2 84	5 190	3 131	12 177	1 1	4 28	11 103
8 36	11 115	10 12	12 3	0 91	7 144	6 12	3 159	13 16	2 83	4 125	5 103	1 70	14 156	9 117
11 153	13 113	2 39	7 166	8 11	3 124	10 8	1 161	4 190	12 53	9 178	0 74	6 44	14 180	5 143
14 120	12 79	8 189	4 62	2 107	3 6	7 131	6 156	9 183	13 145	11 24	5 125	10 86	0 128	1 186
4 146	13 135	14 170	3 8	7 197	0 140	6 70	8 107	1 131	9 14	5 33	10 180	2 194	12 6	11 92
10 138	8 74	12 2	13 175	1 15	11 166	2 155	14 174	4 4	5 152	6 33	7 93	3 93	9 134	0 169
7 177	8 7	6 38	9 158	2 88	12 68	1 96	11 84	3 60	13 116	14 134	4 197	0 19	10 126	5 13
10 124	7 132	11 125	9 160	14 150	3 136	13 126	8 17	2 141	12 43	5 116	4 36	6 126	1 75	0 26
11 17	7 140	14 42	6 108	1 42	10 150	12 8	5 97	4 48	2 199	3 85	8 146	0 163	13 44	9 167
12 35	7 80	9 79	1 17	13 88	8 46	5 69	3 111	4 140	14 172	10 156	0 91	6 180	2 175	11 123
4 23	2 56	3 79	14 111	8 147	7 154	12 194	11 70	0 105	13 100	5 100	10 54	9 101	6 84	1 187
6 96	5 49	9 99	13 150	14 75	3 136	8 135	12 127	10 175	11 171	2 171	1 83	7 1	4 89	0 37
4 146	6 3	5 190	9 81	12 35	7 55	11 182	8 100	0 188	1 98	3 102	14 165	13 107	10 157	2 147
4 91	6 171	11 20	0 117	13 69	12 160	7 112	8 71	3 91	5 32	10 65	9 113	2 50	1 182	14 71
6 74	1 158	12 169	10 68	4 68	0 170	9 193	8 176	2 164	3 33	14 200	11 25	5 138	7 74	13 4
5 161	0 79	14 94	4 14	1 199	10 191	9 199	3 60	11 189	2 111	12 10	13 74	6 56	8 46	7 169
