30	20
0 34	10 35	9 53	5 71	7 40	6 57	14 45	3 36	15 45	12 99	13 66	19 67	16 17	1 9	17 10	4 72	8 19	11 75	2 99	18 72
13 3	10 96	16 64	3 49	19 68	5 29	4 36	7 44	14 90	9 11	15 2	17 94	0 32	6 21	12 87	18 59	8 76	1 74	2 50	11 87
10 97	11 58	0 12	14 60	16 72	1 33	8 98	19 74	6 17	18 87	2 9	5 79	15 12	13 51	7 6	12 24	3 59	17 26	9 33	4 66
19 52	15 85	10 41	5 96	18 54	14 43	12 12	9 29	13 52	0 17	1 73	2 74	16 51	6 18	17 1	8 98	11 10	4 94	7 33	3 54
14 65	5 19	11 71	15 31	17 55	6 13	9 12	4 91	7 28	1 80	0 68	13 81	3 4	10 54	8 93	18 90	12 60	2 95	16 20	19 29
17 36	10 29	2 77	6 94	18 80	1 67	7 55	19 89	12 3	4 29	14 18	0 85	16 62	3 90	9 4	8 41	13 7	5 80	11 37	15 99
14 75	19 53	12 36	10 15	4 34	1 95	2 71	9 89	8 95	0 45	6 94	13 68	15 31	3 72	17 82	11 72	7 22	5 36	16 15	18 32
8 6	2 58	15 75	7 27	3 49	6 88	1 52	12 72	5 26	4 92	13 24	17 57	9 90	16 48	18 96	14 23	11 34	19 65	0 88	10 67
0 98	15 37	1 64	13 76	19 32	8 65	18 78	7 78	17 61	12 87	16 28	5 68	10 45	14 48	11 51	4 85	3 24	2 22	9 78	6 74
18 76	1 5	0 27	15 97	2 50	5 53	10 91	3 24	19 64	9 12	16 60	17 89	8 4	4 67	13 12	11 25	12 33	14 33	6 32	7 51
5 39	1 96	11 63	7 35	16 84	12 7	15 57	0 88	2 13	10 17	17 29	13 20	9 69	8 63	6 39	4 55	3 20	19 79	18 48	14 30
13 41	7 51	14 9	16 15	19 58	11 73	9 85	17 91	12 40	3 72	0 76	18 61	8 10	4 55	2 37	10 29	15 40	5 96	1 27	6 94
7 25	4 54	8 13	19 64	5 57	15 94	18 40	6 47	2 24	13 97	3 1	9 30	1 57	11 56	0 95	14 50	10 75	12 71	16 3	17 46
5 84	7 36	12 87	2 32	8 75	13 24	14 20	3 18	1 67	0 19	4 92	18 62	9 14	15 99	19 40	10 19	16 52	11 63	6 95	17 66
7 80	1 56	10 94	14 97	16 3	15 61	4 24	0 12	9 83	12 92	17 91	5 44	2 95	6 81	3 3	11 22	19 81	13 78	8 27	18 10
19 79	5 3	15 46	10 1	12 62	11 86	13 54	0 53	14 41	16 43	18 46	9 67	7 12	3 23	6 8	8 5	17 74	2 84	1 3	4 86
2 95	4 56	13 36	10 37	0 78	11 47	1 52	14 57	9 91	6 41	17 68	8 96	5 79	19 10	12 34	18 99	15 9	16 68	3 81	7 1
15 31	14 54	17 14	12 10	3 72	4 91	19 49	18 31	7 88	13 84	16 65	6 71	8 68	0 42	2 9	11 44	10 63	9 63	5 77	1 78
8 98	2 38	10 6	11 40	1 69	5 4	0 39	19 38	14 21	6 10	18 31	13 34	4 54	3 21	17 75	7 58	16 33	15 50	12 88	9 82
15 42	19 6	4 89	9 83	3 97	11 44	0 29	10 78	13 40	6 99	17 88	16 13	1 59	7 64	14 16	8 34	2 5	12 20	5 35	18 96
6 85	7 41	17 12	12 25	9 19	16 21	11 32	10 38	0 2	2 54	14 53	3 14	4 81	1 77	18 22	8 35	19 84	13 23	15 48	5 86
4 44	8 50	16 45	1 63	3 42	2 32	9 49	10 13	0 62	14 89	13 82	18 50	6 43	7 90	5 41	19 90	11 56	17 28	12 76	15 17
0 72	14 67	19 9	8 34	4 24	12 55	7 32	10 90	9 66	5 47	16 77	18 64	15 89	13 94	2 16	1 75	6 9	3 25	17 65	11 61
17 64	18 14	13 86	14 4	12 68	3 84	0 59	19 94	9 22	5 94	4 8	8 3	15 96	2 93	11 8	6 85	1 43	16 82	10 98	7 78
14 81	17 34	4 65	12 4	6 18	18 77	8 20	19 96	5 37	11 56	2 6	7 74	10 61	3 50	0 93	1 94	16 98	15 99	13 48	9 66
12 77	18 91	17 11	8 1	1 69	3 32	13 36	4 34	7 61	9 34	19 38	10 40	0 51	14 36	2 68	15 1	6 34	11 83	16 85	5 5
13 10	0 17	10 72	8 46	4 73	12 69	11 44	17 14	15 84	5 13	1 51	7 32	19 5	2 34	14 92	9 54	16 79	18 59	3 29	6 20
11 35	17 10	12 46	0 34	8 46	19 75	16 60	10 20	3 42	13 74	2 17	5 13	15 67	7 10	6 34	4 13	1 7	18 99	9 56	14 74
10 41	19 62	15 32	2 7	4 98	1 35	13 11	11 16	12 10	3 74	8 35	14 81	0 77	9 73	17 42	5 66	7 31	18 30	6 56	16 15
3 86	19 12	5 64	15 77	7 51	6 13	1 68	9 6	11 31	2 55	13 39	4 20	18 56	12 45	17 99	8 52	0 22	10 3	16 25	14 15
