30	10
7 192	8 99	3 31	6 138	9 85	1 158	4 185	0 91	2 65	5 197
9 165	2 61	6 83	3 147	5 92	0 75	1 188	7 71	8 145	4 83
8 109	1 164	3 48	2 169	7 26	6 179	0 200	4 7	5 188	9 66
4 81	9 92	8 190	3 172	1 14	2 185	0 37	7 161	5 188	6 75
6 53	9 47	4 137	1 92	3 92	7 121	5 134	8 162	2 91	0 127
1 46	8 39	2 44	5 27	0 158	3 174	7 56	9 63	4 126	6 18
0 42	6 55	5 16	7 150	3 29	9 24	1 63	2 183	8 153	4 141
9 84	0 46	7 172	5 34	3 95	6 43	8 179	1 171	2 49	4 35
0 144	5 76	8 1	2 19	1 192	7 184	4 132	9 27	3 91	6 15
1 129	3 110	4 54	7 129	6 62	8 86	0 8	9 20	2 117	5 117
6 125	8 187	2 155	1 186	4 93	9 46	3 68	0 24	5 111	7 131
7 92	9 151	5 93	3 1	4 6	0 32	2 183	6 105	1 172	8 117
0 122	8 95	5 182	9 12	7 3	2 142	6 82	3 157	1 106	4 93
4 148	5 76	1 10	6 100	2 3	0 52	7 56	8 93	3 89	9 62
9 54	6 170	3 155	5 101	7 98	8 7	1 71	0 132	4 88	2 43
8 115	1 182	9 40	2 40	3 163	7 200	5 67	4 99	6 59	0 200
3 100	9 49	7 164	6 121	8 19	0 14	4 25	5 161	2 198	1 137
0 52	7 171	5 79	8 147	6 91	4 50	2 34	3 55	9 92	1 99
8 149	3 4	5 185	6 80	9 23	4 193	0 165	2 116	1 102	7 76
6 195	4 161	2 131	1 42	9 154	7 161	5 188	3 18	8 172	0 109
5 153	8 59	0 180	1 130	6 15	9 183	2 112	4 95	3 114	7 163
4 9	6 86	8 105	2 72	9 183	3 17	7 113	0 39	5 160	1 173
6 107	7 12	1 43	2 82	4 26	8 55	9 135	0 68	3 13	5 132
8 172	4 143	5 17	7 134	9 32	1 138	0 116	2 175	3 86	6 170
2 119	6 75	4 62	1 18	9 127	3 2	0 81	8 28	7 106	5 93
8 173	2 49	0 40	7 112	6 100	5 12	4 140	1 92	9 20	3 47
9 16	7 59	4 165	2 155	8 104	5 25	3 11	1 38	6 138	0 190
4 124	7 144	3 29	2 166	6 19	9 177	0 89	1 77	5 11	8 105
5 10	6 158	2 105	4 125	1 197	9 156	3 54	8 70	0 70	7 48
4 80	0 143	3 62	2 121	6 84	5 165	1 188	8 51	9 83	7 161
