40	15
3 33	8 78	4 35	7 61	2 18	5 63	10 64	6 15	12 70	0 3	13 94	1 10	14 47	11 18	9 26
8 97	11 11	6 88	1 7	12 80	9 17	2 89	0 84	13 49	5 13	3 80	7 64	4 73	10 69	14 76
14 99	12 79	4 90	11 70	10 77	5 44	8 62	6 8	7 70	3 10	2 8	0 28	13 3	9 5	1 63
11 68	6 2	12 42	9 56	5 28	14 71	10 85	2 11	7 81	0 7	4 45	13 30	1 81	8 89	3 46
14 7	12 57	7 81	2 94	0 54	8 82	11 78	10 81	9 70	13 54	4 32	3 67	5 66	6 43	1 52
5 70	8 66	1 42	7 56	11 76	6 78	4 65	9 87	3 65	2 93	0 26	13 58	14 34	12 1	10 69
5 92	1 14	11 6	3 46	7 80	9 31	0 10	4 79	6 13	14 73	10 88	13 7	2 46	12 71	8 81
9 17	1 34	14 17	11 91	0 50	2 85	7 37	8 7	13 22	4 66	10 99	6 58	12 14	3 72	5 61
14 16	6 76	12 15	13 70	0 4	2 93	7 68	4 42	3 50	5 35	11 56	9 79	8 76	10 68	1 3
10 86	14 89	9 28	0 63	8 99	1 26	4 23	3 58	12 14	11 55	5 46	7 69	2 53	13 77	6 43
0 16	11 38	6 84	8 25	2 12	9 69	1 93	13 40	3 26	12 13	4 55	5 11	14 5	7 66	10 24
14 99	11 76	2 45	4 70	10 94	12 77	0 47	9 39	1 70	7 56	5 13	3 76	8 67	6 91	13 54
9 18	7 75	12 14	4 55	11 9	14 86	6 91	1 20	13 65	10 21	5 98	8 75	3 13	0 1	2 86
8 83	7 47	2 18	4 67	11 39	3 72	0 78	9 29	13 95	14 45	10 97	6 7	5 97	12 33	1 18
14 71	0 9	3 30	8 83	6 24	10 51	13 86	1 19	9 85	12 27	11 50	4 59	7 22	2 65	5 6
14 76	7 85	13 4	9 9	12 43	6 18	1 56	10 52	3 22	4 14	0 4	5 39	8 73	11 81	2 47
0 58	12 81	2 14	10 37	1 79	8 90	9 98	11 84	7 87	4 15	6 74	3 19	13 46	14 50	5 47
12 63	6 23	1 69	9 8	8 40	11 38	7 11	14 81	2 31	10 38	4 14	13 98	0 20	3 75	5 22
1 25	8 12	11 72	6 98	14 18	12 95	3 70	7 71	2 86	9 82	10 47	5 23	0 97	13 81	4 20
8 45	14 83	0 30	1 68	3 33	7 19	4 88	13 82	2 48	12 80	5 65	10 90	11 49	9 52	6 26
6 35	4 23	1 74	13 16	5 10	0 41	3 62	8 25	11 38	12 15	10 13	9 93	7 39	2 38	14 25
1 37	7 99	11 23	5 52	14 13	8 15	6 6	3 46	2 38	13 30	10 58	9 83	12 83	4 66	0 22
5 20	14 82	6 98	9 7	13 30	7 18	4 89	11 15	12 32	8 99	3 36	0 94	1 31	2 5	10 57
14 9	8 64	5 88	3 79	6 61	0 9	10 82	13 33	2 49	4 79	12 1	7 99	11 75	1 75	9 15
11 8	0 29	8 65	7 58	3 27	13 98	14 3	10 79	5 91	1 84	6 46	9 24	2 31	4 84	12 37
12 71	1 60	14 31	9 17	5 73	2 65	13 58	7 58	3 14	4 21	6 47	8 71	0 58	10 30	11 11
9 14	14 16	8 74	10 84	13 85	12 26	5 24	4 43	11 57	2 23	7 78	6 89	3 58	1 28	0 37
11 62	3 49	12 51	8 39	10 32	2 82	1 14	7 34	0 29	5 54	9 51	14 72	4 4	13 27	6 89
8 51	11 3	2 29	5 74	12 49	7 57	4 54	14 29	9 18	1 79	3 75	10 11	6 60	13 16	0 31
4 88	3 74	9 67	7 12	5 8	13 25	10 14	11 98	6 94	1 39	12 27	2 34	8 77	0 15	14 29
8 68	4 89	11 19	12 68	13 31	1 92	3 14	0 49	14 44	2 96	6 30	10 65	7 64	5 52	9 31
13 91	4 63	1 13	10 79	9 73	12 89	8 8	11 71	5 93	2 62	6 46	14 67	7 36	0 87	3 93
4 1	7 49	14 59	8 5	12 13	2 79	3 91	9 19	6 3	13 37	1 37	10 78	0 75	5 83	11 27
13 67	5 9	7 61	11 14	4 62	6 59	12 39	2 41	10 72	9 94	14 38	3 82	8 7	1 5	0 66
13 47	9 20	0 37	8 93	10 96	1 69	2 52	6 36	5 31	3 78	12 4	11 46	14 28	7 71	4 79
9 15	14 2	0 56	5 53	4 20	2 64	7 29	13 80	6 66	12 21	11 95	10 67	3 14	8 99	1 87
7 85	10 62	6 66	9 65	3 22	14 54	12 15	4 58	0 53	8 37	11 3	1 60	13 92	5 70	2 5
2 12	0 55	3 88	12 24	9 95	4 95	7 44	13 41	10 22	8 7	1 8	14 1	5 63	11 52	6 45
14 79	3 25	5 63	0 29	1 31	9 41	7 29	8 25	11 47	6 98	13 31	4 32	12 23	10 71	2 29
9 6	11 97	10 14	7 57	3 30	6 69	2 47	14 60	5 88	12 38	0 13	13 43	8 63	4 10	1 82
