50	70
15 21	62 11	14 64	69 78	41 43	6 76	2 76	10 16	34 52	51 99	53 48	18 48	21 34	65 83	23 65	43 90	46 76	68 24	67 68	27 23	32 68	38 62	56 45	13 85	37 12	9 21	3 78	64 79	20 5	29 23	54 61	57 14	17 53	58 67	24 31	59 4	40 46	60 67	31 78	16 15	30 70	36 40	44 63	49 91	35 9	33 55	55 86	66 41	45 5	48 39	5 84	42 22	63 96	11 20	4 14	28 34	50 94	8 49	1 55	52 33	19 38	47 52	7 39	25 18	39 84	61 25	0 55	12 42	26 15	22 71
64 16	13 81	33 38	14 39	38 35	53 5	17 12	54 12	16 62	47 51	40 75	41 81	51 3	9 1	25 79	50 61	15 53	32 11	26 97	43 52	66 22	28 86	22 81	65 60	5 93	24 22	55 44	18 84	36 84	45 98	1 17	30 56	56 3	62 71	19 10	8 41	23 30	27 79	11 30	12 6	20 36	69 88	3 47	34 88	35 92	60 33	57 23	6 52	0 97	46 91	44 90	2 93	63 95	39 67	37 58	42 57	67 32	58 22	4 42	61 15	21 50	7 80	31 52	59 40	68 46	52 72	29 93	49 79	48 10	10 98
64 57	38 1	23 58	22 10	15 97	43 13	35 93	7 64	39 38	54 65	14 87	41 4	47 20	5 43	19 47	11 54	20 94	32 31	61 79	10 81	4 77	66 6	48 70	58 20	3 23	45 77	68 35	49 50	34 19	13 5	67 74	53 17	69 19	33 69	59 31	24 11	25 96	37 45	12 96	51 60	55 91	21 54	26 7	29 94	27 69	8 96	2 59	1 53	42 7	9 18	63 8	60 90	52 77	31 94	65 88	62 14	6 9	16 46	40 77	56 32	28 71	0 88	18 64	46 89	50 79	57 14	17 79	44 22	30 89	36 60
4 92	55 53	8 1	49 56	1 55	50 9	61 3	66 65	11 11	68 9	67 68	39 92	34 14	60 76	23 9	37 38	43 78	13 77	53 95	38 15	69 14	48 9	44 83	25 80	64 26	42 99	15 12	7 93	63 4	0 8	31 82	52 60	45 9	21 51	2 82	22 1	40 75	14 88	46 14	30 70	19 98	58 59	35 8	3 98	36 67	65 23	20 40	57 82	56 71	16 63	32 99	24 88	17 59	59 10	12 84	10 92	5 28	29 16	47 75	6 53	28 74	27 23	62 45	54 57	18 97	9 26	33 96	41 27	51 2	26 37
44 82	9 71	29 81	47 26	59 6	38 2	23 20	32 34	36 7	8 45	65 32	17 1	24 48	21 43	39 4	69 14	42 12	35 11	48 29	58 93	52 50	54 4	56 98	13 48	15 25	30 36	27 10	34 40	41 9	46 3	5 60	28 66	6 71	31 98	61 37	16 79	1 92	49 64	25 80	18 47	68 17	53 64	51 42	37 61	10 25	55 5	62 27	33 30	20 6	50 98	45 98	64 26	12 75	4 43	57 67	40 64	0 39	19 35	22 22	63 64	14 24	66 30	2 91	26 92	3 49	43 97	60 21	11 15	7 57	67 7
22 53	38 30	23 6	15 63	52 27	42 78	64 14	60 92	59 34	20 93	16 28	67 74	6 47	10 86	19 46	8 92	37 85	36 76	3 44	26 22	29 8	45 14	11 27	53 40	61 76	41 70	63 40	47 30	9 45	51 78	55 34	65 19	2 58	56 34	25 61	12 6	69 44	31 76	34 3	28 34	27 43	0 17	21 29	39 15	66 43	17 23	44 83	40 92	35 6	13 46	7 64	62 55	33 85	58 13	14 19	57 35	49 62	50 7	24 12	30 65	68 20	1 67	5 32	4 2	18 96	46 10	48 26	54 44	32 1	43 96
3 49	19 94	60 50	55 54	16 79	38 28	43 61	62 64	1 84	52 59	13 20	48 88	35 64	67 58	6 62	51 95	40 55	66 27	9 31	34 60	12 76	21 89	27 71	14 81	45 68	54 97	46 75	25 25	22 25	32 2	33 3	29 44	0 62	24 86	69 10	65 42	53 99	63 73	31 24	57 58	30 51	23 40	42 47	11 12	64 40	26 73	28 21	44 15	15 58	36 85	41 84	50 50	18 69	47 35	37 89	7 24	56 8	10 15	58 21	61 99	49 35	39 41	68 27	5 22	20 79	59 47	8 42	17 97	4 60	2 84
45 60	58 53	15 65	47 58	23 93	19 50	22 74	7 20	48 98	41 99	6 17	36 58	4 83	27 97	57 62	59 76	65 73	67 54	9 74	38 96	2 9	40 26	17 1	3 88	43 87	25 85	44 62	18 64	1 74	5 99	51 86	55 74	14 27	11 13	34 54	35 39	61 41	69 90	66 54	24 82	53 26	26 43	60 43	50 79	10 85	54 78	46 33	52 19	56 35	12 63	33 53	13 22	20 40	28 23	29 18	37 85	16 5	32 11	31 17	49 50	0 87	68 50	8 60	21 89	30 47	39 86	42 20	64 27	62 89	63 85
5 11	34 90	0 37	19 93	8 65	54 62	29 97	56 90	13 62	25 18	53 80	10 30	38 93	23 33	60 41	6 89	1 31	66 40	2 59	62 8	24 7	22 43	4 41	69 66	27 50	47 80	30 89	67 37	21 5	42 58	9 94	28 69	11 6	41 46	46 94	36 46	68 30	16 8	35 93	31 35	44 87	26 73	7 5	48 55	49 75	59 13	45 73	63 53	57 93	15 55	3 36	51 86	61 90	65 28	43 9	32 27	39 73	50 73	33 78	14 40	37 26	64 63	20 89	40 62	55 86	58 75	12 93	18 28	17 38	52 72
6 43	27 89	38 45	63 81	61 96	9 85	25 37	47 14	59 35	24 93	5 49	67 52	46 78	2 95	68 56	60 83	54 2	53 42	0 99	35 99	62 63	33 34	12 32	45 52	1 54	17 69	4 31	29 72	39 12	10 2	31 3	30 36	66 9	19 32	50 88	23 78	65 82	14 3	43 97	51 94	28 59	42 19	64 54	58 80	11 18	41 92	44 10	7 44	3 15	20 72	49 7	37 23	57 2	36 50	22 57	69 36	34 81	48 38	32 20	13 95	52 59	56 55	8 72	16 97	40 61	18 66	26 8	55 47	15 57	21 18
58 8	12 94	31 83	60 55	68 41	5 26	67 3	54 69	39 79	38 38	40 67	19 26	26 77	7 49	53 42	51 85	1 68	18 8	34 37	24 47	27 19	52 86	42 77	64 54	9 61	66 68	32 42	47 55	2 98	43 9	6 62	10 44	33 53	21 94	29 65	8 51	4 15	16 53	55 84	14 83	28 5	57 35	41 27	20 11	49 14	59 90	13 23	11 5	56 72	45 81	23 11	50 98	62 37	35 72	65 77	25 18	17 4	22 17	63 47	15 25	36 9	44 48	3 22	69 89	0 28	46 84	48 46	61 73	30 37	37 56
