15	100
33 5	85 60	31 36	68 53	10 76	24 96	50 51	21 16	62 21	30 42	79 15	64 98	20 95	93 34	38 61	15 37	74 7	47 82	58 49	14 67	99 72	70 97	28 31	55 4	2 4	63 25	97 52	65 31	40 12	1 27	51 99	91 95	29 23	69 19	43 71	7 91	8 18	37 80	6 58	76 51	92 72	52 28	57 8	77 27	16 52	80 40	54 64	18 91	26 58	17 34	12 48	75 44	35 98	53 34	73 97	41 36	27 38	32 76	94 34	46 28	71 96	88 39	44 15	87 19	25 92	78 6	4 2	95 97	0 2	48 23	9 18	34 93	81 81	36 33	61 39	42 20	19 65	3 60	60 81	56 66	98 58	86 93	72 3	5 75	83 29	11 22	45 42	66 79	49 70	84 29	13 42	89 87	82 37	22 31	90 74	23 62	39 39	59 74	96 79	67 33
34 8	84 61	37 84	23 91	87 74	60 5	48 61	73 15	46 29	32 33	12 91	26 55	91 61	62 77	94 16	85 43	89 19	29 11	76 53	18 67	28 90	75 46	96 71	97 79	17 49	95 52	13 58	63 45	8 74	68 35	67 89	79 81	86 88	66 15	39 60	58 39	30 4	40 81	43 57	16 76	41 91	42 18	11 73	0 29	49 69	59 80	14 94	74 15	54 35	15 89	81 10	6 60	36 70	92 40	2 19	65 73	53 73	80 79	83 13	3 9	25 37	55 8	70 94	50 30	10 69	1 19	51 89	45 57	44 4	78 29	31 86	77 16	5 29	35 70	47 98	56 60	69 73	21 22	24 36	99 77	98 45	9 40	90 84	88 27	52 75	33 54	7 96	4 87	22 77	82 44	72 88	19 26	57 45	71 79	38 87	20 49	61 34	64 48	93 76	27 74
11 47	57 36	34 14	67 84	36 33	48 12	99 56	0 42	42 92	73 21	71 78	85 73	83 5	98 98	32 14	70 93	47 73	72 51	31 7	39 49	14 91	13 40	21 99	17 53	29 29	4 32	79 10	61 50	49 46	7 15	88 55	28 3	58 96	23 42	66 60	86 8	26 13	18 80	68 27	81 47	27 94	95 30	43 86	37 30	45 64	15 80	20 31	97 93	30 93	25 72	40 73	52 5	94 91	76 51	89 32	60 31	77 32	38 37	59 10	92 97	1 42	33 64	41 29	56 55	16 82	74 27	46 36	63 53	2 39	6 23	22 90	78 4	64 72	55 23	5 36	9 15	10 99	80 68	82 48	65 61	53 58	62 53	50 85	96 76	87 21	84 8	91 94	44 24	8 62	90 67	69 89	54 92	24 95	51 32	75 57	19 63	3 53	93 29	35 21	12 8
77 72	25 95	3 67	1 66	36 46	91 73	21 27	15 69	4 96	56 24	86 27	45 95	92 38	78 54	0 38	53 67	81 33	16 33	71 38	65 25	97 98	68 45	46 22	26 29	13 90	93 62	73 46	52 58	6 23	62 82	11 53	76 39	30 43	87 80	39 41	98 77	61 29	70 96	5 41	58 32	88 76	83 79	95 95	18 20	55 70	8 41	17 44	33 91	48 54	69 45	51 21	29 30	75 81	20 23	94 81	63 83	14 52	82 40	72 61	99 21	84 51	32 73	85 32	35 92	9 59	43 24	37 30	57 15	96 2	66 85	40 71	28 32	41 60	59 53	27 16	67 78	24 64	44 38	74 33	23 5	64 46	47 13	89 91	19 50	7 14	2 31	12 55	22 53	38 34	42 90	50 13	90 96	79 17	49 63	31 41	34 15	54 41	80 11	10 52	60 29
15 10	7 8	66 95	37 47	47 46	29 3	59 21	20 64	90 57	81 33	56 58	99 72	50 48	60 6	52 60	0 39	46 88	23 99	35 11	24 68	44 61	26 15	62 13	49 44	88 20	79 65	75 83	48 54	55 26	4 43	64 51	54 99	93 41	57 17	6 98	77 3	78 3	91 82	14 50	74 30	5 65	67 3	1 12	53 51	11 46	42 60	51 49	89 85	33 47	92 14	12 47	19 62	80 41	17 11	45 53	16 36	76 41	34 9	31 99	85 18	73 42	2 15	87 4	72 79	41 9	10 34	63 11	83 11	71 7	30 35	39 94	36 88	8 40	18 37	38 86	97 21	95 36	58 31	32 65	61 4	69 32	82 40	84 89	98 52	96 53	86 95	70 84	65 11	9 72	22 9	27 79	94 65	28 51	68 8	25 15	43 5	40 69	3 40	21 28	13 49
24 29	13 18	53 53	61 72	9 57	18 55	16 83	27 28	64 15	67 94	36 1	49 50	71 54	83 68	54 87	76 35	65 95	57 18	47 55	23 1	46 10	51 49	12 67	5 53	87 76	41 69	55 44	88 58	22 24	75 55	34 59	84 36	91 69	19 20	52 86	72 90	32 51	43 71	29 11	85 85	39 16	31 76	56 19	93 73	89 66	6 13	30 5	80 10	96 42	33 20	37 21	99 24	40 67	97 71	4 73	15 52	69 71	92 5	50 60	25 3	94 28	70 38	77 38	17 53	1 73	14 59	68 93	2 37	86 15	79 55	81 45	42 39	11 78	48 18	98 67	7 45	73 42	63 28	20 53	35 55	62 86	26 4	28 47	66 26	10 35	60 54	59 48	74 90	38 91	78 78	45 64	95 24	21 55	3 3	44 92	90 44	58 87	82 55	8 51	0 92
78 1	81 17	19 45	53 80	4 44	89 54	54 28	15 37	93 52	20 9	61 41	30 39	71 5	17 30	1 69	47 80	91 60	85 80	49 87	55 28	96 96	22 9	5 37	13 54	31 59	75 16	45 16	77 38	12 10	95 53	25 72	66 73	37 50	68 94	60 49	51 60	36 2	34 55	84 94	69 33	9 13	39 99	29 9	42 10	14 38	7 77	43 74	94 10	48 44	62 3	99 91	98 87	24 19	76 58	56 45	86 48	35 55	82 45	65 98	50 86	59 67	6 94	64 17	87 13	44 55	63 57	97 43	33 76	16 71	90 30	72 6	40 37	38 4	27 68	79 78	11 60	74 2	46 81	41 52	23 25	58 18	67 99	10 78	88 92	73 64	80 85	0 25	18 91	52 49	32 99	92 17	26 19	57 40	21 43	28 23	3 47	83 25	70 10	2 13	8 30
77 68	85 33	48 19	37 23	23 50	31 3	75 60	14 95	11 96	10 59	98 28	91 39	78 17	83 90	44 35	7 6	80 22	43 39	32 41	8 2	29 91	57 82	26 67	79 27	39 22	19 24	4 83	41 96	67 69	64 57	13 2	12 98	0 96	46 85	96 91	51 19	30 36	66 10	63 62	3 4	16 27	56 2	42 48	15 47	25 76	74 52	58 48	92 71	27 88	28 42	38 93	45 59	24 25	69 8	20 80	40 71	94 47	93 95	70 91	50 88	21 97	71 55	5 17	55 45	97 75	90 41	34 86	36 48	81 12	1 71	54 84	47 78	49 44	2 27	33 23	84 29	89 19	35 49	6 97	68 58	87 51	52 66	59 85	17 49	61 4	99 87	65 29	88 62	82 73	86 31	60 59	62 49	18 14	76 85	73 28	53 40	95 31	9 75	72 53	22 6
66 73	47 33	42 61	81 83	56 10	62 4	53 4	30 19	41 56	76 36	51 95	96 8	65 20	48 77	10 39	58 60	16 1	22 69	20 34	40 1	21 15	27 57	31 59	43 54	25 32	33 1	26 11	91 19	37 50	44 46	92 19	34 4	73 12	13 83	32 8	72 21	52 66	61 84	71 59	70 39	36 73	84 11	1 60	67 87	35 64	98 43	11 27	79 93	28 66	94 83	50 7	63 55	46 83	38 45	14 45	80 84	90 78	8 67	85 90	69 96	12 71	24 84	2 28	68 10	89 89	88 9	39 82	49 98	55 69	19 79	17 16	4 87	59 25	15 86	7 42	83 18	9 94	23 4	64 60	87 23	29 15	0 26	99 99	57 54	93 93	45 12	60 4	97 9	5 54	82 97	74 29	95 87	3 61	54 52	6 71	75 23	18 3	78 19	77 14	86 49
17 53	8 75	20 6	82 33	4 12	83 60	11 49	28 8	18 62	47 91	72 10	68 34	13 12	73 37	71 76	66 88	85 25	44 1	25 92	26 60	21 95	92 6	54 13	93 52	95 27	61 40	79 72	65 24	12 23	10 34	90 67	0 56	69 35	76 46	75 60	15 16	9 16	41 23	50 36	99 69	37 56	81 98	87 60	22 62	43 79	29 85	5 83	33 35	64 56	77 78	58 14	98 53	86 51	38 90	78 23	14 45	27 78	35 25	91 46	89 52	53 58	6 42	30 79	24 20	34 32	32 23	60 29	2 84	80 55	48 2	96 72	97 84	40 47	63 24	7 82	74 8	55 16	45 69	52 49	49 68	1 68	23 12	3 21	42 81	56 80	70 42	59 5	84 9	19 1	46 57	51 60	57 87	62 50	36 55	67 71	94 25	88 41	39 58	31 63	16 7
95 73	74 3	18 32	94 80	97 6	28 12	71 53	7 22	22 44	59 67	20 28	86 65	46 13	1 1	10 77	45 6	17 61	50 49	66 9	90 83	36 56	79 66	9 42	73 62	84 41	30 18	5 18	58 88	87 18	8 72	49 67	99 19	53 73	88 82	29 92	27 74	34 40	81 3	75 66	0 47	19 82	31 21	83 99	40 81	54 53	98 49	37 48	56 12	14 47	43 10	63 24	65 18	44 75	13 54	57 41	26 61	82 19	41 11	25 50	52 14	92 99	96 91	24 30	64 23	60 45	69 9	11 94	47 38	61 71	51 35	4 42	6 44	39 83	16 70	77 50	32 31	78 11	2 10	85 66	91 65	12 44	3 91	68 66	67 13	89 71	23 48	55 70	35 99	93 58	21 78	38 83	15 99	48 60	70 63	76 99	33 12	42 85	62 56	80 81	72 33
