40	20
9 82	10 89	3 26	0 124	7 190	15 162	18 194	19 126	2 49	4 180	5 98	8 95	6 18	1 112	17 181	12 175	16 181	11 49	13 7	14 89
14 3	12 78	0 125	8 86	2 52	18 137	7 127	15 99	10 81	17 127	6 2	11 107	9 114	16 71	13 28	4 35	1 119	19 135	5 123	3 35
11 166	3 146	14 154	19 146	1 66	7 168	4 100	6 176	10 16	15 188	17 68	13 14	18 186	2 101	0 62	5 33	16 169	12 127	9 182	8 169
6 184	8 71	10 71	9 134	15 17	0 1	11 72	3 97	12 116	7 48	17 11	14 89	5 86	4 41	16 170	18 25	19 18	13 82	2 47	1 2
12 181	11 39	2 165	15 137	14 86	3 111	19 43	17 148	7 198	13 175	0 125	5 104	1 93	18 13	8 164	4 33	16 197	10 170	6 67	9 73
7 30	8 123	9 162	6 155	3 117	12 181	11 119	13 166	1 96	14 166	19 10	4 7	17 83	16 102	5 198	2 75	0 36	15 34	18 175	10 20
13 123	3 157	0 131	11 41	1 80	9 121	14 4	6 197	5 104	12 39	16 103	17 7	15 18	2 125	7 127	10 160	4 153	18 134	19 61	8 92
17 126	3 196	19 55	4 193	12 73	14 136	15 54	5 182	8 18	9 167	13 16	2 2	7 147	6 135	0 57	16 166	1 78	18 155	11 183	10 58
1 174	17 112	7 144	12 77	19 22	5 122	11 20	14 54	2 195	9 67	13 47	15 54	16 110	10 75	6 186	0 29	3 92	8 140	18 33	4 103
7 92	6 179	9 23	16 199	4 179	17 181	3 102	10 6	12 174	13 187	5 19	15 153	8 161	18 171	2 48	14 86	19 137	1 85	0 184	11 106
13 117	5 66	14 183	16 2	12 91	0 129	2 28	17 41	9 150	6 3	15 195	11 197	19 10	3 200	4 35	8 51	1 163	18 68	7 112	10 13
15 81	0 9	14 189	4 136	18 199	11 188	3 96	19 60	16 174	17 106	12 145	1 109	13 97	6 61	10 107	9 108	7 58	5 149	8 82	2 135
4 151	8 163	1 120	2 5	6 42	3 11	14 113	0 153	9 107	7 138	13 42	12 61	15 78	5 120	18 134	10 54	19 163	17 68	11 188	16 60
6 180	2 120	13 10	8 38	4 54	10 146	5 24	17 69	1 111	7 144	11 140	16 14	18 133	0 174	3 69	9 58	15 116	12 56	14 155	19 66
5 150	7 47	10 88	0 5	13 109	18 6	17 55	9 38	16 100	2 191	12 29	19 163	1 69	15 21	3 163	8 86	11 44	6 188	14 195	4 124
