15	10
3 39	4 55	0 46	8 32	1 1	5 20	2 40	9 26	6 15	7 81
5 28	8 98	1 93	6 15	4 17	7 20	0 35	3 21	2 36	9 92
6 1	0 1	2 58	4 45	1 15	7 79	5 25	3 91	9 13	8 68
1 63	5 82	9 88	2 98	4 49	8 35	3 55	7 84	0 97	6 3
7 90	0 64	9 4	1 74	3 15	6 4	5 68	4 47	2 65	8 42
1 27	4 8	3 18	2 22	6 55	9 13	7 76	8 76	0 67	5 55
6 4	8 73	5 24	1 10	0 82	7 93	4 24	3 79	9 48	2 42
2 61	8 88	1 17	5 48	3 2	6 53	9 1	4 13	7 78	0 64
1 59	9 72	8 36	2 54	6 52	0 99	7 46	3 26	4 26	5 71
0 11	7 61	4 94	6 62	8 14	1 91	5 15	2 79	3 88	9 97
2 21	5 49	8 11	0 97	6 55	3 71	4 14	7 4	9 65	1 89
9 16	0 15	5 52	4 7	6 86	8 14	1 95	2 85	7 97	3 38
6 5	4 40	1 79	8 54	9 31	0 51	7 3	5 38	2 49	3 87
3 58	2 8	5 8	6 93	0 1	7 30	4 86	9 38	1 14	8 77
0 82	2 93	7 60	6 6	4 42	8 35	1 45	3 13	9 88	5 43
