70	70
39 48	54 34	7 78	64 57	35 21	57 16	63 77	55 65	65 97	23 33	47 90	22 6	21 19	43 92	50 34	60 72	16 65	59 12	24 37	3 65	61 63	66 2	67 79	15 7	0 14	9 59	45 30	27 33	19 6	1 27	44 55	46 29	51 51	17 19	41 43	42 22	8 96	14 81	31 37	11 53	62 4	10 51	25 61	12 38	68 2	52 33	20 23	4 67	26 70	56 93	29 88	69 94	48 75	2 23	13 61	36 99	37 37	53 47	30 97	34 45	58 69	40 71	5 78	49 62	33 91	18 69	32 93	6 24	38 42	28 22
31 26	56 22	66 1	58 49	55 16	16 37	15 14	2 24	49 27	14 14	63 32	50 33	46 37	35 49	61 42	57 76	52 34	42 33	24 59	19 30	68 93	20 29	23 77	51 49	17 20	54 84	21 26	65 91	48 28	33 4	62 53	8 96	41 71	64 6	3 37	53 15	47 47	7 49	59 1	38 2	18 89	44 20	36 78	9 20	22 72	67 1	6 78	27 12	13 25	34 18	45 93	5 7	4 81	11 65	40 40	10 13	37 19	69 88	29 25	28 3	1 64	43 68	25 46	32 43	60 60	26 25	39 99	30 10	0 90	12 80
50 81	58 16	13 22	45 85	46 29	59 80	20 49	22 92	69 85	18 92	51 56	37 37	28 27	17 86	4 78	44 93	48 32	7 33	10 29	2 86	32 32	53 75	43 63	21 39	16 75	29 59	1 79	36 71	52 10	61 33	6 3	35 69	64 10	14 86	67 53	31 55	24 80	55 95	11 14	3 66	40 20	56 90	30 41	5 85	34 50	39 27	12 41	54 7	38 32	47 86	27 84	57 5	9 35	65 73	15 92	23 88	63 1	49 51	60 53	33 56	42 43	8 34	25 7	62 84	41 81	19 21	68 15	0 78	26 67	66 54
17 48	23 53	58 43	49 23	68 8	18 23	43 82	41 28	64 98	40 45	45 61	1 50	62 79	3 32	4 21	29 23	19 45	61 24	27 42	13 14	11 16	15 66	22 63	21 8	2 91	44 34	34 98	20 85	16 60	67 43	60 54	65 39	59 55	42 78	0 69	25 85	69 12	28 30	66 65	63 20	53 73	33 80	51 99	26 24	5 60	30 84	35 77	38 49	56 18	32 51	37 87	36 21	8 37	9 20	14 85	46 26	31 61	54 68	50 55	24 5	52 82	10 50	55 2	39 50	47 65	6 57	7 8	48 31	12 60	57 92
14 30	30 36	46 33	4 79	51 10	45 62	7 92	69 81	18 61	2 5	31 25	9 1	36 57	1 90	28 36	38 50	24 53	60 20	13 88	40 15	27 8	11 59	56 16	35 25	22 33	37 73	10 83	15 89	49 55	47 5	50 49	43 9	57 70	6 2	0 37	20 2	8 95	26 35	54 54	53 84	17 32	25 93	44 21	68 84	62 34	12 72	67 73	33 21	55 63	65 7	42 15	52 12	61 24	19 36	66 75	21 12	34 31	5 17	59 29	58 71	64 91	48 25	29 4	39 86	63 29	32 5	41 54	23 83	3 80	16 26
2 3	7 25	56 87	33 90	16 94	46 79	53 20	66 68	65 98	49 99	59 99	27 26	28 89	52 5	14 4	43 15	51 83	62 34	21 80	31 14	50 84	19 93	68 84	15 61	39 30	69 57	17 97	58 36	54 74	6 2	57 13	34 96	42 95	11 74	24 76	25 77	38 89	4 98	45 45	18 27	29 86	63 71	10 48	32 38	9 22	5 21	26 7	47 84	0 36	44 63	41 41	48 86	37 74	36 47	64 26	13 41	35 85	3 36	8 1	22 25	20 67	55 56	40 30	67 39	30 46	60 62	12 61	61 55	1 5	23 81
44 74	29 45	31 88	43 43	53 23	42 18	24 46	59 68	34 14	10 84	39 60	18 22	67 64	0 90	35 75	20 69	58 53	54 73	23 90	46 52	32 54	7 41	16 57	27 63	26 92	3 44	6 29	4 68	40 38	49 34	38 48	61 21	36 88	22 38	15 84	51 31	14 74	25 53	13 67	41 49	2 18	57 46	1 24	66 52	60 68	62 14	5 2	69 97	8 11	17 35	30 85	48 30	28 84	47 2	12 69	45 12	52 96	63 73	64 97	9 93	56 97	65 13	19 25	21 23	33 51	55 47	11 7	50 44	37 33	68 57
22 87	64 86	52 77	33 56	11 46	34 40	60 24	46 29	41 94	17 24	20 3	43 83	9 30	58 12	5 95	36 8	63 51	15 30	57 44	24 32	54 44	6 26	4 99	40 13	29 76	8 33	26 77	67 63	12 32	0 97	49 24	65 10	18 49	35 99	19 17	45 72	50 85	37 94	23 11	44 9	53 74	56 16	61 57	7 73	1 76	39 19	27 59	31 97	2 6	69 3	3 11	28 45	68 22	42 17	10 91	55 95	59 66	66 89	16 72	62 3	25 79	47 89	48 59	21 13	32 54	30 32	38 8	13 89	51 54	14 2
32 69	60 74	33 92	41 30	12 9	5 84	0 4	56 85	38 17	23 22	28 50	62 3	64 52	65 71	11 48	51 23	46 16	48 25	36 32	29 67	57 91	63 56	54 40	8 38	13 46	2 39	43 65	10 68	21 82	24 85	59 35	35 16	50 50	7 24	55 13	49 61	31 50	1 7	52 43	15 98	18 19	40 91	9 41	14 21	68 84	34 8	67 74	6 64	22 31	19 93	39 80	26 89	4 22	27 30	66 49	30 36	69 47	17 60	3 19	37 73	53 9	45 43	61 51	42 29	47 29	16 67	20 39	44 97	25 60	58 51
48 45	57 2	13 40	30 53	42 20	66 12	14 80	23 23	56 28	35 18	68 46	47 40	43 25	4 98	51 11	50 88	65 75	27 4	24 46	25 21	1 85	39 81	63 81	26 69	6 89	18 98	69 16	16 41	59 55	5 6	33 70	34 51	19 68	44 89	29 83	67 82	22 92	61 31	21 99	9 60	36 58	64 58	2 81	11 67	15 44	55 9	46 23	7 87	17 31	37 48	41 93	3 85	0 96	28 45	58 30	60 37	32 58	10 87	38 79	62 63	54 24	31 15	20 7	45 19	40 45	12 14	49 28	52 76	8 27	53 48
55 98	68 93	63 44	0 37	27 38	19 14	34 44	64 72	31 49	25 69	17 44	15 95	41 94	40 85	43 69	53 43	4 7	38 82	28 24	39 89	6 19	18 52	57 30	69 2	29 84	67 13	59 68	47 46	16 3	52 33	20 63	61 67	12 55	5 34	62 34	2 47	42 87	51 73	48 57	60 92	44 37	22 92	58 48	26 16	13 68	9 52	30 51	32 76	66 40	11 7	1 88	50 80	21 24	37 31	46 71	35 66	3 79	65 40	8 86	7 91	54 30	24 81	33 22	49 55	45 72	10 91	36 53	56 71	23 56	14 89
