15	15
10 57	1 8	6 80	13 26	0 22	2 45	4 70	14 72	7 23	3 52	12 83	5 80	11 31	8 11	9 30
4 7	8 35	13 40	7 97	2 80	1 41	14 71	10 51	0 15	12 85	3 44	5 7	6 46	11 20	9 34
11 72	8 88	3 9	9 32	12 7	1 18	0 77	14 52	10 58	7 12	13 24	2 29	6 62	5 42	4 22
10 22	3 23	9 11	8 48	1 98	13 63	0 9	2 61	14 66	6 36	5 92	12 85	7 95	11 67	4 2
1 49	4 18	9 24	10 81	8 43	5 16	11 33	3 33	2 24	7 87	6 65	0 88	12 65	14 69	13 75
9 17	11 62	5 67	0 78	14 58	7 2	6 5	12 80	13 39	10 76	4 88	2 46	1 99	8 77	3 12
2 97	12 35	7 87	14 76	9 28	0 65	4 56	5 1	11 14	1 88	13 60	8 45	10 78	3 93	6 67
3 1	7 83	5 73	1 6	14 62	13 38	11 61	12 50	0 90	6 37	9 19	4 65	8 87	2 91	10 77
6 34	3 57	4 41	1 61	12 51	14 75	8 95	5 87	0 53	2 96	11 46	9 7	10 39	7 98	13 33
5 3	0 12	4 33	6 90	2 53	10 20	14 4	11 95	1 82	7 96	8 97	13 17	9 10	12 4	3 91
1 71	11 76	6 10	10 3	3 94	14 83	9 24	2 34	4 32	8 46	0 14	5 18	12 59	7 52	13 30
0 35	2 83	5 91	12 82	10 7	1 17	4 23	6 66	13 96	9 45	14 8	7 42	3 60	11 53	8 12
12 17	3 49	11 15	7 10	4 52	13 15	9 18	0 32	8 13	2 83	10 98	5 75	1 24	6 40	14 99
13 12	14 97	10 64	6 3	9 12	8 31	2 82	5 28	11 89	0 82	1 11	4 57	12 5	3 13	7 92
1 74	9 33	0 71	14 34	10 67	3 8	12 27	11 31	13 20	2 66	5 92	7 80	4 47	6 34	8 9
