80	15
9 151	0 101	12 156	5 72	4 99	3 15	1 34	14 57	6 75	10 75	7 167	8 162	11 137	13 84	2 193
6 143	1 52	8 189	0 47	4 177	10 9	9 10	11 14	3 124	5 149	12 105	2 26	13 78	14 27	7 147
9 186	10 34	3 172	14 142	6 155	1 113	12 44	11 2	7 144	8 131	0 15	13 44	2 189	5 178	4 44
5 120	14 131	0 139	9 64	1 29	13 53	6 17	3 40	8 84	11 32	4 87	7 104	2 174	12 149	10 185
0 140	9 142	10 48	4 53	7 91	1 143	11 73	13 18	12 100	5 189	14 121	3 30	2 22	8 134	6 169
1 6	4 127	14 197	8 118	2 177	3 174	6 80	9 85	11 161	12 2	0 105	10 137	5 30	7 56	13 17
14 162	12 76	4 76	8 191	3 123	7 89	5 32	2 53	11 29	1 154	9 33	6 26	0 178	13 147	10 154
14 166	13 190	7 22	9 147	0 47	1 116	3 163	8 41	6 95	10 187	4 66	2 124	5 112	12 120	11 176
14 163	12 200	10 35	6 15	4 166	9 124	8 165	0 82	2 28	1 64	7 26	3 190	5 193	11 181	13 71
9 62	7 106	6 50	5 160	10 161	4 188	2 160	3 151	8 149	1 57	11 133	13 34	0 84	14 12	12 72
9 66	5 106	13 80	11 21	0 183	10 57	14 187	12 166	3 30	6 165	8 27	1 148	7 16	4 196	2 195
3 14	10 146	12 184	5 145	9 26	11 109	2 184	14 58	13 70	0 98	1 84	8 190	7 185	6 9	4 8
11 134	13 9	12 47	1 2	8 34	3 97	4 98	5 54	10 165	9 23	14 69	7 83	0 109	2 3	6 49
11 184	4 130	3 149	12 159	2 65	14 102	7 50	13 87	10 149	6 199	0 17	5 106	9 30	1 116	8 98
4 84	0 20	6 125	5 59	11 92	8 183	13 63	7 35	3 133	1 66	2 159	14 27	9 149	10 129	12 130
10 189	11 11	3 157	6 6	9 150	0 51	14 22	2 54	12 173	4 120	13 182	8 7	5 143	7 76	1 19
7 20	0 38	14 199	4 79	10 199	12 140	8 67	1 85	6 26	9 1	11 7	3 196	13 126	5 94	2 111
6 109	5 134	1 80	14 142	12 182	7 113	9 148	13 165	8 128	11 109	4 7	3 66	0 17	10 85	2 112
9 122	5 57	1 169	8 119	0 106	7 169	14 39	11 35	4 111	12 2	2 188	3 164	13 35	6 143	10 151
12 128	8 196	13 71	5 86	9 190	7 188	2 30	14 128	1 91	0 54	10 193	11 19	3 88	6 195	4 200
1 164	5 143	14 39	7 168	2 34	0 130	8 6	4 173	9 195	12 123	6 142	10 11	11 28	3 159	13 37
11 178	9 178	6 34	12 159	2 49	8 89	14 108	10 51	1 101	7 159	4 158	13 179	5 23	3 100	0 116
0 184	3 160	2 162	4 99	12 114	1 193	9 131	13 104	6 53	11 131	14 79	5 139	8 189	10 101	7 98
6 130	14 49	9 132	7 193	12 61	13 114	11 136	10 158	8 8	2 106	1 65	3 137	0 173	5 58	4 174
11 62	8 171	4 160	10 74	7 150	13 168	1 171	14 130	3 4	0 168	12 180	6 98	9 28	2 57	5 114
4 193	12 147	7 19	11 2	8 83	9 108	10 51	14 68	3 60	13 45	0 101	6 177	5 117	1 167	2 183
11 169	8 4	3 109	10 181	12 51	2 40	9 173	6 153	7 152	13 100	4 12	0 95	5 130	1 182	14 38
5 37	6 62	10 79	13 123	14 55	2 56	11 186	8 62	0 28	4 165	7 142	1 91	3 15	9 63	12 44
4 185	0 150	11 23	7 119	8 77	1 74	3 173	5 149	14 149	2 62	13 57	9 120	12 192	10 179	6 160
12 113	14 132	4 57	6 149	2 79	0 86	7 198	9 177	1 83	13 48	10 97	8 11	3 85	5 158	11 26
9 124	0 3	2 193	6 189	3 127	7 180	1 47	12 49	8 10	11 31	10 69	4 155	13 87	14 59	5 156
5 182	14 41	0 105	6 89	13 49	3 86	10 66	11 198	1 104	9 111	7 59	4 127	8 129	2 90	12 22
3 89	9 112	1 170	8 31	13 30	14 41	0 164	5 199	12 112	10 168	11 75	6 25	4 108	2 9	7 138
0 140	9 196	4 140	3 199	11 168	1 152	6 63	12 27	13 94	2 121	14 38	5 99	8 56	7 18	10 97
3 27	11 116	5 147	7 184	0 118	2 131	14 122	12 25	4 97	1 106	8 170	10 140	13 95	9 113	6 75
14 7	9 44	4 91	12 97	2 186	3 198	5 35	8 92	0 184	13 97	1 189	6 182	11 12	10 192	7 112
6 96	11 37	7 71	0 9	2 160	10 79	5 74	14 106	13 50	9 92	8 174	3 165	4 7	1 56	12 44
14 110	13 156	6 126	3 152	5 157	4 16	11 188	0 9	9 87	7 17	12 107	1 114	8 54	2 137	10 44
8 174	10 164	11 144	4 24	0 83	6 46	1 167	2 60	7 136	14 199	5 134	12 146	3 92	13 158	9 63
0 32	4 24	7 151	9 5	5 125	12 187	1 56	11 87	10 139	8 102	13 66	2 36	14 40	6 152	3 165
10 126	1 84	0 74	5 20	11 112	13 137	14 184	2 75	4 102	8 115	3 3	6 112	12 163	9 128	7 146
10 105	2 122	6 187	13 159	0 28	5 176	1 24	14 6	7 12	3 75	4 153	11 9	8 31	12 193	9 177
2 55	11 178	12 88	8 172	14 132	6 10	7 10	9 65	0 19	1 114	10 9	4 199	3 172	13 130	5 174
14 36	3 39	7 197	10 53	11 58	9 156	12 191	4 95	8 166	2 182	1 13	0 5	13 60	5 87	6 41
1 109	2 92	10 87	11 34	0 109	12 87	14 42	4 109	5 3	7 73	8 98	3 135	13 52	6 174	9 31
7 111	14 179	3 149	5 22	8 7	13 142	10 38	9 129	0 9	6 197	2 145	12 12	1 199	4 144	11 118
3 139	1 173	2 39	4 168	6 87	10 47	11 33	9 120	5 170	7 145	12 21	8 191	14 32	0 119	13 39
13 164	2 126	10 27	1 190	5 179	9 57	8 18	11 50	14 79	7 64	0 113	3 119	6 20	4 52	12 65
3 183	8 74	4 119	2 77	5 187	10 152	12 118	14 75	1 188	11 196	13 18	0 8	6 130	9 61	7 88
10 39	4 13	5 39	8 149	9 102	12 178	3 15	2 101	7 24	14 175	6 7	13 130	0 41	11 76	1 199
13 135	5 5	6 46	4 103	8 1	0 183	9 166	7 140	14 163	2 8	12 82	1 174	10 97	3 186	11 25
10 126	9 161	3 57	5 61	13 27	1 88	14 71	12 86	2 159	6 38	7 187	8 180	4 16	0 194	11 68
12 183	1 142	10 105	4 103	5 130	3 142	7 194	6 60	0 83	9 119	2 68	8 175	13 7	11 70	14 55
6 104	9 167	13 188	7 23	0 170	11 144	3 139	8 80	2 101	14 148	1 16	5 195	12 83	4 84	10 181
