20	15
8 2	13 99	9 95	10 70	3 95	7 12	1 80	5 52	2 44	11 73	12 59	14 79	0 34	6 73	4 49
14 42	12 65	4 10	10 48	2 54	13 62	5 76	3 6	7 32	11 46	6 86	1 19	8 41	9 22	0 55
4 20	6 15	5 76	12 88	14 62	1 80	9 40	10 99	0 43	11 33	2 31	8 71	3 54	13 88	7 54
8 27	0 54	5 34	10 32	6 1	3 13	9 47	2 73	4 87	12 1	7 62	1 89	11 82	13 39	14 27
1 27	8 43	3 34	10 62	6 96	14 44	4 92	13 3	11 64	5 76	9 74	0 64	7 75	2 67	12 69
8 96	3 25	10 6	0 11	5 44	6 21	1 39	14 25	7 48	4 85	12 94	13 32	11 23	2 95	9 77
9 33	6 46	10 34	4 2	13 41	8 93	12 46	2 87	7 74	5 73	3 86	0 63	11 97	14 17	1 99
5 92	10 7	3 29	13 38	0 26	7 79	11 67	8 77	12 98	9 88	1 8	6 89	14 28	4 26	2 41
4 24	6 29	11 10	12 78	7 51	9 95	13 84	5 89	0 57	3 86	10 14	14 35	1 84	2 72	8 35
12 65	10 87	6 68	4 10	7 64	0 20	2 69	8 66	5 74	1 74	14 20	11 43	13 35	3 15	9 12
7 25	4 88	0 24	5 39	13 39	2 72	12 24	10 5	14 72	8 27	6 77	11 95	3 79	1 31	9 31
0 37	10 68	5 16	6 33	11 68	1 83	4 4	13 31	7 58	3 53	12 94	2 61	14 87	9 14	8 64
14 89	10 80	13 55	2 30	5 25	11 71	7 84	6 63	0 2	8 20	1 72	4 81	3 8	9 45	12 6
13 8	10 89	12 21	3 89	2 78	9 28	8 84	0 22	4 24	5 47	1 54	6 10	7 28	14 23	11 51
3 30	13 72	6 50	0 70	9 45	7 58	11 25	5 97	10 94	8 30	1 6	12 97	14 2	4 54	2 34
10 93	6 88	0 66	9 75	8 81	4 92	2 52	14 34	7 32	5 18	1 92	12 43	3 53	13 84	11 84
2 36	9 25	13 86	6 45	11 71	5 8	7 56	0 90	4 20	3 34	12 97	10 27	8 52	1 4	14 26
9 79	5 52	12 31	3 47	13 44	2 82	6 5	14 38	1 75	4 3	11 13	8 36	0 82	10 51	7 63
9 15	8 59	13 53	5 10	3 58	4 49	12 17	7 80	1 22	2 84	14 99	11 55	6 2	0 14	10 81
1 56	10 45	12 3	9 2	7 99	0 77	13 47	8 9	11 5	6 93	5 5	2 60	4 37	14 22	3 28
