30	70
2 70	39 18	43 58	30 44	57 77	63 74	54 71	60 51	21 37	28 15	46 41	31 2	66 31	25 74	9 71	7 53	53 98	36 98	67 86	0 28	51 85	61 28	6 88	47 5	50 82	17 70	35 71	13 3	18 96	24 41	16 37	38 10	56 61	26 74	64 91	12 22	11 59	14 15	22 75	1 22	32 1	3 16	49 29	23 83	33 31	45 11	5 31	68 78	44 83	42 96	29 48	55 37	62 77	41 64	69 59	40 64	59 67	15 92	65 22	34 56	8 57	37 68	10 20	19 3	58 97	48 30	27 35	52 47	20 8	4 42
22 49	13 80	31 52	67 46	32 93	4 99	54 53	57 39	28 2	17 16	19 3	23 90	49 81	27 94	15 42	30 81	26 54	16 58	66 5	60 40	43 89	61 84	45 24	34 57	11 69	47 51	51 42	20 79	35 56	25 59	24 93	2 81	42 84	10 59	9 55	14 34	33 57	40 49	39 34	65 83	6 96	56 34	5 22	38 47	12 61	62 39	1 11	69 31	58 64	41 19	52 94	8 88	18 75	37 12	46 39	3 7	59 8	53 22	50 68	63 32	29 47	48 83	55 48	44 46	36 25	64 71	21 12	0 16	7 67	68 16
24 61	35 71	50 13	63 4	5 37	20 40	0 68	37 24	36 39	6 88	1 80	51 76	41 52	62 56	44 4	21 25	8 20	31 5	53 35	55 41	9 94	38 1	22 90	45 69	32 73	30 8	19 45	61 53	57 45	54 41	64 96	14 73	13 70	34 59	67 17	42 8	10 19	15 62	26 29	11 63	43 53	25 44	66 68	69 37	49 16	60 62	7 33	48 55	58 97	3 42	52 34	4 52	47 8	40 78	59 93	27 77	29 79	16 91	18 56	33 67	65 51	68 77	39 73	46 28	28 51	17 13	2 32	56 66	23 86	12 32
63 30	46 18	39 95	68 21	50 94	57 59	4 20	22 1	12 24	51 94	58 73	29 42	52 66	60 67	0 78	53 35	15 69	32 95	13 84	47 7	5 23	11 2	64 50	34 94	35 28	21 19	27 27	41 79	42 82	2 21	38 42	23 96	59 3	8 53	33 14	36 36	30 46	3 48	10 63	24 78	6 74	48 84	26 55	67 77	1 22	37 55	40 16	54 41	20 87	49 90	31 25	66 7	56 88	61 9	18 1	9 2	25 92	19 28	16 35	45 59	69 75	17 65	7 82	43 61	44 38	62 95	55 48	14 9	65 56	28 99
21 53	44 96	69 39	43 10	65 12	37 30	68 28	52 23	10 6	56 34	19 94	67 25	61 6	64 41	14 36	5 23	18 45	53 36	3 7	15 75	57 1	29 16	26 74	23 10	9 72	13 83	60 26	40 80	62 98	66 22	33 11	12 92	45 8	6 68	0 64	17 89	36 17	31 41	42 51	58 98	59 43	41 25	2 7	47 21	32 30	11 14	35 4	34 6	30 69	16 5	25 46	4 15	28 56	7 10	48 63	38 64	46 89	8 84	22 58	51 85	49 54	27 90	55 14	50 45	39 85	54 59	63 76	1 72	20 64	24 27
54 91	56 12	57 80	7 39	24 10	52 31	37 46	1 13	28 45	60 23	53 36	62 28	13 24	36 10	17 24	40 74	2 65	39 37	45 36	3 4	46 42	9 21	20 80	31 34	11 11	33 97	27 7	16 16	35 36	26 86	65 14	41 70	66 86	38 39	59 60	29 81	5 56	34 11	51 95	0 81	48 4	4 66	61 70	32 1	18 42	64 4	63 69	58 48	43 50	69 44	30 61	49 13	14 71	67 35	50 20	68 47	44 19	6 46	15 77	25 21	23 81	21 31	55 96	42 2	8 72	10 34	19 21	47 51	22 31	12 31
3 68	9 74	54 63	61 53	69 72	26 20	43 43	60 16	6 50	66 68	50 90	35 97	68 56	18 20	0 74	47 32	24 71	40 74	5 33	42 7	10 52	67 35	52 31	36 88	58 81	63 57	20 40	39 36	22 53	17 15	48 62	44 57	34 44	12 59	11 28	1 43	15 57	29 8	4 92	13 49	49 55	46 18	31 94	16 76	57 77	8 83	51 52	64 65	59 49	41 51	25 7	53 46	56 97	30 23	38 1	65 99	45 39	21 20	23 22	33 49	27 19	37 74	55 47	28 96	7 83	2 19	62 62	32 60	19 70	14 88
31 47	45 44	44 33	1 6	36 63	58 11	56 45	59 61	68 83	57 90	10 53	67 46	15 42	48 9	4 54	7 81	22 48	64 76	26 71	33 16	16 73	62 2	13 60	38 86	40 19	69 67	66 88	42 28	17 60	5 3	8 11	37 49	34 9	43 92	52 13	51 22	46 6	12 16	25 93	41 60	2 48	35 48	23 20	3 3	55 9	6 30	50 59	54 98	60 99	28 22	39 48	24 93	29 1	65 71	61 31	18 39	32 46	19 43	14 17	47 6	63 42	53 33	21 42	20 86	11 72	30 3	49 31	27 59	9 44	0 92
30 67	67 51	21 77	34 29	14 98	22 93	46 8	12 24	54 81	57 62	40 82	68 27	61 78	39 75	60 10	29 25	56 78	31 56	47 68	2 70	53 49	20 63	64 1	18 80	19 66	10 28	62 22	5 32	55 33	58 32	6 5	27 59	42 42	43 87	3 46	24 39	50 63	45 7	59 58	51 24	17 46	25 63	32 80	35 23	13 56	4 25	65 34	69 69	11 32	1 99	49 28	52 85	44 42	66 24	41 20	15 37	16 92	63 54	26 99	23 73	9 12	8 75	48 83	0 86	38 31	33 43	7 73	36 42	28 94	37 11
64 71	68 80	40 59	58 55	3 69	28 45	6 69	25 99	8 88	52 45	18 58	14 69	2 2	31 65	13 65	17 26	23 16	55 29	26 13	11 59	7 87	61 80	12 23	0 89	24 67	42 40	67 4	50 71	29 55	32 49	10 25	21 79	20 23	1 80	60 33	30 74	48 32	51 44	44 60	45 50	4 42	15 6	46 52	43 74	53 31	66 12	22 13	37 98	16 51	62 5	54 84	49 18	38 20	47 57	57 19	27 91	33 10	35 60	65 28	36 4	63 77	59 50	41 49	34 30	9 19	5 20	19 94	69 87	56 33	39 19
54 93	10 56	9 80	55 90	0 76	31 76	16 63	32 32	19 54	52 55	42 47	62 56	5 99	53 79	14 67	47 88	12 1	6 81	41 47	20 56	56 46	11 53	68 4	29 94	37 15	46 43	67 84	34 32	64 42	21 32	40 11	50 17	44 75	58 72	15 67	28 39	49 74	59 67	23 5	33 3	1 86	2 75	57 24	61 55	63 98	8 77	7 59	27 16	48 99	51 99	43 81	65 93	24 52	30 57	17 80	22 22	3 68	60 75	4 10	13 19	45 26	26 4	38 4	25 12	36 11	35 77	69 68	39 39	66 21	18 34
64 82	30 23	20 16	53 86	60 92	42 93	41 67	40 84	45 1	48 30	34 67	17 93	52 90	32 74	35 8	2 39	10 93	62 98	16 12	15 56	26 16	58 67	4 10	54 15	29 3	57 74	55 23	31 22	39 87	9 11	68 93	67 99	7 49	66 61	12 30	6 70	24 29	37 51	21 89	8 78	56 33	23 98	51 78	27 96	11 94	19 95	49 11	65 1	59 30	25 18	22 73	63 85	14 43	36 37	5 15	43 70	1 76	50 48	3 66	47 59	0 88	33 80	69 66	38 91	46 81	28 62	61 11	44 59	13 77	18 43
25 64	44 65	68 10	3 97	8 90	7 80	42 82	23 68	22 60	48 25	38 17	57 15	51 36	6 48	21 70	20 62	36 57	61 99	31 60	33 56	2 46	9 18	14 33	4 27	59 15	47 81	58 41	34 88	28 85	32 8	37 56	41 63	69 2	0 18	49 75	30 80	40 71	39 8	10 78	19 4	46 49	1 5	55 6	65 63	64 41	29 87	27 13	17 12	63 91	26 62	43 75	5 75	15 6	53 51	13 96	35 34	18 31	24 23	45 64	12 89	66 8	11 58	54 74	52 37	50 36	60 63	67 36	56 77	62 54	16 17
6 83	63 61	34 70	35 57	56 78	67 11	3 90	26 43	13 29	43 90	69 15	58 4	30 74	0 25	41 18	53 72	47 71	29 49	64 39	66 98	40 52	44 76	2 89	50 9	27 30	65 16	25 49	4 72	18 50	57 55	9 48	7 86	16 39	60 93	42 44	45 53	12 38	36 66	62 19	5 42	28 87	10 50	48 47	17 72	1 40	46 11	52 31	61 86	11 78	31 38	8 65	59 95	20 70	19 93	38 37	22 20	49 34	39 31	32 62	54 1	24 25	55 99	33 34	21 16	68 18	15 11	51 67	37 65	14 81	23 27
56 22	0 1	52 53	23 33	24 41	38 84	32 28	16 46	36 24	17 7	64 97	49 15	53 88	60 66	27 96	51 81	37 19	3 1	57 18	25 72	54 12	61 31	7 83	55 91	41 43	63 29	65 33	44 86	1 66	9 94	8 23	45 73	66 36	5 2	40 47	13 72	46 56	42 88	6 56	62 11	59 18	68 63	30 67	58 46	35 16	47 61	43 21	14 89	48 16	20 30	26 85	28 85	67 57	50 90	29 90	12 38	39 60	11 49	4 19	31 61	10 30	33 28	22 17	19 74	15 71	69 47	18 55	2 28	21 24	34 41
18 47	10 74	16 80	42 99	51 71	13 74	7 80	4 86	67 27	58 72	23 25	56 71	63 77	40 41	11 31	57 61	59 5	8 57	25 96	44 2	33 25	6 67	61 51	62 24	26 52	48 72	46 31	31 38	17 34	68 32	36 80	64 63	1 7	19 59	5 34	49 65	69 43	45 97	24 86	0 94	37 75	41 53	32 85	9 71	39 29	66 5	54 83	47 61	15 38	12 84	53 30	52 59	38 67	29 59	2 92	20 56	28 35	43 47	14 56	50 95	55 53	3 17	21 40	22 24	60 86	27 60	30 81	65 78	35 36	34 82
59 53	27 29	63 17	41 97	51 44	0 53	10 99	66 87	26 23	19 39	54 95	44 86	68 33	42 32	3 97	32 91	28 94	18 62	52 44	9 88	61 64	13 82	40 87	56 52	50 11	30 94	17 64	14 58	20 68	29 6	48 71	58 32	25 81	45 1	38 7	31 23	1 95	34 18	2 25	23 48	15 22	43 19	47 38	6 59	5 16	57 51	39 91	46 53	62 16	12 48	55 67	67 59	64 91	11 71	8 20	49 75	60 87	36 53	33 4	7 17	16 84	37 55	4 53	22 85	24 99	69 10	65 95	35 20	21 3	53 74
15 29	53 88	61 61	38 95	45 72	7 62	63 50	58 74	51 71	52 28	37 94	50 12	41 30	68 99	59 37	22 10	13 2	39 66	46 64	60 32	4 86	6 38	34 59	20 22	28 97	14 28	55 62	26 43	44 42	8 61	12 14	10 44	36 48	57 52	66 92	42 98	32 25	23 37	56 60	33 52	54 34	17 14	64 20	2 92	24 89	16 68	18 20	35 85	43 9	29 80	47 51	31 40	21 48	0 85	48 24	3 44	9 79	27 14	65 94	1 73	11 62	49 36	40 75	67 57	69 82	25 14	19 41	62 60	30 34	5 67
