15	15
13 75	12 159	10 130	8 142	2 95	9 98	4 96	0 178	14 36	11 54	3 99	5 20	1 55	7 36	6 22
7 40	1 116	8 93	13 35	14 102	2 19	12 78	4 25	10 135	5 21	6 147	11 199	0 135	3 49	9 155
10 132	13 106	0 101	7 77	8 124	5 119	12 101	11 49	6 24	2 90	4 169	9 181	14 165	1 115	3 142
8 11	5 143	6 126	12 148	3 15	11 171	1 65	9 123	10 42	2 47	7 113	0 118	4 142	13 36	14 192
7 13	11 18	4 5	9 170	14 175	10 106	2 125	8 198	1 131	0 153	12 181	5 193	6 67	3 150	13 120
11 55	8 153	1 119	13 170	12 1	2 39	14 36	9 89	3 105	5 111	10 188	4 186	7 40	6 142	0 20
3 7	10 53	5 87	0 99	8 140	7 122	14 131	4 165	13 153	6 8	9 139	12 60	1 59	2 140	11 57
12 1	11 93	5 153	7 144	14 51	1 104	4 116	10 157	0 66	3 142	8 5	2 8	9 143	13 169	6 23
5 74	10 181	4 166	3 68	1 86	8 172	6 180	7 90	0 135	14 58	11 122	2 51	13 91	9 54	12 41
3 177	13 118	14 164	10 176	1 197	9 62	12 46	5 39	8 111	2 167	4 28	11 159	6 10	0 50	7 129
2 152	14 134	6 85	8 197	11 33	9 188	12 132	13 183	1 85	4 198	10 8	7 72	3 141	5 67	0 198
14 180	3 199	1 188	9 191	0 150	4 156	11 128	8 89	13 145	7 8	10 59	6 1	12 198	2 157	5 189
8 10	10 156	2 14	13 57	5 160	14 96	11 2	6 176	3 129	0 22	9 115	12 189	7 87	4 32	1 187
5 154	6 58	10 75	8 194	0 50	7 68	2 190	14 122	1 98	12 64	13 26	3 33	11 154	9 87	4 42
4 59	10 24	6 120	14 93	2 163	12 154	5 152	9 183	7 135	11 147	8 81	1 182	13 72	0 42	3 42
