15	100
70 79	52 90	77 22	91 41	72 83	61 48	20 20	92 86	86 73	55 61	43 60	22 1	39 31	94 29	33 3	60 99	67 28	45 89	79 69	6 33	16 31	21 68	23 96	40 10	29 21	84 98	18 9	46 27	93 43	68 14	7 76	27 81	65 47	0 66	8 64	89 95	56 67	73 89	97 61	83 59	59 89	51 77	54 79	11 60	71 43	90 65	48 15	82 84	78 63	42 90	75 67	17 54	81 96	50 30	9 18	49 32	98 92	35 35	13 7	88 10	28 46	63 69	26 83	4 90	85 30	66 42	19 84	69 99	5 16	80 39	37 31	58 10	31 1	25 86	44 23	57 57	87 63	41 50	96 56	76 48	74 7	62 8	12 71	1 60	64 12	53 90	99 52	10 86	15 88	34 54	32 84	30 7	38 18	2 75	36 85	95 18	47 78	24 22	3 89	14 7
11 69	76 90	37 76	73 67	43 92	24 97	56 66	96 77	53 78	60 91	27 75	35 21	59 68	2 96	77 27	75 58	55 94	28 74	81 9	18 56	14 92	9 15	84 31	93 88	52 79	39 39	44 80	36 6	49 85	38 10	68 22	41 9	74 22	10 52	82 27	46 87	15 92	83 37	25 47	64 76	23 44	21 59	50 69	67 52	92 11	86 9	88 51	6 5	94 2	16 41	47 57	61 79	40 40	69 89	20 67	91 60	34 34	31 20	87 9	0 73	97 90	54 36	45 19	48 63	98 79	99 31	29 80	7 76	72 62	17 82	51 17	42 37	32 33	66 10	3 48	63 17	5 27	78 88	79 34	89 1	26 74	80 43	85 68	57 4	8 34	13 68	22 54	58 22	33 16	1 75	95 98	4 7	65 67	90 36	30 91	70 52	19 39	12 88	62 16	71 75
78 7	7 85	53 8	15 93	20 66	22 99	66 62	10 42	42 34	86 61	6 83	29 52	74 71	36 77	85 65	80 30	25 64	62 21	33 54	81 13	56 84	96 75	57 85	47 86	9 95	26 70	54 89	52 73	23 2	63 8	46 33	2 41	48 35	88 89	70 68	44 28	67 76	14 8	43 57	4 95	41 10	73 39	75 40	93 85	16 10	45 28	69 59	24 2	59 9	55 28	5 23	77 30	40 16	87 82	38 30	37 78	1 42	76 39	92 50	58 51	28 17	84 93	51 14	65 2	71 9	82 22	60 61	32 45	50 29	90 12	30 49	89 25	3 70	72 96	64 62	11 16	91 78	8 91	12 46	39 91	94 59	99 34	18 70	13 28	68 7	21 18	61 80	79 19	97 59	19 45	95 6	34 45	83 48	0 28	35 66	98 67	17 42	27 55	49 7	31 97
11 28	13 83	47 23	70 94	53 22	44 34	15 17	46 8	86 46	36 1	63 99	68 29	5 20	51 49	37 91	35 63	27 82	42 62	28 18	66 11	19 81	39 50	50 42	40 3	85 58	3 79	62 37	33 64	18 94	60 75	30 76	16 2	93 62	96 48	24 84	61 25	23 29	57 35	20 31	17 6	25 32	10 16	69 93	52 12	79 34	71 63	45 65	80 78	7 29	87 56	34 32	55 33	59 18	56 82	1 35	90 10	8 33	95 80	75 44	67 51	14 53	43 54	78 26	26 22	97 8	89 26	84 61	31 59	32 10	48 18	58 22	64 91	49 12	0 33	41 22	91 62	88 37	38 38	22 55	21 95	77 98	73 37	2 98	82 52	72 31	6 67	98 87	54 2	81 7	74 50	9 79	12 97	92 84	99 58	4 66	83 93	94 90	76 69	29 43	65 13
74 45	95 12	36 99	8 79	4 16	29 32	52 20	0 29	14 83	70 47	33 40	43 11	21 33	86 80	32 77	40 33	96 79	98 50	30 8	77 53	50 8	9 36	73 50	83 37	79 15	87 56	78 88	88 4	41 18	90 99	37 94	76 6	20 85	56 49	18 49	65 41	34 16	85 34	63 62	27 95	47 63	94 14	57 51	22 33	72 23	64 39	82 15	11 31	26 7	54 11	13 69	53 40	31 3	39 1	66 31	55 34	80 69	62 91	19 37	51 53	12 32	93 47	2 36	15 13	69 62	35 36	45 77	1 77	25 75	59 11	97 63	58 59	60 53	5 63	38 90	10 70	24 33	46 80	99 38	42 59	16 94	75 47	49 75	89 94	84 44	71 67	44 29	17 25	92 16	48 62	81 89	68 55	7 16	6 17	91 19	28 22	3 11	67 86	23 66	61 52
37 15	67 28	0 84	78 77	72 73	2 15	84 44	64 43	22 90	82 36	20 17	53 26	68 30	47 35	46 70	76 89	42 90	19 33	88 30	38 3	96 35	45 4	90 80	99 30	25 68	33 3	80 35	86 17	39 56	32 33	12 16	61 25	8 73	98 4	1 2	95 1	21 53	6 12	4 85	43 98	83 45	50 81	85 41	14 66	77 27	75 91	59 81	34 70	57 7	74 72	51 85	93 22	87 14	11 57	70 27	54 98	97 62	81 41	26 69	63 37	7 45	44 13	18 70	9 49	56 43	58 5	91 53	69 97	71 80	40 38	17 87	66 16	16 46	73 19	35 7	15 24	10 94	3 20	27 59	55 27	62 94	89 89	60 68	41 67	48 15	28 19	49 61	31 62	24 27	13 92	23 68	94 90	65 17	30 13	5 91	36 32	52 55	92 45	29 19	79 98
87 77	51 38	65 84	55 94	71 3	9 86	99 27	67 37	10 80	70 46	39 73	54 16	8 7	52 92	72 25	29 50	58 72	86 64	19 60	90 82	2 15	94 39	46 25	63 77	42 44	88 6	79 53	1 60	6 25	26 75	96 82	64 78	93 45	69 12	80 64	85 47	75 23	5 46	18 56	41 98	76 84	14 1	0 94	31 1	35 94	30 36	25 2	48 91	45 5	60 31	22 36	43 3	44 19	57 37	89 92	16 53	37 35	56 41	24 60	66 10	36 15	21 71	97 37	40 64	59 95	27 92	81 53	61 35	78 89	13 37	15 9	98 48	83 7	23 99	7 97	28 59	53 61	62 28	49 52	34 39	32 90	47 47	92 33	73 99	33 76	91 29	12 78	82 29	95 29	84 92	68 81	77 8	3 63	4 18	50 16	38 79	74 43	17 66	20 94	11 57
33 95	90 37	97 44	91 89	62 85	85 68	36 72	44 26	68 50	83 96	19 1	48 49	11 84	99 2	94 49	56 23	63 57	88 42	14 5	27 18	4 99	26 80	60 33	82 43	45 22	80 77	51 53	75 94	89 36	78 43	96 61	52 19	67 23	8 17	7 7	37 46	20 62	95 15	87 46	92 41	65 7	66 88	38 52	53 88	32 6	55 57	47 66	15 18	3 79	76 66	69 68	71 26	42 27	54 39	49 6	2 70	17 92	34 17	10 46	57 10	72 6	23 10	18 9	93 80	40 28	9 26	81 9	70 41	5 82	22 27	39 49	61 27	64 74	41 19	16 33	29 98	58 18	31 17	24 64	59 21	21 27	1 90	74 23	6 65	50 51	28 95	77 66	30 10	13 87	79 5	12 95	25 89	35 71	98 54	84 53	43 86	73 97	86 82	0 9	46 46
81 22	32 8	33 36	71 92	69 66	76 99	47 78	99 4	63 43	10 58	4 81	98 84	56 81	77 30	19 95	51 40	9 42	1 54	30 30	5 7	48 88	44 86	97 19	73 92	75 85	25 78	15 88	89 55	27 93	23 65	78 25	62 95	35 56	31 25	22 35	20 67	41 75	82 6	38 1	68 81	74 98	86 64	26 40	24 96	66 36	57 16	93 39	84 6	0 83	28 19	37 67	72 82	88 30	58 20	92 79	46 39	65 77	95 34	87 90	70 35	67 33	80 87	42 11	54 35	90 52	61 12	39 95	8 67	52 62	2 82	18 47	21 51	60 57	6 76	96 62	13 97	64 5	91 87	3 84	11 90	85 12	45 16	55 52	50 85	43 35	94 26	83 48	36 71	34 64	16 65	14 32	59 78	12 73	17 1	53 20	29 49	7 11	49 26	40 22	79 60
70 10	72 21	75 32	61 46	41 55	2 57	13 22	62 56	90 78	24 22	78 31	65 82	84 80	15 58	49 65	34 29	54 87	67 47	64 6	69 52	39 43	43 87	1 9	96 72	94 2	79 23	16 6	44 13	46 76	5 37	21 34	83 95	74 61	33 29	80 25	89 82	19 30	47 27	42 67	45 88	68 42	18 39	73 1	92 84	93 33	37 70	63 84	11 57	91 33	66 32	56 13	0 86	77 55	7 98	20 90	14 68	57 1	58 85	35 47	27 11	59 19	99 6	52 42	29 66	17 42	25 58	95 69	86 82	48 16	36 50	53 90	51 75	97 19	76 56	26 78	87 83	8 34	32 76	55 90	22 77	82 74	81 19	6 83	30 98	71 93	60 85	31 1	50 57	9 28	85 59	3 56	28 71	12 61	10 5	23 47	98 10	38 2	40 33	88 95	4 24
32 5	87 94	25 57	78 31	55 94	58 6	85 19	27 61	50 8	40 34	68 41	20 68	86 20	18 75	39 81	52 79	83 7	56 18	88 14	12 58	92 25	4 10	43 17	38 66	16 87	23 71	24 20	76 68	34 57	77 47	0 12	19 62	82 52	60 31	54 83	21 20	93 33	79 41	66 98	97 79	98 32	71 43	10 40	22 55	13 92	70 84	26 32	49 12	61 77	8 55	11 84	41 10	44 82	74 95	84 23	90 74	75 24	69 34	31 63	45 35	67 20	57 31	35 69	14 80	3 99	48 20	96 27	7 85	53 27	28 63	5 24	65 61	59 91	81 83	91 6	99 24	94 82	37 7	64 23	9 56	72 35	1 85	15 36	17 95	47 77	51 74	73 20	42 95	6 83	63 46	30 67	89 74	33 14	62 56	80 7	36 50	95 52	2 24	29 79	46 31
37 85	71 53	72 77	43 84	51 15	26 27	56 30	35 51	79 37	53 1	97 14	91 88	22 27	80 9	59 17	63 60	60 13	44 32	28 26	0 22	87 21	90 70	93 9	73 14	67 76	9 18	11 6	46 63	69 81	5 32	2 70	84 27	95 43	52 84	33 43	14 69	81 19	4 57	74 81	42 14	24 88	36 16	32 26	7 60	19 51	17 81	3 25	39 12	75 43	82 74	25 12	64 73	40 80	57 87	77 67	98 20	45 83	34 32	23 30	89 58	18 70	92 46	16 26	8 66	54 58	70 25	15 51	48 17	21 90	20 48	96 58	62 49	30 83	13 53	49 18	38 60	86 1	76 71	55 10	65 76	78 48	61 58	99 8	1 11	83 11	68 58	50 5	31 10	6 19	12 64	29 34	27 5	85 48	41 49	66 21	94 23	88 80	47 82	10 98	58 15
19 32	64 43	36 40	83 79	76 49	24 57	53 82	8 74	98 47	45 53	3 44	31 28	5 39	69 81	30 24	50 65	17 90	33 27	40 37	43 83	2 46	93 79	88 18	10 31	35 72	46 90	16 31	21 59	20 78	13 9	79 38	32 26	57 63	38 21	6 33	52 58	84 38	91 37	4 43	25 44	74 95	12 2	92 64	63 14	68 21	44 84	1 77	41 71	29 74	22 3	65 62	62 52	94 19	42 62	9 49	47 90	66 12	59 23	81 88	85 89	55 30	99 9	71 21	72 46	18 98	61 49	95 80	58 10	56 36	48 83	49 74	37 92	60 48	80 92	67 94	34 89	23 62	15 21	96 6	7 26	82 25	14 40	28 47	51 51	39 52	89 95	87 60	77 49	97 39	70 8	26 13	78 95	75 1	73 27	90 39	86 27	27 62	0 57	54 90	11 9
65 16	28 7	57 56	98 88	6 28	9 28	78 49	26 1	21 41	59 92	73 66	5 90	53 40	37 34	58 30	2 24	34 71	40 4	46 19	96 37	12 70	31 93	15 79	92 40	66 70	64 62	88 17	77 23	43 87	71 68	47 71	74 93	50 19	99 51	45 1	94 89	62 30	52 19	32 42	17 4	55 40	25 69	67 82	36 48	72 65	41 59	68 34	87 8	90 3	19 68	51 49	80 20	89 89	54 10	38 29	79 29	61 67	0 98	16 2	20 61	70 65	22 41	86 46	42 15	82 72	13 58	76 4	49 34	10 72	97 87	83 32	95 5	8 42	63 18	11 84	91 32	84 29	56 85	27 84	81 13	30 59	85 26	93 14	4 75	35 7	23 22	69 65	18 64	7 54	3 76	1 62	33 53	44 56	29 96	60 30	24 48	48 73	75 48	14 82	39 99
28 21	16 96	38 48	50 21	27 93	93 44	99 39	42 94	1 81	83 64	95 84	21 96	8 29	57 9	87 40	68 57	49 60	6 83	75 3	79 11	24 91	36 26	88 23	35 11	54 88	47 81	44 93	37 95	97 40	72 83	30 60	89 58	64 55	91 15	11 7	5 35	80 54	20 73	56 9	66 17	84 62	65 70	70 78	10 28	77 93	62 54	61 6	13 48	15 87	7 96	85 45	74 65	26 91	71 36	46 7	19 17	48 48	59 60	92 24	33 61	9 70	58 85	40 69	86 93	4 47	18 45	0 8	69 21	98 74	31 15	73 61	23 20	17 23	52 15	2 73	41 98	43 45	90 29	96 77	67 14	94 40	76 83	22 48	39 45	53 43	25 84	45 4	29 82	60 65	34 69	14 1	82 94	81 11	78 16	55 90	63 14	12 46	51 76	3 43	32 74
