50	70
50 75	17 19	54 86	53 11	31 62	15 37	2 82	8 16	9 68	25 57	16 69	32 50	22 16	20 73	11 31	63 92	12 98	58 65	38 22	34 63	28 95	35 10	3 5	18 50	66 69	14 26	23 92	37 78	19 85	56 16	7 64	43 83	62 28	61 72	68 35	67 99	26 86	40 16	52 81	13 26	10 33	1 6	69 61	5 69	44 93	48 61	29 71	24 78	41 25	4 87	36 84	0 76	42 28	47 77	45 9	64 8	59 37	27 59	30 79	21 55	57 78	46 77	51 60	49 16	65 52	39 18	33 49	6 40	60 84	55 65
60 71	39 10	7 72	1 12	23 41	24 32	52 24	16 64	58 11	29 80	31 57	55 98	21 13	30 20	67 59	68 88	9 47	50 21	28 82	5 97	27 14	17 13	26 1	11 49	10 34	22 62	65 31	48 76	45 4	56 22	64 68	32 82	4 37	51 66	42 45	18 97	33 30	49 61	37 60	53 24	6 6	41 97	36 39	0 43	25 34	43 15	59 34	63 86	61 83	34 82	62 19	44 36	8 73	47 50	54 60	66 1	2 9	12 30	14 85	3 47	38 64	35 13	40 28	69 93	57 57	15 22	13 75	46 44	19 99	20 90
17 19	52 59	16 19	3 11	18 25	27 44	23 96	56 51	24 89	66 97	32 71	67 75	43 78	9 81	10 70	53 81	44 18	59 78	46 29	13 64	47 58	36 4	30 3	58 13	39 69	55 52	2 77	15 34	65 22	54 93	62 39	49 46	33 54	40 69	61 83	34 97	1 47	63 41	6 50	29 11	51 10	21 28	11 66	5 49	19 59	45 27	14 88	20 13	28 53	8 98	35 62	68 77	7 52	25 62	60 89	57 60	0 68	12 96	22 38	64 70	41 73	48 8	50 52	38 37	69 12	26 42	4 6	42 97	37 52	31 33
43 69	37 67	53 51	69 6	40 12	23 54	36 93	0 76	42 1	6 67	12 19	45 43	21 87	38 15	4 61	63 85	66 71	55 67	11 82	48 11	62 19	39 15	68 48	19 83	41 43	33 51	52 60	28 26	57 3	30 10	60 91	17 56	8 3	10 43	9 4	49 63	20 92	29 84	13 13	24 60	25 88	16 51	65 45	3 80	14 6	15 80	50 95	1 36	47 88	54 26	35 70	22 67	59 80	51 37	18 82	27 79	34 69	5 43	32 3	56 4	7 25	31 12	26 23	2 40	46 13	58 15	67 46	64 29	61 21	44 41
34 9	48 44	26 15	12 78	44 54	46 4	25 89	66 24	49 86	40 12	28 9	8 45	64 5	10 66	22 6	54 53	19 82	15 37	63 87	0 57	53 74	65 93	21 54	23 33	16 57	58 17	51 12	29 42	55 63	17 96	52 62	37 35	2 58	56 82	27 35	50 56	9 71	13 45	38 89	24 32	69 40	61 60	35 67	43 2	3 32	36 80	45 21	32 72	42 88	68 51	60 26	6 12	41 17	4 69	62 9	20 64	14 76	18 53	7 2	33 19	59 47	31 10	57 37	47 35	30 52	11 71	5 86	39 2	1 7	67 14
60 49	4 75	13 11	46 71	7 9	44 46	65 68	67 33	8 22	15 80	6 22	47 56	28 85	20 48	19 74	68 33	63 52	31 17	33 89	35 64	50 70	66 21	29 96	9 47	51 60	11 20	27 43	58 11	21 39	39 29	49 25	38 52	2 20	41 5	61 85	42 91	55 88	57 9	10 83	22 8	5 30	25 57	34 45	45 48	54 82	23 66	0 2	36 77	53 34	52 93	59 8	64 58	48 21	26 10	16 35	3 41	43 76	1 81	30 67	18 70	37 16	56 29	69 50	40 70	14 84	17 5	12 78	62 73	32 40	24 2
41 87	46 7	68 84	48 65	34 90	59 4	1 34	40 3	29 33	21 17	65 46	44 27	57 98	31 9	18 10	64 63	61 11	55 65	14 97	17 86	67 76	38 44	56 67	60 33	12 37	27 31	11 30	16 45	51 26	15 99	58 5	26 83	53 43	32 78	23 49	20 81	45 36	25 55	10 52	22 93	35 49	28 28	42 45	50 32	43 21	52 59	30 97	39 78	33 87	9 29	5 78	4 38	8 57	36 35	0 97	7 88	63 79	13 82	24 93	2 30	66 47	6 99	49 3	19 46	37 62	3 87	62 21	69 2	47 86	54 22
9 47	0 94	38 71	58 23	20 89	41 30	47 78	27 18	40 93	32 35	66 93	63 44	13 40	51 91	39 1	18 88	11 48	46 71	3 36	55 79	21 70	52 78	16 98	50 50	37 6	64 36	6 53	15 92	1 25	44 92	31 6	48 69	28 89	43 19	2 48	29 42	65 58	42 71	24 82	68 81	53 92	45 79	35 36	4 28	57 88	67 39	33 21	26 32	69 92	23 86	54 99	19 20	7 18	8 2	56 54	60 86	36 15	59 49	62 98	22 36	14 30	61 80	12 13	34 26	25 91	5 39	49 15	17 3	30 74	10 59
55 62	45 80	7 38	67 43	9 62	24 2	2 45	51 58	1 41	47 49	29 93	56 38	14 34	27 79	37 74	17 90	49 97	46 74	13 94	50 29	41 93	20 92	26 52	53 35	64 64	19 60	69 28	25 96	42 30	63 85	40 84	38 55	6 90	0 30	36 69	32 52	58 4	65 3	18 71	68 76	57 27	66 39	12 71	34 38	11 20	8 35	39 9	59 72	52 13	23 74	28 97	48 40	54 35	15 63	4 84	31 65	35 77	3 7	5 73	30 32	22 71	16 24	44 6	60 24	43 50	21 97	62 97	61 79	33 46	10 60
31 30	36 17	10 34	52 33	37 54	4 34	3 68	6 18	62 44	15 1	69 3	57 80	21 63	53 46	11 40	63 44	54 84	48 9	19 36	66 78	40 52	56 19	67 31	34 97	17 45	0 31	2 92	45 61	28 14	55 58	61 18	60 83	13 65	18 59	7 48	35 19	29 99	58 65	47 57	41 2	64 86	33 70	5 47	30 40	1 85	9 84	46 32	20 78	24 18	38 60	49 26	8 78	44 25	43 75	25 5	26 80	23 3	12 28	32 69	68 72	42 89	22 99	16 4	14 56	39 88	65 1	51 74	27 30	50 20	59 43
10 52	66 3	53 2	62 97	2 65	16 50	59 98	48 5	54 93	67 23	35 12	3 36	69 17	43 20	32 7	22 8	24 14	50 92	9 29	61 65	4 7	30 31	42 36	33 75	36 37	55 23	21 68	17 55	0 35	6 3	1 72	14 74	47 36	51 6	26 36	44 51	49 51	8 99	52 27	39 81	29 40	45 76	68 20	23 11	13 1	15 95	7 86	31 15	5 31	11 42	38 53	34 94	25 78	58 60	40 78	19 59	57 32	18 59	46 53	65 96	41 98	60 32	27 26	64 80	63 91	56 11	12 62	20 23	37 94	28 3
