70	20
18 28	16 89	5 97	14 70	17 81	19 33	11 91	15 56	3 81	8 25	10 77	12 8	4 75	9 40	6 13	2 69	7 38	13 44	0 89	1 60
5 8	10 10	12 94	1 64	4 51	8 52	13 84	16 7	2 4	0 57	11 51	15 33	17 49	18 62	14 77	9 62	7 66	19 44	3 68	6 99
15 31	17 88	4 78	3 84	12 90	0 85	1 39	14 36	6 54	7 38	2 99	18 13	5 1	11 37	9 1	13 59	8 61	19 35	16 60	10 34
9 60	19 34	13 58	5 64	12 16	16 63	17 35	14 87	7 14	4 76	18 40	15 16	11 43	10 57	8 4	2 21	1 24	3 15	0 5	6 12
18 61	13 14	3 39	5 32	0 6	10 92	19 20	8 53	2 56	12 60	1 34	9 90	15 99	6 9	17 52	4 67	11 16	7 98	14 12	16 32
12 11	5 71	11 58	0 81	10 71	1 1	6 68	15 89	13 12	3 45	17 93	4 49	18 56	14 77	2 87	8 88	16 69	7 15	9 65	19 80
13 75	18 38	1 98	14 79	17 28	7 60	6 91	9 52	12 98	19 17	5 8	11 39	10 10	0 16	4 81	15 87	2 63	8 45	3 61	16 78
10 29	3 93	15 16	12 93	7 47	19 65	14 51	5 9	9 1	4 10	11 4	16 26	13 60	1 72	0 32	17 80	2 69	8 15	18 79	6 32
0 48	19 15	18 16	11 23	8 92	5 13	13 64	3 10	6 58	14 28	15 41	16 21	4 40	2 61	7 73	9 43	1 64	12 16	17 79	10 13
5 96	16 24	14 29	18 66	15 98	11 60	1 26	3 44	2 1	0 90	10 29	12 51	6 94	7 24	9 26	19 55	4 83	8 41	17 61	13 72
1 76	9 31	8 28	12 99	16 55	2 5	5 9	7 32	17 84	19 48	18 76	4 84	6 78	3 83	10 59	11 77	0 51	13 49	14 16	15 36
5 65	3 76	2 81	11 19	10 18	9 18	19 85	14 91	17 7	0 2	6 81	4 24	8 75	13 32	15 38	12 42	16 93	18 84	1 26	7 50
15 77	18 61	9 34	2 43	4 35	11 21	6 22	7 12	13 44	19 64	8 69	16 7	10 22	14 2	0 68	12 49	1 52	5 46	3 23	17 34
11 86	4 65	6 74	7 4	8 1	18 28	14 28	9 65	2 58	12 61	16 9	0 89	10 88	15 17	17 42	19 53	3 16	13 12	5 90	1 49
