50	20
12 87	17 53	16 9	4 57	13 82	1 92	10 25	7 94	9 2	19 97	14 98	8 87	5 41	11 29	6 98	2 17	0 99	18 54	15 45	3 53
12 1	3 97	18 6	5 3	11 59	16 72	8 51	7 29	2 47	15 49	14 51	17 5	9 61	13 29	1 48	10 46	0 21	4 17	19 33	6 25
10 43	9 68	8 86	2 36	14 54	18 62	13 7	19 32	7 58	6 74	3 55	5 53	12 5	17 37	1 28	11 31	4 70	16 26	0 60	15 24
12 68	13 85	7 19	2 22	1 42	8 30	19 44	9 17	4 15	17 97	5 25	10 8	14 30	6 51	15 45	16 93	18 48	3 81	11 53	0 35
7 72	12 99	13 40	1 63	0 96	3 19	14 46	2 80	18 12	4 6	6 78	17 99	10 64	5 33	9 92	8 66	15 50	19 26	11 39	16 84
8 67	3 88	14 20	5 20	17 34	11 6	7 65	19 78	12 37	4 28	9 61	13 76	1 48	0 18	16 27	2 87	15 66	10 40	6 97	18 29
15 59	10 69	9 31	19 48	7 66	2 27	4 8	11 7	8 28	18 73	16 92	5 27	12 4	3 38	13 67	17 6	14 69	1 28	6 56	0 8
7 19	10 97	5 6	4 70	3 91	17 34	8 91	19 28	6 24	16 50	0 55	11 33	14 11	1 2	9 98	18 67	13 54	2 56	15 61	12 44
4 37	1 36	14 48	11 23	7 61	16 40	6 91	3 90	13 16	17 32	10 67	15 7	12 63	9 13	2 26	0 38	19 17	5 94	8 25	18 71
0 81	8 83	6 63	10 21	3 78	19 31	1 15	5 60	4 19	14 43	17 41	16 18	2 77	9 23	11 77	13 26	18 8	15 90	7 63	12 78
9 20	15 76	2 70	0 87	17 60	3 74	14 23	10 78	13 46	11 70	16 72	5 10	1 2	12 9	19 95	7 45	6 43	8 19	4 93	18 34
1 43	7 50	15 12	19 66	8 32	14 50	17 57	10 7	18 62	3 17	11 93	0 51	12 15	4 35	13 23	6 6	9 53	16 21	5 77	2 18
4 80	2 59	10 52	0 69	6 31	16 58	14 82	7 84	5 67	11 5	12 4	17 83	8 1	13 59	18 10	3 33	9 53	19 99	1 61	15 87
1 86	5 31	17 28	18 72	11 13	3 97	13 91	0 95	6 7	4 18	9 91	10 66	16 33	14 64	15 97	7 75	12 35	2 3	19 24	8 12
4 53	7 4	12 20	6 73	16 47	8 11	19 37	0 15	15 45	14 41	5 45	13 78	3 60	1 60	17 23	11 99	18 31	2 99	10 56	9 12
16 64	18 77	2 62	19 65	13 96	11 60	6 67	9 68	0 89	1 21	5 22	10 27	8 49	4 37	3 65	15 16	7 38	14 9	12 14	17 40
12 85	9 41	8 99	4 22	1 85	17 60	3 3	16 90	14 79	13 91	7 75	15 97	2 42	6 13	5 34	10 14	0 49	11 20	19 68	18 31
1 9	5 96	0 69	13 5	14 56	2 22	12 35	10 43	8 64	18 96	3 77	16 32	17 33	15 25	4 96	19 41	9 50	11 41	6 53	7 67
12 44	16 97	9 23	14 7	7 87	8 61	17 71	13 23	2 58	0 58	18 85	15 26	5 72	1 98	3 63	19 60	10 62	6 71	11 87	4 2
10 95	7 58	17 99	8 68	13 14	14 19	9 50	0 40	16 67	1 17	11 31	12 55	3 80	5 90	18 94	6 17	19 23	15 99	4 84	2 6
7 94	6 39	9 49	17 72	11 63	14 71	15 6	0 96	16 68	10 41	1 83	13 65	12 21	8 20	5 60	4 28	2 41	19 88	18 60	3 3
17 27	14 35	3 19	19 85	12 72	11 52	9 67	1 76	6 54	10 99	16 82	8 24	18 83	5 52	2 33	7 80	4 29	0 88	13 35	15 56
1 92	19 47	18 7	10 9	5 2	7 24	0 99	16 78	6 60	13 55	3 99	4 14	17 41	14 48	8 39	15 33	11 17	2 62	9 26	12 50
0 93	12 68	6 49	15 49	4 68	17 83	19 87	11 6	3 97	9 98	8 26	7 21	2 70	10 76	1 60	14 79	5 51	18 16	16 39	13 85
15 82	14 22	4 57	9 66	5 77	8 71	2 4	17 57	16 70	0 99	6 93	11 65	12 57	19 58	1 84	10 25	3 21	13 33	18 20	7 90
14 44	5 3	7 20	19 74	11 48	1 67	16 46	2 30	18 2	17 32	6 87	15 91	0 85	4 25	3 4	9 72	10 19	8 48	12 68	13 69
17 89	0 14	11 37	9 71	2 81	12 2	18 89	1 73	10 56	8 38	13 4	15 95	4 10	19 14	16 37	7 42	5 49	14 31	6 40	3 19
0 53	4 25	18 23	19 3	11 31	13 83	7 27	17 92	12 59	1 50	15 38	5 35	16 16	3 83	8 35	6 96	2 54	9 2	14 50	10 53
0 18	9 97	10 96	4 59	12 57	16 38	2 46	11 17	13 73	6 32	14 60	8 13	7 35	15 9	1 47	5 60	17 31	18 23	3 54	19 89
19 76	16 37	1 4	6 80	8 73	17 1	0 13	5 75	2 32	18 77	4 13	15 52	14 40	9 94	13 61	3 21	11 62	7 90	10 22	12 27
2 5	13 63	9 52	19 59	11 24	3 73	5 96	6 28	16 3	10 12	17 60	15 38	14 89	8 37	12 1	7 41	0 40	1 23	18 29	4 1
14 27	5 44	18 81	19 36	7 89	2 58	1 97	16 50	0 29	17 74	4 3	9 83	12 72	6 19	13 35	11 89	3 56	10 51	15 68	8 62
15 73	19 83	7 31	8 87	10 43	13 55	11 3	3 68	18 54	6 13	4 16	5 56	1 51	16 20	0 85	14 91	9 76	12 44	2 65	17 58
5 54	10 72	18 51	1 13	11 40	17 41	6 22	14 49	0 72	15 11	9 78	3 80	13 74	19 39	7 76	8 53	12 15	4 48	2 82	16 71
