40	10
8 77	3 59	4 52	0 60	7 91	6 7	1 86	9 91	5 88	2 79
6 42	0 26	7 9	8 66	5 33	3 9	1 69	2 77	9 96	4 70
9 46	6 45	8 6	1 53	5 44	2 91	0 29	3 17	4 12	7 32
1 15	3 99	7 75	4 96	5 79	9 19	2 15	8 42	0 31	6 93
2 84	8 67	7 57	5 74	6 84	9 6	4 99	1 99	3 18	0 13
0 77	6 56	2 98	4 81	5 25	8 8	7 84	1 12	9 17	3 56
9 16	3 92	0 33	5 74	2 21	7 64	6 34	1 34	4 50	8 34
0 65	1 48	9 70	2 10	4 4	5 74	6 6	3 26	8 13	7 94
0 96	3 35	7 98	8 82	6 32	2 58	1 77	9 50	4 67	5 20
0 11	3 44	4 7	5 24	1 29	6 69	2 62	7 97	8 26	9 87
9 51	0 41	1 17	6 74	8 94	5 24	2 62	3 47	4 23	7 92
9 33	3 7	2 16	8 53	1 38	6 12	5 24	0 74	4 88	7 15
0 31	5 59	2 61	8 24	1 87	3 12	6 59	9 50	4 91	7 8
8 62	5 85	3 94	4 88	1 40	0 53	7 11	6 8	2 14	9 16
7 91	5 72	4 47	0 28	8 83	6 27	2 75	3 87	9 78	1 99
5 92	9 16	2 35	1 40	0 37	3 25	7 60	4 6	6 51	8 57
2 15	5 32	7 96	3 30	6 20	8 10	0 9	4 43	1 38	9 73
8 54	4 76	3 33	6 22	1 68	7 75	0 5	2 40	5 10	9 78
2 84	6 2	8 70	5 94	4 44	1 92	3 44	0 77	9 95	7 73
4 71	5 31	0 99	7 1	9 45	1 74	2 17	3 93	8 39	6 27
3 60	7 56	1 39	0 28	2 1	9 55	4 54	8 89	5 3	6 85
8 71	5 23	9 20	2 20	4 40	0 64	7 97	1 31	3 68	6 13
0 57	2 5	4 59	9 25	8 81	3 84	7 95	1 37	6 39	5 64
0 11	1 73	9 24	4 79	3 23	6 36	5 22	8 71	2 11	7 67
5 71	0 4	9 53	8 22	3 31	6 89	2 47	1 67	4 86	7 77
6 11	5 46	4 70	2 14	0 87	8 89	9 15	7 33	3 31	1 60
1 73	0 50	7 67	2 20	6 21	3 67	4 82	9 30	5 67	8 41
6 18	1 67	0 22	2 19	4 49	9 35	5 6	7 77	8 84	3 71
9 6	8 87	6 94	0 8	7 19	2 23	3 20	4 39	1 98	5 75
0 25	8 74	9 84	2 52	6 4	5 14	1 34	3 1	4 21	7 8
2 34	0 16	7 27	5 22	8 82	9 74	3 14	6 96	4 9	1 24
3 64	7 64	5 91	8 67	1 79	0 8	6 79	4 62	9 37	2 70
8 23	3 1	5 39	7 94	1 70	4 11	9 29	6 37	2 58	0 26
7 74	5 31	0 48	2 52	9 42	1 15	6 39	8 62	4 66	3 30
0 61	6 59	9 1	1 1	4 31	3 53	5 97	2 80	7 12	8 90
0 75	6 25	3 1	2 33	7 50	8 37	5 33	4 32	9 43	1 90
5 83	6 77	1 61	0 88	7 75	4 10	9 69	8 4	2 35	3 22
0 73	6 87	7 89	9 12	8 51	4 1	2 64	1 89	3 68	5 15
5 12	7 43	1 38	2 43	8 20	0 66	6 1	3 29	9 20	4 43
6 27	0 92	9 14	4 54	7 52	8 92	2 62	5 55	3 77	1 43
