50	10
1 188	3 14	0 15	2 135	6 169	4 147	8 123	5 63	7 121	9 100
7 83	2 102	8 137	5 152	1 87	0 162	6 60	4 189	3 167	9 23
3 146	9 17	7 76	5 95	8 187	2 165	1 156	6 108	4 103	0 19
6 59	0 106	3 101	7 123	1 176	8 86	2 16	5 87	9 171	4 55
2 82	7 156	9 54	0 112	3 94	1 94	4 82	5 153	6 114	8 22
7 167	8 119	9 52	1 96	2 104	5 144	0 90	4 125	6 196	3 1
6 156	3 102	1 156	2 10	7 43	4 100	9 102	8 113	5 77	0 2
2 160	9 111	8 92	3 101	0 129	5 152	4 124	7 21	6 63	1 1
9 11	8 129	4 88	6 167	3 152	1 168	0 120	5 104	7 167	2 41
4 44	3 192	9 161	2 85	0 171	8 59	7 86	6 156	1 102	5 179
1 10	4 148	0 20	6 89	8 191	3 101	9 22	7 186	5 178	2 149
1 93	9 14	7 77	2 133	5 88	8 48	6 198	3 167	0 45	4 47
8 186	9 61	0 72	1 178	7 194	5 110	6 145	4 4	3 75	2 51
5 92	0 8	3 16	4 67	9 181	7 15	8 128	6 158	1 38	2 72
1 52	9 149	5 103	2 47	7 142	0 50	3 170	4 136	8 129	6 116
0 157	4 200	8 151	9 30	7 61	3 86	6 62	1 141	2 149	5 86
6 171	8 86	0 79	3 60	9 21	4 124	1 92	7 43	2 82	5 176
0 183	1 130	2 194	4 138	8 66	9 23	6 20	3 60	5 6	7 96
0 139	4 114	6 14	3 17	5 100	9 36	2 168	1 124	8 172	7 124
6 4	4 82	3 50	7 119	9 115	1 106	0 154	2 70	5 60	8 130
3 145	7 86	5 91	2 150	0 153	1 155	4 35	8 161	9 184	6 41
0 114	7 99	5 172	4 120	6 124	8 119	9 144	1 183	3 5	2 168
6 49	1 172	2 33	7 29	3 60	0 144	5 43	4 28	9 12	8 112
0 170	3 52	6 13	9 99	4 32	8 121	5 134	7 143	1 69	2 68
1 100	7 54	6 55	8 29	3 43	4 68	9 2	0 160	2 73	5 79
3 54	0 156	9 199	2 153	6 163	1 37	7 136	4 158	5 144	8 168
1 15	5 162	2 152	9 184	0 10	6 176	8 13	7 56	3 179	4 196
2 41	1 61	4 25	5 127	6 16	0 111	3 94	9 38	8 192	7 179
6 15	3 25	1 41	2 125	5 93	7 35	8 70	0 158	4 17	9 129
6 95	5 200	3 41	4 191	9 41	8 3	7 42	1 148	0 94	2 47
7 183	3 61	9 44	8 108	0 62	6 71	2 76	1 149	5 32	4 69
7 54	3 167	8 108	2 20	6 6	1 2	5 41	9 68	0 152	4 185
8 11	3 6	6 101	9 38	0 89	1 25	2 84	5 120	4 198	7 6
1 195	9 106	5 183	4 175	6 179	7 16	3 133	8 89	0 179	2 2
3 75	6 33	9 118	7 92	4 81	1 64	5 10	8 18	0 2	2 113
3 30	7 85	4 177	1 26	0 175	9 116	6 1	8 25	5 72	2 196
7 53	8 152	4 85	1 147	3 48	9 83	6 123	2 182	5 96	0 101
4 87	7 140	9 187	6 65	8 165	2 57	3 53	0 22	1 3	5 112
5 153	4 9	2 128	6 108	3 177	8 107	9 192	1 105	7 94	0 191
0 15	8 173	2 154	3 129	1 116	6 141	4 48	9 72	5 37	7 48
7 68	1 49	2 200	6 32	3 96	8 177	4 14	5 157	9 18	0 175
8 35	2 4	7 86	9 70	0 200	1 8	3 178	6 69	5 23	4 193
6 20	9 164	1 19	8 48	0 78	4 29	3 11	5 187	7 29	2 90
8 11	1 35	3 47	7 120	6 21	0 137	5 99	2 133	9 64	4 20
4 15	0 70	8 151	1 197	3 60	6 101	7 159	9 66	5 198	2 36
7 92	8 41	9 127	3 134	4 196	5 191	2 51	0 81	6 117	1 135
9 195	8 83	7 75	4 96	3 71	6 101	0 117	2 88	1 77	5 167
5 100	3 137	0 27	9 39	8 3	2 148	1 9	6 128	7 127	4 36
8 135	7 31	0 199	3 5	1 2	4 152	2 164	9 114	5 65	6 121
6 86	7 133	2 148	5 171	0 17	3 162	1 64	8 59	9 67	4 21
