20	15
14 97	5 74	2 68	10 71	0 60	13 95	4 45	12 68	8 40	3 32	7 23	11 37	9 49	6 72	1 25
4 91	6 15	3 16	13 63	9 89	12 23	14 6	11 83	8 80	1 91	5 44	0 97	2 35	10 60	7 27
4 23	7 36	1 31	12 11	5 44	6 32	10 27	3 15	0 39	11 65	13 30	14 3	8 97	9 98	2 34
1 84	8 52	7 40	14 44	13 70	6 46	11 97	0 87	2 14	5 23	3 91	9 81	12 15	4 16	10 58
13 77	1 21	4 25	5 27	12 66	6 25	11 45	0 80	14 32	9 92	3 24	7 86	10 57	2 38	8 50
7 18	10 11	2 39	11 37	6 66	13 88	8 75	0 18	9 33	14 11	12 38	1 85	3 68	5 31	4 61
0 64	6 50	8 95	13 95	2 10	7 59	4 81	12 51	14 21	10 67	11 23	9 70	1 87	3 60	5 38
5 54	9 24	3 4	1 32	12 92	4 16	11 99	0 84	7 75	8 75	13 76	2 63	14 34	6 75	10 39
0 21	6 24	4 58	13 23	9 48	2 63	14 86	1 59	8 38	12 15	5 43	10 47	7 32	11 86	3 2
6 32	11 65	0 23	14 88	9 66	2 11	1 15	4 53	13 66	12 70	8 37	5 73	7 8	10 1	3 58
11 5	8 45	14 79	12 85	1 65	13 44	4 84	7 26	9 49	10 41	2 15	0 89	3 11	5 39	6 37
2 5	7 79	10 89	13 4	11 73	9 61	3 12	0 78	5 44	8 10	14 93	1 58	6 37	4 62	12 54
14 52	13 11	1 30	10 69	3 77	5 48	7 84	4 50	0 61	11 85	12 66	2 55	6 34	8 64	9 7
9 18	5 7	2 96	4 90	11 89	8 68	1 29	7 65	13 96	3 37	0 15	6 36	12 66	14 45	10 66
5 81	4 18	12 97	9 67	14 61	13 44	7 41	8 7	0 59	3 71	10 87	6 45	11 86	1 23	2 49
3 5	2 44	7 4	5 16	13 63	6 46	10 20	0 17	11 26	12 14	8 69	4 60	9 16	1 22	14 3
9 72	5 51	14 61	6 43	13 96	8 30	4 60	11 40	7 51	10 17	2 46	12 37	1 58	0 65	3 5
13 26	1 97	6 83	5 37	14 93	9 96	0 53	4 68	10 60	12 5	11 8	2 55	8 19	7 78	3 68
8 25	0 71	3 75	1 66	7 48	11 99	10 52	14 15	13 61	12 6	6 57	9 39	2 17	4 66	5 71
8 78	5 23	0 42	3 91	12 69	10 64	9 60	7 78	2 7	4 77	13 31	6 39	1 25	11 86	14 65
