30	15
11 41	3 6	13 95	4 74	9 2	2 72	5 27	12 23	1 94	7 57	10 15	8 55	0 70	14 26	6 76
13 63	7 53	8 93	4 49	12 28	9 2	14 19	6 58	10 41	3 7	0 30	1 51	11 70	2 8	5 84
11 28	8 18	10 62	0 18	4 7	2 86	6 79	12 44	3 29	9 74	13 65	7 5	5 28	14 48	1 97
8 83	13 74	12 10	6 13	7 62	5 64	3 75	4 69	11 50	1 58	14 46	0 73	2 7	9 75	10 66
3 14	14 59	12 36	13 6	9 20	1 26	7 90	11 16	2 13	8 21	4 23	0 45	6 70	5 10	10 46
13 56	11 2	10 83	6 29	1 68	0 23	14 46	3 10	4 46	2 2	7 47	5 64	12 51	8 80	9 25
12 36	0 79	3 3	5 34	11 71	4 62	9 62	2 16	13 24	14 39	6 57	1 21	8 41	10 44	7 23
14 35	7 90	1 75	8 84	9 95	4 80	2 43	5 79	12 7	6 32	11 38	10 53	0 90	13 80	3 36
13 25	6 93	0 65	5 75	9 6	10 56	14 69	8 60	4 90	3 88	7 53	2 57	1 71	12 60	11 60
6 90	5 70	4 4	8 86	3 43	1 12	7 37	0 88	2 20	9 41	13 61	14 55	10 35	12 55	11 76
12 53	6 93	11 83	5 21	13 23	8 79	0 47	4 4	14 95	10 28	2 64	3 70	7 57	9 86	1 31
6 45	0 70	2 62	10 56	4 26	14 78	9 83	8 43	11 98	12 58	5 13	1 26	3 45	13 64	7 40
14 76	10 47	11 75	3 12	4 18	2 84	12 28	9 35	6 5	8 10	5 59	13 71	1 53	7 38	0 52
9 5	1 4	6 98	12 74	5 49	3 65	13 17	7 71	0 3	2 33	10 60	14 49	4 40	11 73	8 82
4 49	0 64	6 32	12 28	11 52	1 32	9 42	14 9	7 87	2 20	13 89	3 77	8 84	5 98	10 41
13 34	6 76	9 3	0 32	10 21	7 96	1 97	3 30	5 21	12 96	11 87	8 37	4 63	2 10	14 30
10 52	0 80	3 22	13 99	6 8	11 35	12 26	4 37	1 37	2 35	5 69	14 89	9 28	7 23	8 81
13 55	0 50	9 18	14 75	3 7	12 37	10 96	4 55	5 61	1 97	6 20	8 7	2 98	11 5	7 24
5 29	1 51	14 96	13 24	9 83	8 39	10 14	2 19	3 15	12 19	0 98	7 10	11 80	4 77	6 62
8 21	12 46	6 63	4 2	7 77	3 19	2 55	5 59	10 85	14 60	0 9	13 23	1 89	11 43	9 62
12 61	0 40	11 4	7 15	9 83	6 5	5 9	8 71	1 56	10 8	14 90	13 58	4 48	2 77	3 11
9 62	8 15	2 17	14 52	5 36	3 24	4 14	0 75	7 97	1 73	11 99	10 42	13 3	12 21	6 24
12 29	5 33	4 49	8 56	3 32	0 31	14 40	2 68	10 71	11 82	1 93	9 25	7 27	13 51	6 16
2 7	0 50	8 20	10 9	3 39	6 19	12 74	4 68	1 55	11 29	13 32	5 8	14 45	9 33	7 95
8 68	5 30	12 43	9 43	13 60	0 51	14 3	3 3	7 83	11 71	2 49	10 15	4 18	1 26	6 17
12 76	1 13	6 36	11 92	0 65	2 9	9 57	13 25	7 16	8 43	3 58	14 57	5 38	4 21	10 56
9 23	12 92	11 91	5 77	4 47	10 89	8 60	13 51	2 11	1 33	7 43	6 2	14 88	3 12	0 21
9 24	10 41	5 27	3 62	6 6	0 76	1 50	14 87	4 33	12 24	13 23	7 90	11 39	2 41	8 25
0 16	4 97	3 38	13 22	10 95	12 84	9 82	6 88	7 63	8 99	1 77	2 87	14 94	11 32	5 66
11 92	5 68	6 19	1 88	8 68	7 80	9 67	10 66	13 81	12 50	0 46	3 42	14 85	2 24	4 21
