15	100
7 43	68 86	16 75	0 7	64 37	17 80	52 90	10 60	67 70	62 66	32 16	61 88	83 73	47 23	48 97	11 87	25 57	57 85	77 81	97 56	63 48	66 16	98 65	85 1	72 66	19 46	43 42	9 91	70 24	71 82	49 81	79 96	20 3	2 28	89 52	91 38	56 49	12 62	69 45	1 37	54 6	60 89	40 29	99 7	58 53	15 97	26 95	45 91	4 44	46 78	14 35	23 2	90 43	21 84	13 64	94 48	53 43	75 13	92 66	59 23	38 93	93 22	37 23	22 86	50 80	86 25	84 67	44 39	34 40	81 62	80 77	18 5	74 8	39 79	73 39	30 24	8 34	36 85	55 68	5 80	27 38	24 47	31 68	35 31	3 84	28 95	6 89	78 51	29 29	96 25	88 57	76 67	51 2	65 43	41 77	87 58	82 84	42 49	33 73	95 4
26 84	58 27	71 27	23 81	76 53	49 88	29 57	1 62	86 20	78 23	12 8	98 15	31 23	18 6	28 35	67 11	73 85	80 43	88 36	35 17	25 57	61 78	41 27	9 98	51 36	30 76	57 26	34 2	48 25	10 20	22 61	14 53	65 8	38 26	0 96	92 2	64 97	52 29	6 22	70 22	74 52	5 65	69 23	85 32	46 95	50 88	37 44	21 19	94 13	60 95	8 45	2 6	54 83	82 90	99 5	91 58	36 69	89 71	56 19	4 12	42 19	47 59	15 20	62 50	24 2	72 85	79 42	68 67	77 56	93 4	44 13	97 83	83 49	39 53	40 15	81 19	66 7	27 71	53 3	90 74	16 20	59 47	63 14	33 85	19 17	55 79	87 10	96 51	3 82	20 86	32 81	84 93	45 97	75 64	11 63	95 52	7 94	13 75	43 30	17 23
31 42	19 85	67 59	30 19	26 52	64 83	52 27	69 61	44 39	72 76	78 64	61 25	83 6	21 97	75 33	86 50	16 80	45 40	70 50	85 23	38 7	2 74	32 44	46 85	1 96	22 25	7 40	17 26	34 15	28 68	24 44	13 28	50 80	47 23	68 84	94 63	58 20	77 3	59 50	97 62	20 10	37 29	57 86	3 87	41 68	82 66	48 84	74 21	93 2	66 23	55 43	87 82	79 57	6 1	51 74	27 87	14 34	10 43	12 84	33 46	35 55	88 85	11 27	43 31	8 19	73 9	98 12	60 99	54 81	53 7	65 1	49 53	56 38	29 63	15 73	76 52	90 22	42 92	9 21	5 85	18 83	4 59	92 57	23 89	40 74	25 56	80 21	81 56	62 72	89 33	36 30	63 4	39 95	91 83	84 61	99 17	95 93	71 20	0 23	96 74
71 95	52 89	84 30	36 83	37 88	66 26	95 15	78 9	61 67	55 37	7 38	39 6	57 3	97 30	6 1	13 49	34 93	27 37	40 61	81 76	1 41	38 27	41 74	93 55	58 95	77 58	64 45	90 36	0 2	19 74	32 30	3 52	16 87	21 69	47 26	46 58	30 27	45 20	53 8	23 95	74 98	22 21	91 54	2 59	5 12	51 81	11 7	67 89	63 24	99 35	76 58	54 38	8 85	85 10	25 48	88 51	70 39	80 14	69 8	42 26	89 14	73 75	98 91	48 26	94 59	49 66	65 97	43 17	87 36	72 67	10 94	79 3	26 99	86 44	29 62	20 67	4 73	28 20	35 4	83 11	68 64	44 57	33 46	18 64	15 58	56 80	75 20	59 46	60 41	14 96	92 61	96 68	50 66	12 82	24 54	82 35	9 87	31 94	62 4	17 75
58 4	55 32	26 53	89 16	47 73	15 17	25 77	86 34	75 75	9 56	76 84	42 86	24 67	99 72	62 62	88 96	61 27	94 11	97 20	34 56	51 67	83 48	72 6	39 51	87 14	14 45	59 98	41 82	11 33	64 48	2 24	49 25	18 37	79 59	71 38	29 96	5 92	44 84	37 56	92 43	52 28	65 60	90 37	81 19	85 57	82 56	56 76	27 99	35 85	60 41	1 13	98 77	84 76	93 90	12 22	69 30	63 84	74 93	50 3	46 42	7 75	45 30	78 98	19 19	8 33	20 13	4 51	16 29	21 28	22 52	30 86	10 22	70 84	68 22	43 90	57 91	38 6	33 82	13 6	96 87	40 71	23 33	54 59	6 66	95 25	17 44	53 35	36 58	28 42	73 32	32 34	80 27	66 44	77 29	3 8	0 33	91 78	67 56	48 46	31 99
27 91	9 3	56 5	85 5	47 19	60 13	79 18	0 26	66 70	10 59	51 6	13 85	36 28	31 80	57 48	43 17	44 59	20 37	94 54	48 78	29 68	77 97	68 23	86 83	15 96	87 14	64 3	96 41	26 97	89 55	25 5	73 65	71 42	63 18	81 58	82 23	40 44	19 50	59 36	78 60	4 17	46 84	49 17	11 57	23 68	18 65	84 48	54 29	33 84	37 79	98 43	35 65	69 60	74 94	53 6	61 4	42 95	72 18	34 77	38 90	6 34	21 99	22 26	99 91	75 59	55 61	3 11	50 93	88 39	76 54	90 53	97 68	16 49	24 5	45 67	95 18	65 92	62 99	8 48	12 4	83 25	70 17	28 20	1 94	39 90	93 19	7 3	52 88	58 99	92 29	5 51	32 65	80 22	30 17	17 98	14 17	2 72	91 64	41 56	67 89
80 56	23 97	5 91	76 74	65 16	40 34	82 33	2 20	19 90	17 59	67 49	4 81	7 18	63 58	53 62	34 96	66 95	8 81	52 46	9 52	87 79	69 55	85 59	93 75	39 70	92 7	50 59	79 14	38 54	24 91	77 18	83 94	28 78	6 14	45 11	41 59	47 47	89 33	95 4	0 85	60 43	99 39	32 96	18 2	12 89	29 94	37 14	56 7	74 27	88 52	86 45	62 53	58 23	35 57	90 51	15 58	57 94	3 99	27 99	10 66	91 30	84 59	81 48	33 65	70 83	44 1	94 82	68 10	97 73	13 34	21 6	55 49	30 73	59 77	72 73	36 21	78 68	71 85	43 24	11 46	20 84	1 47	98 41	14 38	75 15	54 45	25 27	61 82	96 77	51 80	73 95	26 73	46 33	22 42	16 65	31 63	48 94	49 75	64 7	42 48
66 23	8 98	4 64	78 8	33 66	40 20	75 15	84 36	79 8	46 26	74 91	87 44	16 42	43 36	65 37	73 38	97 24	68 27	24 58	26 21	59 84	23 60	82 14	44 47	10 9	86 53	25 36	20 36	56 8	92 1	99 79	17 74	93 1	2 37	27 76	48 13	12 53	81 47	83 72	67 46	30 3	58 2	98 98	95 81	42 88	96 72	47 78	62 22	69 4	7 20	77 91	38 24	19 81	32 47	50 32	37 95	6 16	9 52	35 57	49 83	94 82	70 57	91 77	1 63	64 32	21 10	63 54	11 73	72 44	45 85	89 58	0 38	29 87	34 56	22 16	85 3	60 97	80 74	53 42	52 25	15 84	51 9	54 69	88 87	3 32	71 51	39 29	76 43	57 36	31 36	55 86	36 35	13 57	28 70	90 42	14 98	5 92	61 18	41 55	18 59
56 84	25 83	39 67	18 48	87 70	67 79	84 41	22 80	74 77	9 28	75 47	88 80	45 70	29 8	23 71	1 12	86 91	51 85	33 45	43 83	93 93	40 32	85 10	35 79	50 47	55 94	90 46	10 93	54 26	69 54	78 32	61 43	72 71	76 60	17 26	31 11	3 37	20 38	62 68	70 81	27 44	14 74	59 69	58 77	24 68	53 46	46 18	32 79	63 29	64 41	38 29	68 77	94 62	83 16	92 3	28 17	96 70	47 92	2 24	26 76	4 69	12 29	71 87	16 66	13 86	37 30	49 80	80 15	15 73	41 65	73 46	42 63	48 2	65 10	52 96	81 56	36 34	7 61	95 20	77 19	0 88	79 70	34 64	91 39	5 7	21 20	99 40	44 8	89 80	98 59	66 12	8 86	97 72	19 70	60 88	11 42	30 31	57 45	82 35	6 3
22 69	70 13	2 1	57 10	68 61	4 50	16 66	97 69	71 50	14 45	92 56	49 14	61 99	93 93	27 72	20 60	63 31	24 99	0 59	38 60	85 78	82 5	11 31	33 87	41 16	29 28	54 10	35 75	73 56	26 80	59 12	50 29	91 7	7 90	86 53	15 40	19 89	77 93	44 43	45 14	58 61	56 61	78 31	74 99	90 77	36 14	12 41	5 84	80 88	47 86	64 45	13 84	75 17	48 81	9 77	1 24	34 70	43 14	79 32	42 8	40 87	21 84	76 22	28 92	10 62	23 79	6 62	95 34	18 93	81 95	66 52	99 15	72 63	46 88	39 51	88 53	89 3	69 50	65 20	17 68	25 2	67 11	31 44	96 4	84 54	51 27	98 35	3 65	30 26	52 44	94 61	62 50	8 4	83 50	87 21	55 34	32 27	37 47	60 34	53 64
58 42	14 35	39 40	26 38	86 45	84 15	70 61	50 14	69 25	63 28	17 91	36 98	24 54	72 1	60 50	19 53	75 13	5 43	11 66	28 32	78 54	30 58	25 85	0 11	27 84	95 46	2 99	76 48	22 29	67 82	37 88	40 23	65 67	92 11	90 63	73 13	38 60	57 93	62 60	51 33	32 56	82 97	93 11	64 46	7 51	15 49	80 50	52 51	79 72	71 24	81 18	55 88	13 1	29 16	35 22	46 38	83 58	85 16	45 67	9 85	12 58	31 89	91 74	99 62	20 17	49 56	33 18	4 1	61 41	6 15	18 7	68 12	66 15	48 53	23 20	54 79	77 97	34 21	88 3	97 50	10 92	21 67	43 71	16 12	59 99	47 50	94 96	3 73	53 89	42 23	74 38	98 51	44 25	1 94	89 19	96 6	8 70	87 7	41 74	56 38
