100	10
9 24	0 88	6 41	4 68	7 92	8 59	3 92	2 87	5 61	1 13
5 51	8 7	2 48	7 70	0 32	9 68	3 39	1 97	4 92	6 77
5 92	2 95	4 67	1 4	7 9	6 82	0 70	9 20	8 32	3 28
1 30	6 28	7 88	0 18	8 72	9 8	3 4	4 8	5 10	2 12
2 32	3 39	0 4	5 87	7 76	4 76	6 48	1 82	9 62	8 8
8 30	0 39	1 62	2 52	4 27	3 67	7 54	9 83	6 51	5 21
1 98	2 12	4 89	5 92	7 77	3 54	6 80	9 34	8 63	0 98
7 23	5 84	9 87	2 67	8 48	3 27	0 58	6 96	4 21	1 38
1 30	7 17	0 6	2 65	4 58	5 39	3 57	6 16	8 17	9 27
6 88	3 37	1 13	9 55	2 54	0 70	7 84	4 37	8 61	5 62
0 29	2 65	6 29	4 71	8 98	5 24	9 6	1 39	7 60	3 19
9 96	1 60	4 84	8 18	3 48	5 67	7 57	6 8	2 48	0 8
9 93	1 37	8 52	6 69	3 80	4 60	5 90	2 60	7 79	0 13
3 42	7 29	1 52	5 8	9 48	6 89	0 5	4 45	8 54	2 14
6 17	4 40	8 21	7 15	2 55	9 92	0 14	5 95	1 46	3 56
4 46	9 4	6 24	3 69	1 58	0 76	5 85	2 29	8 11	7 96
1 80	6 76	7 96	8 1	0 94	9 11	5 60	3 36	4 95	2 88
7 92	8 33	5 99	4 58	0 6	2 81	1 9	9 64	6 53	3 84
8 20	3 82	4 71	1 59	7 13	0 1	5 2	2 52	6 93	9 45
8 89	0 43	9 18	5 53	6 88	1 3	3 82	4 2	7 76	2 65
8 19	5 85	2 32	7 22	6 94	3 20	0 6	1 65	4 42	9 85
1 28	8 80	9 48	7 10	6 29	4 64	2 55	0 86	3 77	5 58
2 97	4 42	0 46	1 80	6 39	9 61	7 29	5 2	8 25	3 92
1 6	6 34	5 67	0 39	9 68	4 1	7 38	2 37	3 58	8 65
7 46	2 26	6 3	4 60	0 15	1 30	5 18	8 53	3 60	9 47
0 62	4 25	8 19	3 66	5 56	9 74	2 53	7 80	6 48	1 14
2 78	9 82	0 47	8 59	4 96	5 39	6 24	1 44	3 49	7 86
7 96	9 22	3 78	4 5	2 32	0 1	6 88	5 60	8 81	1 33
2 2	5 48	9 40	8 10	7 71	6 46	0 83	3 16	4 26	1 10
1 3	3 59	7 38	5 70	6 26	0 15	2 3	4 77	8 38	9 57
2 30	5 77	8 38	7 49	1 18	3 43	4 57	9 64	6 54	0 6
3 40	5 25	8 22	1 43	7 3	6 67	2 99	0 45	4 16	9 40
8 6	9 17	5 83	1 89	2 24	3 64	6 61	4 31	7 71	0 43
9 19	0 44	7 6	8 49	1 63	3 11	4 32	2 68	6 17	5 24
1 40	7 19	6 68	4 21	5 86	0 39	9 99	2 88	3 25	8 12
7 27	2 53	1 34	6 5	8 60	3 62	9 88	4 30	5 34	0 87
6 63	0 14	3 13	2 59	8 43	7 82	9 42	5 57	1 32	4 18
8 42	0 10	3 19	6 26	4 40	1 44	9 79	2 79	5 8	7 7
1 46	5 38	3 90	7 91	8 82	6 37	9 61	2 35	4 23	0 69
9 10	7 60	0 92	3 13	4 97	6 21	2 3	1 87	8 5	5 76
7 46	8 67	4 10	9 88	0 80	1 79	5 24	2 45	3 99	6 74
8 99	5 76	9 31	4 55	3 15	6 92	7 4	1 53	2 32	0 82
4 40	0 70	5 33	1 20	6 43	8 14	3 61	9 41	7 63	2 29
4 13	5 9	6 83	8 46	3 6	2 36	7 85	9 17	1 69	0 14
4 97	0 37	2 99	9 53	8 13	7 6	5 32	6 62	3 53	1 20
3 45	7 34	2 2	8 82	0 36	9 90	6 51	5 39	4 44	1 47
2 24	4 17	5 57	6 29	7 17	3 76	8 86	9 29	0 87	1 55
8 52	5 67	0 39	2 13	4 63	7 61	9 99	3 74	6 6	1 32
5 36	2 49	9 88	3 91	1 61	4 46	8 44	6 56	7 59	0 57
4 52	8 79	6 18	5 23	2 96	9 15	1 31	7 40	3 90	0 32
8 54	9 84	4 45	6 70	2 70	0 48	5 5	7 89	3 57	1 79
6 58	7 54	5 18	0 73	9 23	1 80	2 74	3 19	4 27	8 44
8 90	5 60	4 49	7 77	3 69	6 70	1 49	2 5	0 78	9 56
0 91	6 29	7 46	9 19	8 2	2 41	3 63	1 75	4 65	5 4
2 64	8 98	7 43	0 89	9 68	1 86	5 23	3 7	6 99	4 23
4 66	6 19	5 40	8 78	1 81	7 31	0 63	3 42	2 30	9 12
9 89	6 74	3 33	0 61	8 69	7 26	2 15	5 31	1 41	4 4
7 56	1 17	0 59	3 9	2 45	5 10	9 36	8 60	6 18	4 11
1 19	4 72	8 25	5 95	3 65	7 77	2 92	9 19	6 13	0 24
3 81	1 28	2 26	5 34	0 91	7 46	9 4	6 96	4 27	8 85
8 53	4 99	5 65	9 72	2 2	7 44	0 21	1 49	6 41	3 36
3 6	2 89	0 58	9 34	1 28	7 31	6 86	5 86	8 36	4 99
1 32	8 19	9 92	0 83	5 91	3 46	2 73	4 22	6 7	7 1
0 93	6 77	2 82	4 92	8 12	7 13	1 82	5 58	9 78	3 47
6 12	2 5	8 54	3 45	1 20	0 26	7 84	4 75	9 92	5 9
0 17	3 13	2 71	6 48	4 46	1 12	5 67	7 77	9 1	8 81
8 42	4 3	5 77	3 75	1 5	6 29	0 81	2 63	7 66	9 20
0 18	1 81	4 59	7 88	6 80	9 55	5 45	3 69	2 50	8 86
8 44	5 9	2 9	7 28	4 19	3 77	6 33	0 65	9 31	1 64
9 15	2 53	0 28	1 46	3 12	5 26	6 55	7 1	8 16	4 9
5 89	7 12	3 97	1 43	2 40	9 83	4 20	8 58	0 83	6 58
5 48	8 36	0 17	9 9	7 48	2 50	1 61	3 10	4 10	6 59
6 64	9 48	7 26	8 6	3 24	4 67	1 97	5 17	0 19	2 69
9 6	6 97	0 37	2 56	7 80	3 27	1 56	5 85	8 50	4 31
0 28	4 5	1 88	2 91	6 28	8 3	3 63	9 66	5 12	7 21
8 25	3 32	2 1	0 77	5 67	6 1	4 18	9 20	1 51	7 36
4 50	6 38	5 83	7 10	0 59	3 55	1 32	9 80	2 33	8 62
1 73	2 62	9 80	3 70	5 7	8 31	0 42	7 40	4 56	6 24
7 20	6 8	9 51	5 7	2 59	1 58	3 18	0 78	4 93	8 38
3 77	5 12	4 8	2 33	0 44	7 49	8 13	1 19	9 35	6 93
4 4	9 99	7 57	8 75	2 31	1 21	6 67	5 15	3 64	0 15
1 87	8 39	4 50	7 95	2 14	9 9	3 24	6 61	5 74	0 96
9 79	2 91	8 38	6 78	1 48	5 33	7 39	3 12	0 79	4 65
6 99	0 86	5 42	7 65	1 81	4 40	9 32	8 23	2 2	3 4
3 89	2 80	7 97	0 80	8 33	9 71	1 16	4 30	5 35	6 93
1 46	2 61	3 84	6 56	5 91	7 97	8 85	0 92	4 90	9 63
7 9	0 62	4 91	8 84	2 65	9 82	6 34	3 77	1 95	5 52
3 17	7 53	6 45	2 18	9 13	5 67	0 98	8 80	1 47	4 81
1 82	7 48	9 80	8 90	5 52	0 79	3 24	2 10	4 67	6 47
6 48	4 50	2 97	5 52	0 29	8 5	7 26	1 75	3 45	9 74
9 37	6 92	4 75	3 33	8 52	2 69	5 99	7 71	0 2	1 33
0 4	3 4	2 8	1 52	8 55	6 58	9 41	4 62	5 1	7 11
7 28	6 69	4 35	8 30	2 81	0 94	3 61	5 23	9 72	1 45
7 97	1 81	8 87	4 72	6 87	9 9	3 81	0 45	2 93	5 37
1 80	3 34	7 78	0 82	2 89	8 72	4 63	9 14	5 35	6 59
3 25	9 85	2 17	8 17	0 92	5 53	6 87	4 38	1 82	7 2
4 28	6 26	7 63	1 91	2 76	5 15	3 26	9 40	8 47	0 2
3 66	9 62	0 46	1 32	5 74	7 43	8 71	4 35	2 8	6 55
1 28	2 97	4 21	8 46	0 77	3 50	5 85	6 43	9 77	7 27
7 67	5 37	2 68	6 46	3 37	9 54	4 67	8 14	0 5	1 4
