15	70
6 83	25 56	57 80	24 47	41 20	55 62	36 15	54 9	42 31	13 97	15 56	21 25	37 80	40 93	66 56	49 79	59 70	62 28	3 45	39 4	47 41	33 62	46 41	60 1	44 91	48 24	10 72	53 84	16 81	31 19	17 92	34 49	19 36	22 86	0 73	61 49	18 74	56 62	65 37	27 59	8 12	2 79	28 28	5 24	69 38	52 72	63 20	29 45	9 55	45 69	7 43	1 41	20 73	30 18	51 92	11 15	43 68	12 81	58 99	68 83	4 38	23 9	14 3	26 51	64 83	50 35	35 94	32 97	38 24	67 25
26 61	33 72	66 13	11 79	53 28	1 10	68 61	65 67	59 78	60 68	16 77	47 27	57 78	15 17	44 57	67 24	21 59	63 1	69 83	0 28	45 7	31 76	64 16	23 96	54 55	24 39	50 61	51 11	20 86	28 38	13 17	29 90	18 66	43 18	35 75	62 95	58 97	22 50	9 46	48 23	38 68	40 38	4 48	30 2	52 11	39 68	27 59	7 83	34 3	12 63	6 63	5 65	25 48	55 81	2 78	56 78	36 16	61 33	46 78	37 2	10 10	8 80	42 35	41 82	14 33	19 9	49 60	32 12	3 34	17 11
59 77	60 87	46 4	63 32	8 33	13 70	37 36	48 92	50 48	36 94	3 55	24 77	14 87	40 50	62 10	21 12	54 49	42 83	45 16	38 53	2 51	32 86	10 80	51 25	18 75	66 11	26 61	25 37	68 86	30 73	56 45	67 34	57 16	6 49	12 17	47 78	33 76	65 4	43 14	17 19	19 71	28 39	0 89	9 8	44 31	52 80	11 56	41 63	35 6	5 96	27 19	16 87	64 25	69 47	22 70	49 50	39 44	15 9	61 77	4 15	58 39	1 18	53 21	34 10	20 63	23 49	55 21	29 43	31 14	7 93
25 66	20 97	16 1	31 92	42 56	61 32	2 90	54 14	5 70	63 38	1 46	22 77	10 19	19 67	33 26	66 59	34 42	9 1	0 61	55 88	68 61	17 60	47 53	29 38	6 17	43 74	60 7	56 68	39 25	62 54	35 74	32 75	24 85	49 23	37 64	58 63	26 37	36 26	14 35	45 37	21 54	46 93	11 36	4 79	51 25	40 86	13 20	3 6	52 58	65 35	7 10	8 97	57 84	30 47	69 49	64 98	27 63	44 21	28 33	23 9	38 17	41 11	59 56	15 57	48 13	67 80	12 5	18 44	50 16	53 12
30 89	32 46	37 56	68 65	61 76	15 94	22 99	28 64	12 27	54 26	52 86	14 20	63 80	64 26	8 71	21 88	43 83	62 76	35 88	51 29	46 74	67 77	6 65	34 68	66 59	45 71	16 61	3 16	17 21	27 68	47 72	5 78	13 64	18 15	0 90	4 4	26 34	59 86	40 22	25 70	60 71	20 7	50 15	58 10	31 83	39 14	23 92	38 28	55 21	49 54	44 24	7 30	48 83	33 17	10 7	36 53	24 47	42 26	65 23	1 28	69 85	19 69	56 89	9 26	41 81	11 25	2 67	57 8	29 77	53 30
4 32	46 68	55 40	62 30	48 91	27 1	56 40	1 37	7 35	35 95	49 72	6 3	57 63	65 26	34 70	68 4	26 45	9 10	25 92	60 62	31 81	18 91	45 44	24 1	29 70	38 18	37 97	67 56	41 44	22 88	32 9	23 31	40 83	21 67	0 52	8 25	3 17	43 57	16 84	69 25	58 39	13 21	20 15	64 51	5 78	51 54	52 57	44 41	39 25	14 25	61 40	33 9	36 69	42 88	12 34	54 72	59 52	11 99	50 86	28 62	63 91	30 62	15 28	47 98	19 42	2 78	66 43	53 56	17 14	10 81
64 99	45 83	33 82	0 53	8 45	67 49	31 8	60 20	2 63	29 86	46 2	69 94	57 53	12 94	54 12	51 78	68 71	20 61	7 96	40 64	23 12	48 46	44 54	30 32	43 85	27 57	6 26	25 56	49 81	42 15	34 30	24 64	21 26	36 63	9 21	11 94	56 15	10 81	22 76	37 91	41 83	61 59	55 25	3 16	62 31	38 21	58 98	52 15	13 96	47 96	18 87	50 36	35 33	59 99	5 63	15 18	26 54	53 86	66 43	4 62	1 10	16 77	17 94	28 84	39 97	14 32	32 86	19 14	65 61	63 8
59 92	66 29	26 91	52 65	58 97	9 32	2 87	60 35	1 11	13 99	23 71	64 3	15 47	14 83	56 94	62 70	39 1	69 33	51 12	43 27	20 54	67 32	22 43	50 8	3 91	57 35	10 47	27 47	46 81	29 94	49 98	65 67	48 93	30 25	4 4	6 66	32 87	0 49	63 81	19 39	28 71	55 43	12 76	21 59	35 84	8 10	40 7	38 55	24 27	54 32	17 6	37 29	45 36	5 96	16 79	42 53	36 51	7 94	11 86	61 90	68 14	33 95	53 50	44 58	25 44	34 68	31 78	47 3	18 23	41 62
25 39	24 58	20 87	10 11	41 53	62 7	57 36	63 13	23 47	61 32	12 24	0 16	35 73	16 73	6 32	26 32	29 7	45 34	13 25	22 52	3 76	56 14	46 90	48 36	64 51	33 62	44 8	5 43	2 97	30 3	27 59	68 9	31 97	4 48	59 1	28 75	58 57	52 34	17 29	7 75	50 75	69 3	53 23	18 25	14 38	34 89	51 28	65 49	54 50	11 93	32 81	1 5	9 3	39 48	8 14	47 44	15 44	19 69	36 59	66 75	55 77	21 58	37 56	67 58	40 29	43 95	60 12	38 79	49 44	42 49
44 86	50 17	37 77	46 34	39 65	24 42	0 61	45 92	23 4	42 87	59 63	47 86	57 66	54 32	30 43	49 45	26 22	65 54	7 6	15 54	38 81	51 78	32 25	2 2	40 97	27 35	61 15	9 27	28 19	41 84	22 30	60 47	53 33	36 27	3 48	55 78	16 44	64 93	62 47	17 68	35 35	18 84	58 86	63 79	14 89	34 38	67 7	11 84	20 31	43 99	25 20	69 88	48 58	68 13	6 73	19 39	52 30	21 81	56 73	13 70	33 27	4 92	1 37	12 38	31 89	10 72	29 97	66 58	8 98	5 11
45 93	62 63	17 9	7 90	61 31	64 86	34 45	53 17	41 74	24 21	46 56	52 78	23 73	11 16	4 46	8 41	54 14	38 22	63 76	6 4	67 35	50 63	18 52	51 11	49 8	12 79	1 36	66 68	20 75	44 59	3 46	56 47	15 57	25 67	37 85	0 74	69 39	68 20	43 74	55 35	36 1	65 98	33 14	19 84	2 5	58 52	16 32	22 53	30 27	26 45	13 61	42 13	5 44	31 23	40 27	28 90	57 35	29 72	39 66	10 64	21 60	47 45	59 55	14 42	32 69	35 2	48 69	27 38	60 52	9 31
