15	20
9 41	4 53	5 46	8 61	7 50	6 43	10 51	11 54	13 37	19 56	3 45	2 53	1 50	16 50	14 45	17 48	15 58	12 56	18 45	0 62
15 54	14 53	9 44	11 53	16 56	2 55	0 56	3 49	5 53	7 44	19 48	17 54	8 52	4 48	18 50	1 41	10 49	13 49	12 49	6 50
1 44	10 55	9 64	5 52	14 51	0 51	4 49	18 50	19 51	2 51	12 46	6 45	8 50	17 51	11 44	16 59	3 51	13 47	7 54	15 66
2 45	8 53	10 61	4 48	14 52	12 53	0 50	6 52	3 46	11 48	17 41	16 46	9 48	18 54	13 52	7 44	15 55	19 46	1 47	5 46
8 46	16 58	13 46	7 50	19 49	0 41	5 56	3 52	9 50	1 54	2 46	18 50	4 46	6 57	15 45	14 51	10 48	17 54	11 50	12 48
11 54	12 51	6 58	9 49	14 49	18 60	15 50	3 48	10 52	17 51	19 51	7 48	4 49	1 52	5 57	0 55	2 49	13 56	16 41	8 60
6 47	7 48	8 56	0 44	3 49	1 58	16 43	11 45	14 40	10 48	12 46	17 47	13 46	5 52	18 55	2 52	15 57	19 41	4 52	9 52
18 46	11 65	15 49	16 54	4 52	19 48	0 44	9 51	17 48	2 51	8 53	13 60	7 50	1 47	12 44	6 47	10 43	14 56	3 46	5 58
14 43	13 38	16 44	3 50	6 48	7 56	15 55	0 53	12 61	10 38	11 51	19 49	17 52	9 51	4 46	8 48	1 43	2 49	5 46	18 51
1 47	0 54	17 49	11 51	8 43	19 55	14 52	12 57	2 54	16 47	3 44	4 62	13 38	10 51	5 47	18 52	7 37	6 47	15 47	9 54
11 49	16 50	4 49	8 44	12 46	7 46	3 49	18 52	9 47	6 54	13 48	2 49	14 48	5 54	17 54	15 47	10 44	0 50	1 42	19 52
2 54	4 44	3 50	18 53	7 41	11 48	8 46	14 52	16 49	12 53	9 54	1 43	15 49	0 44	6 48	10 57	17 50	13 53	5 44	19 52
10 50	0 52	16 54	13 46	14 47	8 45	19 46	5 51	11 45	12 47	1 53	2 46	7 47	15 50	6 56	3 50	9 52	18 53	17 53	4 52
15 58	1 47	10 49	16 44	18 52	8 51	4 51	12 48	14 41	3 44	17 57	9 59	5 52	19 57	11 53	6 49	13 46	7 47	0 61	2 53
17 43	8 59	4 47	7 57	1 48	11 48	15 47	2 55	19 51	0 50	6 46	16 55	14 52	5 52	9 57	13 47	12 56	3 50	10 53	18 55
