30	20
19 29	6 45	8 28	16 30	5 78	17 75	1 51	15 57	3 96	12 70	9 28	10 80	2 81	0 22	14 89	4 96	11 80	18 15	7 21	13 16
16 24	0 10	12 55	3 66	10 16	8 87	7 69	6 18	18 70	1 2	5 21	19 48	2 53	15 6	13 30	9 86	14 25	4 5	17 19	11 55
9 25	11 39	3 44	18 72	12 49	13 75	10 36	14 70	0 5	8 59	1 44	19 10	4 71	17 26	7 54	15 83	16 19	5 28	6 70	2 44
5 33	15 37	19 94	13 55	1 8	11 97	10 24	6 29	2 57	8 78	9 34	7 32	0 40	12 33	18 34	16 6	17 75	14 18	4 56	3 15
9 20	0 49	2 51	7 29	4 23	11 31	6 65	17 38	1 6	13 79	19 51	8 28	18 78	15 82	14 93	10 66	5 49	16 44	12 17	3 9
5 94	8 4	2 91	18 63	13 23	10 18	7 70	9 51	4 99	14 92	0 25	19 20	16 20	17 25	12 83	3 90	15 35	6 32	11 38	1 53
15 39	13 37	10 31	1 2	7 31	17 6	18 33	6 96	16 78	3 53	8 53	12 97	0 43	4 18	19 37	11 81	14 30	2 38	5 92	9 4
14 23	15 49	16 98	8 60	7 23	0 90	4 17	17 35	11 7	3 67	5 46	18 58	13 48	6 24	2 63	19 8	10 30	1 50	12 7	9 71
11 4	8 58	4 27	13 76	16 6	12 2	10 77	0 37	14 65	9 86	1 89	5 5	17 79	15 2	7 6	18 18	6 75	3 83	19 41	2 43
18 22	9 43	1 6	14 77	2 82	0 20	13 62	7 64	17 58	16 14	10 29	15 13	19 88	8 67	5 41	11 35	12 47	4 11	6 73	3 89
5 84	15 30	16 16	12 33	18 86	9 7	13 27	6 40	14 5	17 75	4 67	3 20	8 52	7 70	2 18	0 61	1 34	10 54	19 25	11 67
17 15	13 66	3 34	16 61	7 79	11 21	9 9	8 89	15 59	6 66	18 33	5 54	0 74	1 95	2 59	4 54	10 49	14 67	19 60	12 24
17 88	7 64	3 47	8 21	15 28	11 5	13 20	18 31	4 98	16 18	0 2	12 84	6 35	10 54	14 71	19 94	2 54	5 30	9 30	1 19
0 32	14 71	13 59	8 88	1 51	19 82	16 87	6 29	2 50	15 88	9 58	3 37	4 50	18 94	5 81	7 52	12 95	10 23	11 54	17 20
4 43	6 14	19 26	1 69	7 56	2 46	3 37	12 28	18 16	11 49	15 27	10 68	14 24	8 37	9 31	16 44	0 87	13 5	5 7	17 86
16 58	18 30	6 95	1 74	15 59	11 28	10 61	0 98	17 3	19 56	14 79	7 9	2 99	4 27	13 41	3 83	8 64	9 89	12 64	5 57
8 8	0 78	12 96	7 56	13 16	15 8	16 35	3 7	6 75	19 7	2 45	4 80	9 32	17 13	14 34	1 77	10 61	5 79	11 1	18 12
1 39	13 67	0 67	2 40	3 89	10 5	19 23	8 38	11 52	6 1	17 27	4 24	5 93	14 83	9 65	18 12	7 6	15 83	12 77	16 93
19 89	2 35	0 46	4 9	17 25	12 76	7 39	3 47	11 77	1 67	10 38	6 28	14 61	18 58	9 30	15 38	13 33	16 37	8 38	5 17
6 85	8 89	14 88	16 80	0 67	13 77	10 56	3 39	17 36	15 17	12 29	18 69	4 56	5 62	1 89	19 16	11 19	9 96	7 65	2 51
11 36	1 58	15 87	12 40	13 36	17 91	18 65	5 38	9 84	7 15	16 75	0 14	4 91	19 22	3 88	6 29	8 83	14 74	2 80	10 55
14 53	9 62	5 69	19 70	12 21	16 42	10 22	17 3	13 1	18 46	7 41	1 68	11 18	2 65	4 28	8 55	0 40	6 46	3 19	15 86
0 46	12 31	1 25	16 65	15 56	13 22	19 99	14 37	7 76	11 46	10 99	4 19	3 41	2 22	9 30	8 62	5 95	17 98	6 92	18 70
5 96	3 8	10 57	19 7	18 16	15 18	6 20	8 76	4 22	2 52	16 97	13 8	1 96	11 2	14 72	12 60	7 88	0 81	9 28	17 52
15 46	0 47	18 22	4 48	17 3	12 51	11 92	9 12	10 42	16 15	14 48	19 82	5 42	7 64	13 7	2 64	8 89	6 63	3 6	1 74
14 82	19 10	2 84	12 3	9 28	5 40	7 69	15 92	3 85	0 50	4 22	11 74	17 58	10 5	6 62	8 88	16 64	13 72	1 32	18 55
7 8	5 32	9 29	4 19	12 50	19 74	10 13	17 13	2 81	13 67	15 34	11 25	8 30	3 59	6 23	1 19	0 19	14 19	16 92	18 95
4 99	10 22	18 15	7 16	1 19	6 19	13 94	14 69	3 64	16 97	11 65	8 20	9 24	12 30	19 86	2 11	17 77	0 43	15 46	5 51
7 7	8 51	12 34	4 37	11 36	3 10	6 8	16 43	18 83	1 73	10 1	15 61	13 18	19 22	14 70	9 17	5 80	2 51	0 61	17 4
16 57	6 71	2 85	17 74	11 7	13 96	18 23	19 74	4 33	10 98	0 15	14 72	5 1	9 16	12 63	15 1	3 62	7 68	8 71	1 94
