20	100
89 59	27 81	6 88	47 10	73 79	74 28	54 73	55 21	14 32	82 56	28 44	99 13	11 68	30 64	90 19	23 48	78 76	59 71	52 56	26 40	56 6	91 18	67 29	83 25	32 84	51 93	86 54	79 4	42 92	41 89	93 11	45 88	35 19	29 82	77 11	92 28	85 61	22 68	15 20	49 15	24 51	44 28	3 42	81 86	96 11	95 47	13 54	64 42	4 11	66 56	84 88	72 33	97 29	58 96	48 15	25 91	50 89	65 55	21 37	88 1	60 53	61 95	68 98	2 54	62 89	39 34	38 42	76 29	8 12	36 77	80 90	75 94	7 20	5 35	53 66	63 49	18 17	40 43	94 21	98 79	19 48	57 79	71 4	9 44	43 85	34 10	33 14	10 64	37 17	20 62	70 19	0 40	87 62	46 69	17 56	69 20	16 44	31 74	1 90	12 37
54 27	40 92	62 95	4 18	51 96	46 90	21 24	28 15	1 70	3 71	86 36	17 41	14 44	44 47	76 66	58 32	16 43	70 31	61 38	67 14	94 29	52 24	56 28	80 11	75 89	13 7	81 37	31 37	88 69	72 90	85 83	36 6	20 17	87 16	96 18	12 92	97 12	65 98	24 32	37 15	93 93	30 35	78 46	29 53	34 49	7 94	27 85	2 84	8 14	49 86	45 78	5 24	82 45	19 47	33 55	84 60	50 68	60 80	91 52	41 97	47 29	92 21	0 75	59 35	32 47	39 18	55 92	22 16	18 65	68 94	11 79	38 46	57 92	73 19	74 61	42 75	15 51	48 35	25 53	77 35	10 99	98 11	35 91	83 61	90 76	63 88	26 42	95 63	9 58	64 31	89 57	71 63	53 59	99 75	23 36	66 59	6 6	79 54	69 17	43 13
11 54	80 7	90 19	79 50	75 37	25 23	12 76	10 68	43 70	85 48	33 74	44 73	67 52	26 87	37 72	17 89	97 62	2 98	93 65	78 29	8 20	6 98	87 6	50 1	3 75	81 82	92 86	1 38	48 39	61 20	20 63	65 84	24 4	57 19	95 87	56 66	19 47	13 77	47 29	55 11	28 94	60 39	36 52	68 53	16 75	7 87	46 43	70 98	88 25	89 30	82 76	98 56	63 36	58 88	51 68	66 68	83 36	91 92	54 26	23 56	29 79	5 90	69 66	35 65	21 88	42 48	72 23	4 52	34 83	99 28	59 46	40 45	64 12	76 96	0 69	96 20	94 26	84 63	52 5	38 62	77 88	71 6	27 11	32 59	18 18	45 4	9 75	39 12	49 63	14 91	22 13	62 65	73 36	86 25	41 15	31 27	30 99	15 76	74 70	53 43
36 18	56 34	58 71	76 57	62 57	59 90	50 5	12 16	80 25	7 69	87 72	88 86	70 5	74 51	66 35	48 80	6 37	41 51	95 46	46 37	78 83	51 60	86 25	10 53	35 42	49 54	5 85	54 57	44 19	11 69	29 9	96 37	2 72	94 37	92 87	34 82	89 97	47 64	93 9	24 12	90 15	25 55	32 6	63 68	0 68	20 94	83 57	18 8	31 22	14 51	84 58	19 27	79 93	8 54	42 51	75 1	77 42	82 14	68 91	21 5	67 71	45 72	17 85	3 97	22 28	85 56	55 40	91 50	71 89	81 24	43 55	23 54	99 66	38 8	61 16	69 85	26 90	39 21	73 46	72 20	57 78	16 51	4 1	65 28	9 68	60 45	1 93	64 2	15 89	27 58	37 97	28 33	13 95	40 34	30 23	97 11	98 98	53 70	52 48	33 74
98 25	19 17	44 92	54 47	58 46	30 74	91 50	32 39	1 13	17 80	70 67	21 7	5 10	22 53	59 46	6 41	36 70	75 56	12 62	52 79	3 88	11 84	82 32	49 63	23 7	60 38	76 23	2 36	15 19	80 17	18 31	33 49	8 91	50 46	0 77	97 36	86 4	56 39	9 45	14 4	42 1	4 34	7 37	57 85	35 87	67 65	94 79	25 42	65 41	37 60	27 90	72 28	90 52	48 41	66 76	99 90	77 4	95 27	34 55	74 80	96 51	31 80	79 63	85 32	10 64	93 92	16 50	68 57	29 13	84 38	39 92	46 70	45 75	53 95	28 88	20 7	81 79	64 41	24 16	47 96	78 6	51 48	87 43	69 26	13 25	40 32	88 54	55 69	61 73	38 65	63 81	71 42	73 80	62 31	43 54	92 50	83 55	89 53	41 33	26 42
33 63	14 15	87 97	51 14	23 97	53 69	76 95	73 68	16 99	8 25	82 69	31 34	1 80	69 49	20 16	66 92	38 66	26 60	42 32	6 65	50 64	37 75	85 58	4 91	21 65	56 27	11 26	60 95	45 37	64 79	65 76	0 69	24 21	63 87	18 24	93 41	77 56	88 50	61 93	27 39	47 19	54 38	35 20	10 94	9 8	29 89	72 57	81 68	49 7	91 48	75 4	5 32	89 10	52 99	19 95	99 80	34 47	17 23	92 26	74 63	30 27	48 25	59 82	79 71	3 98	41 58	83 30	15 9	32 9	62 89	96 81	57 12	25 41	40 23	78 76	55 69	7 3	84 8	94 16	36 62	44 10	95 34	28 92	90 15	22 78	2 15	80 61	67 24	97 88	70 8	68 58	13 65	46 23	39 65	12 9	58 29	43 27	71 48	86 51	98 2
78 4	68 44	81 91	97 71	69 20	13 73	48 26	90 80	42 3	61 13	21 39	20 23	7 86	66 93	22 78	77 50	60 7	47 57	40 69	23 82	38 29	26 17	46 12	44 70	99 66	74 1	33 29	28 36	95 1	51 30	37 92	75 56	10 3	14 88	32 45	94 30	80 36	72 63	70 48	29 58	45 61	86 82	15 66	83 58	79 91	0 6	63 94	76 74	85 29	55 33	89 61	30 90	71 15	91 98	11 46	4 22	57 56	54 20	62 99	9 98	49 92	53 23	3 56	35 32	1 14	93 84	25 10	92 19	41 36	82 93	8 2	65 84	58 84	96 47	17 39	87 19	18 77	59 69	24 28	34 71	5 80	12 76	27 23	98 98	84 8	39 72	64 39	19 57	43 83	2 91	16 35	73 50	88 4	6 70	31 20	52 60	67 54	36 81	56 51	50 81
7 46	59 59	44 17	6 81	38 92	52 36	81 82	46 34	82 92	29 97	83 87	66 11	14 25	20 31	27 43	58 76	15 52	68 62	24 57	25 43	60 80	33 53	75 14	10 76	36 49	11 84	47 2	63 7	90 13	71 61	74 80	93 16	77 13	26 37	70 7	22 34	76 49	23 40	3 62	48 52	91 90	13 18	17 43	0 97	95 63	1 17	98 90	51 15	39 93	56 52	80 94	86 3	19 68	84 86	89 4	4 63	61 3	99 96	57 14	72 62	28 82	32 60	62 16	55 4	31 82	12 68	18 25	2 73	42 73	85 92	37 35	92 29	94 41	30 50	53 8	9 19	78 21	49 78	73 31	67 27	65 5	69 77	21 12	8 36	54 45	34 54	87 56	64 93	97 36	96 14	88 24	79 48	45 38	35 91	16 71	41 7	43 23	50 37	5 27	40 83
90 62	43 96	76 93	64 53	19 34	33 2	34 82	29 4	72 31	28 66	66 20	56 28	50 5	91 57	9 28	70 71	58 44	32 18	18 59	45 60	67 46	39 64	6 25	59 20	78 68	82 83	94 2	57 34	35 2	63 30	3 41	25 49	69 36	2 73	5 24	14 42	10 93	4 7	92 42	21 11	24 39	97 75	93 93	60 39	30 83	73 99	98 55	20 85	38 4	87 50	75 23	52 27	71 51	12 47	95 32	8 4	81 35	65 27	15 78	96 62	17 84	27 31	80 14	79 7	88 26	44 7	89 37	36 64	55 30	99 38	31 60	48 17	83 95	84 30	86 65	0 39	61 29	11 37	47 95	77 16	41 9	37 20	53 52	16 8	51 96	54 45	68 27	7 37	40 75	1 4	22 45	85 71	46 48	62 54	49 53	74 61	13 78	26 49	23 58	42 61
83 40	10 83	41 2	87 56	71 40	5 98	9 55	65 65	74 12	6 56	89 50	97 50	70 26	20 56	34 84	88 72	35 73	14 66	68 12	66 27	51 29	0 40	36 52	22 91	91 32	57 18	8 56	38 26	33 7	16 51	43 99	18 91	61 71	72 55	63 59	31 69	24 91	15 82	79 49	81 97	32 96	58 11	90 2	98 18	3 52	85 72	48 68	93 6	40 87	73 21	77 37	80 85	94 98	62 90	78 8	67 14	2 20	96 16	95 19	25 88	49 11	92 83	27 82	64 55	60 84	75 84	45 53	59 23	29 4	99 85	28 46	7 76	56 30	53 42	84 97	19 7	1 32	46 84	26 65	50 64	55 50	52 52	37 40	54 6	21 44	47 96	23 62	42 76	4 85	13 98	86 29	82 55	11 42	17 33	12 43	30 37	76 25	69 30	44 39	39 90
16 39	68 54	66 32	62 9	15 11	90 25	80 92	95 76	35 81	10 57	59 87	6 13	77 38	60 5	4 17	71 86	58 23	50 17	67 77	75 92	45 17	49 78	79 20	39 24	99 22	92 87	42 4	38 71	69 6	18 39	61 88	56 57	91 3	94 56	36 33	65 46	53 19	54 93	0 23	40 38	7 20	9 36	26 42	72 47	34 39	87 50	30 62	63 10	22 40	31 78	37 47	70 92	97 76	43 76	32 31	41 22	17 29	19 44	85 90	74 38	14 80	81 93	11 54	76 41	64 23	3 39	27 26	1 71	82 53	93 65	44 19	28 89	23 42	47 87	84 59	2 57	52 29	88 32	96 5	24 85	51 83	13 67	86 88	5 25	73 16	98 15	57 18	25 74	12 58	55 13	8 19	46 45	83 22	89 40	33 22	78 37	29 64	20 67	21 58	48 7
