15	10
0 46	9 25	8 41	3 51	1 22	2 70	4 50	7 43	5 45	6 83
9 81	1 65	4 54	7 17	3 53	5 32	2 19	0 43	6 54	8 94
0 89	6 25	8 5	5 96	3 39	9 96	7 61	4 32	2 23	1 50
1 1	8 94	6 86	9 29	0 54	2 52	7 22	5 43	4 73	3 95
3 55	6 69	4 48	0 58	2 6	1 36	5 29	7 39	9 71	8 22
8 15	3 47	1 95	2 38	0 68	5 17	7 18	9 65	6 56	4 91
2 72	0 56	5 93	7 34	4 6	3 37	1 83	9 35	8 21	6 12
6 24	5 34	1 80	3 9	0 36	9 31	8 15	7 96	4 11	2 87
2 9	8 97	1 81	7 20	6 69	0 44	3 97	5 62	9 97	4 72
4 55	1 61	0 5	9 99	8 25	2 30	3 29	7 96	6 42	5 35
6 2	0 35	5 12	1 89	8 49	3 44	7 84	2 35	4 65	9 41
3 1	9 29	0 54	8 18	7 89	5 81	2 84	6 4	1 60	4 10
9 92	7 37	6 96	3 92	4 93	1 57	8 52	0 59	5 65	2 80
4 66	8 82	5 25	6 3	0 64	2 54	9 59	3 10	7 58	1 24
4 18	2 27	8 86	5 20	0 14	7 32	6 11	3 91	9 85	1 69
