30	70
7 64	49 36	5 41	61 8	27 87	29 6	9 24	54 19	25 25	38 81	16 56	56 84	67 24	21 57	0 99	19 88	50 53	28 20	2 64	39 56	11 87	62 30	26 6	53 9	46 9	63 62	14 97	44 6	23 39	36 14	58 82	13 65	34 95	18 24	15 15	52 18	35 70	20 22	41 24	33 24	8 90	68 88	64 45	30 82	31 39	65 52	51 96	57 35	59 57	1 19	24 70	10 90	3 31	66 70	45 92	60 61	22 97	17 24	43 40	4 92	55 83	47 2	40 69	48 14	12 99	37 2	42 15	69 38	6 45	32 32
40 94	21 88	6 53	62 7	46 43	30 19	25 20	60 66	14 1	27 22	59 47	10 53	39 28	51 86	63 51	19 12	11 73	26 4	31 32	33 45	54 17	13 90	32 48	4 75	61 9	64 9	67 82	3 47	7 88	1 12	52 12	28 16	18 74	41 32	29 5	44 50	57 23	36 78	56 5	47 24	58 84	9 71	38 39	48 14	49 9	69 4	37 91	66 36	45 64	43 74	42 95	53 29	68 94	12 68	23 73	17 17	0 4	24 12	50 90	22 12	34 79	8 78	65 45	55 89	5 90	16 42	35 51	2 96	20 54	15 25
41 68	55 98	64 24	26 74	31 5	56 24	22 33	62 31	35 71	52 66	25 26	51 68	1 98	29 63	11 82	58 12	67 90	24 2	33 13	36 41	37 6	47 25	42 66	48 75	7 76	61 58	34 37	68 99	12 10	69 88	5 5	32 34	21 15	15 18	60 4	19 30	14 46	9 95	4 91	40 49	6 94	66 73	28 9	13 92	0 71	30 49	53 76	46 66	65 31	27 43	8 34	49 85	57 30	43 78	45 9	63 31	54 95	18 32	59 38	16 80	2 1	23 1	3 44	17 83	10 87	44 42	50 8	39 60	20 80	38 6
30 47	42 44	43 5	5 1	35 33	23 14	47 43	67 73	8 43	49 22	66 98	11 89	69 51	54 16	68 60	4 59	31 63	46 92	55 42	7 29	13 60	44 84	27 52	37 69	2 42	16 59	39 94	38 18	62 65	65 43	20 17	29 57	34 13	53 62	64 7	0 93	17 76	45 28	9 5	58 72	41 69	6 81	63 24	18 18	51 92	26 40	61 76	15 8	50 21	40 80	21 25	36 14	10 70	19 87	25 68	3 76	59 62	52 78	33 52	14 25	28 40	1 57	24 43	48 96	22 23	60 9	12 52	57 81	32 45	56 85
59 66	61 39	45 79	64 58	22 65	13 27	54 63	12 55	38 11	4 99	69 34	56 52	51 74	47 68	35 49	10 75	39 30	20 99	60 86	65 78	58 73	36 37	43 51	48 85	0 99	14 9	63 28	28 1	2 92	26 72	42 49	44 40	55 4	8 83	7 35	25 58	62 24	50 76	40 23	31 45	6 93	15 35	68 61	23 65	34 77	1 61	17 29	21 70	29 93	24 1	46 54	57 43	32 59	5 45	37 88	16 47	18 45	66 26	52 32	53 17	19 40	41 17	49 67	30 25	9 57	11 49	3 95	33 30	27 55	67 26
32 93	41 62	42 27	0 82	35 88	11 60	5 5	28 12	26 27	47 60	68 86	44 94	17 44	31 86	60 96	10 39	21 34	34 53	27 81	45 91	62 68	1 21	18 53	9 76	19 84	53 72	37 81	3 17	24 80	61 62	50 93	8 89	67 93	59 26	33 72	6 7	38 5	7 90	49 57	12 1	40 97	48 85	4 3	29 42	30 64	14 57	54 72	25 29	13 3	56 87	64 36	58 60	52 64	55 27	65 20	20 97	39 71	43 20	51 37	57 14	2 46	23 65	36 40	69 95	22 76	46 64	66 26	15 47	16 39	63 89
47 2	5 82	18 79	1 31	54 97	26 57	11 3	17 92	29 78	34 82	59 13	63 12	15 44	53 63	45 22	9 48	19 49	49 90	31 11	38 95	65 64	35 1	30 6	24 84	58 90	2 19	64 6	23 78	37 23	12 38	22 79	7 21	21 59	57 74	44 93	50 72	13 95	8 28	42 74	6 94	36 11	25 6	52 60	14 84	40 86	27 70	61 90	32 85	69 35	46 44	43 74	28 70	60 87	56 39	48 54	4 66	16 37	20 21	67 16	68 68	41 65	33 97	39 70	51 29	10 14	55 63	0 36	66 46	3 47	62 7
28 52	33 83	32 51	42 68	50 97	69 63	56 3	25 28	9 58	0 93	53 11	62 35	66 68	55 1	52 73	67 9	58 86	8 30	61 84	21 17	39 70	64 13	22 11	38 31	19 14	24 35	40 90	18 84	34 63	37 64	26 38	3 15	7 67	46 52	68 73	2 12	12 50	47 57	51 29	43 58	63 81	6 41	31 49	23 24	60 7	29 19	16 36	45 85	20 78	49 50	36 47	35 4	48 27	14 12	30 26	59 59	54 68	41 28	10 2	15 7	27 54	5 5	1 38	57 80	11 53	44 60	4 7	13 18	17 9	65 7
3 4	23 80	35 33	60 72	59 19	40 70	52 75	13 84	33 20	20 35	18 88	17 90	25 18	5 53	7 87	62 95	15 86	53 48	39 81	50 99	67 15	45 10	2 8	28 34	44 33	14 84	8 60	19 44	36 99	26 41	22 30	48 7	54 94	61 9	56 56	37 8	49 44	6 48	29 45	12 77	69 68	57 2	51 3	42 48	38 16	58 76	21 65	46 7	9 46	10 42	4 38	0 59	47 10	30 54	65 47	55 15	1 17	11 24	68 33	63 78	32 92	16 57	66 21	41 92	31 19	64 56	34 37	24 23	27 33	43 42
45 93	8 1	38 81	25 59	62 2	22 79	19 44	7 37	52 91	1 13	46 98	57 1	55 34	63 4	56 64	43 70	5 69	27 58	30 78	50 7	21 30	24 37	40 34	39 29	26 56	54 73	9 20	16 63	33 88	4 59	60 17	20 76	28 67	35 36	14 18	69 68	65 32	59 66	67 48	23 4	36 14	41 70	18 61	61 3	31 52	37 60	2 42	29 40	34 50	44 47	47 44	17 55	64 89	42 50	15 22	51 13	48 92	66 98	0 26	53 57	13 53	58 38	68 71	32 34	12 61	3 77	11 87	6 45	10 65	49 93
26 72	57 25	63 38	6 87	28 26	64 14	0 65	38 98	25 79	41 1	45 9	11 74	66 40	13 92	31 9	69 65	61 55	19 37	17 58	20 18	62 15	22 24	42 7	50 98	59 30	65 6	44 86	32 17	46 73	37 73	49 81	12 73	52 2	8 91	29 17	3 1	7 8	10 85	23 65	47 77	39 52	40 6	48 39	15 63	33 15	21 49	54 40	4 42	30 29	55 37	53 29	9 90	18 98	67 27	5 17	16 42	36 37	56 43	35 96	34 50	24 41	14 21	1 95	60 81	58 8	68 3	51 43	27 75	43 10	2 50
