20	15
4 46	10 45	14 41	12 50	9 48	11 42	7 49	8 50	13 51	5 44	1 44	3 59	6 48	2 49	0 47
0 53	1 54	9 50	10 43	12 45	8 45	5 50	14 55	4 57	6 48	3 52	7 51	2 62	13 51	11 52
1 59	9 44	3 54	6 59	10 43	5 49	0 52	2 56	7 49	4 55	12 48	13 57	11 53	14 50	8 50
14 48	9 54	8 39	7 50	6 60	5 56	0 54	10 50	13 57	2 44	11 47	3 60	1 49	12 43	4 48
8 48	9 40	4 52	6 60	1 44	12 42	11 60	3 55	13 56	10 43	0 42	5 47	2 50	7 48	14 54
4 58	7 50	6 50	0 53	13 53	2 51	8 42	10 52	3 54	11 50	1 49	12 45	5 53	14 56	9 54
3 55	2 53	14 55	5 58	8 48	1 51	9 46	0 47	7 53	13 52	6 46	10 53	11 60	12 53	4 51
11 42	2 45	3 49	1 59	13 52	5 50	12 53	0 44	8 48	7 57	4 49	6 46	9 49	14 59	10 52
11 48	2 49	13 50	3 60	14 41	1 53	0 48	5 53	12 44	10 43	7 47	6 48	4 52	9 45	8 42
4 52	1 46	0 41	14 53	6 53	7 38	13 45	2 46	5 57	8 59	9 58	12 53	10 48	11 41	3 55
5 52	12 55	4 50	7 51	6 50	3 57	2 42	10 51	1 56	11 51	9 46	14 47	0 45	13 47	8 54
4 44	11 39	12 47	1 49	9 50	3 48	8 45	2 50	7 53	0 45	13 49	6 47	5 53	14 61	10 41
7 53	14 54	3 50	4 40	13 52	12 53	0 55	2 51	10 46	5 61	9 50	8 41	1 52	6 55	11 48
4 50	11 55	3 55	2 53	8 45	10 55	14 50	13 43	12 53	1 50	6 54	7 46	5 54	9 49	0 59
2 51	10 46	7 50	3 40	6 51	11 49	8 56	4 46	14 43	1 53	12 47	0 53	13 54	5 46	9 54
10 58	1 47	14 57	13 57	5 61	12 47	6 47	0 52	4 47	3 46	11 57	7 45	2 49	8 50	9 52
8 60	11 41	4 42	3 47	13 53	2 53	7 50	10 42	12 44	6 42	5 51	9 54	0 56	1 46	14 51
7 50	10 52	14 52	5 43	9 46	3 56	11 49	2 55	12 50	0 55	13 47	6 54	4 59	8 43	1 47
10 44	6 55	2 50	13 54	4 48	14 52	11 47	0 48	9 42	1 54	8 42	12 53	5 53	3 43	7 60
12 49	2 52	0 48	5 61	4 55	13 48	1 46	11 48	14 53	8 51	3 47	6 55	7 51	10 66	9 51
