90	15
12 166	4 97	2 177	5 64	9 197	13 70	7 143	3 7	8 148	14 151	6 26	10 29	11 31	1 137	0 40
4 9	14 122	13 122	12 75	1 90	0 194	9 139	7 177	5 65	11 190	2 148	6 9	8 132	10 69	3 189
12 145	9 63	0 193	10 188	7 78	6 77	1 49	3 115	4 42	11 60	2 172	5 141	14 132	13 12	8 55
4 90	8 58	2 29	0 12	9 107	11 74	10 26	13 142	5 123	6 140	1 100	3 71	7 9	12 33	14 127
0 49	1 142	14 23	2 117	7 125	3 50	11 122	4 69	10 101	9 196	5 174	8 185	12 3	13 107	6 179
5 174	9 36	7 170	14 92	13 119	8 19	4 108	6 31	12 53	2 75	3 159	10 71	11 103	1 83	0 146
3 131	9 68	2 100	14 113	13 103	11 145	8 159	12 50	0 102	10 51	1 153	7 178	5 170	4 8	6 11
0 81	2 111	3 163	9 62	14 157	4 180	1 111	6 185	12 93	13 99	10 27	8 127	11 132	5 61	7 44
11 157	9 167	8 179	10 144	12 30	6 164	5 6	2 135	1 91	14 26	13 3	7 183	3 48	4 32	0 81
12 105	0 113	6 78	2 143	14 161	3 108	4 26	1 77	5 65	7 38	10 117	9 12	8 27	13 103	11 194
3 188	9 39	8 162	1 191	12 4	5 158	7 160	11 135	14 115	4 52	0 42	10 10	2 65	6 60	13 52
3 187	7 110	11 143	6 79	9 199	2 4	0 136	8 74	14 15	5 99	12 168	4 155	13 191	10 70	1 79
14 1	9 125	7 19	0 22	10 19	6 190	13 83	5 133	4 50	8 165	3 59	2 185	11 95	12 117	1 139
5 153	8 21	9 46	14 114	4 178	1 139	6 29	13 130	0 134	2 172	12 68	11 30	3 96	7 170	10 178
3 143	7 35	1 181	9 103	12 114	14 99	11 163	4 22	8 125	0 100	10 76	2 62	5 83	13 44	6 12
8 151	14 91	7 95	13 137	6 103	12 120	2 125	5 54	4 66	1 184	11 155	0 77	3 33	10 175	9 121
1 21	9 26	8 149	12 133	4 126	3 162	14 147	7 123	0 127	11 178	13 45	10 1	6 196	5 30	2 197
8 60	9 123	2 93	14 38	7 147	4 40	10 183	5 62	0 178	1 71	13 10	6 78	12 91	11 162	3 34
2 60	11 51	8 182	1 87	12 173	4 63	13 177	0 32	3 161	7 75	14 105	6 162	10 80	5 142	9 164
3 196	6 82	2 85	1 2	7 104	11 38	8 68	5 123	9 198	14 159	0 139	13 104	12 8	4 87	10 84
11 17	12 94	8 68	14 142	7 97	9 191	4 143	6 70	5 90	10 85	13 79	1 19	2 102	3 70	0 110
3 10	1 171	9 103	6 154	14 154	10 57	13 197	8 196	12 26	7 64	0 156	5 65	2 49	11 39	4 110
14 160	4 168	10 172	2 124	9 21	7 22	1 74	5 137	11 23	6 162	3 130	12 102	8 97	13 9	0 106
6 138	10 11	12 116	2 121	11 110	7 121	0 136	3 119	14 114	4 53	8 37	9 132	1 81	13 12	5 97
