100	100
32 29	82 82	23 94	81 66	55 39	90 71	8 97	14 31	1 42	92 98	91 51	68 97	45 64	11 46	28 91	97 24	26 26	38 78	76 91	94 74	88 57	34 89	74 48	80 18	59 20	53 23	73 60	17 11	84 12	64 29	37 62	36 74	0 33	24 52	56 87	29 4	20 59	46 74	99 64	75 90	66 79	44 91	31 27	35 75	58 83	63 93	57 32	54 28	71 32	41 87	21 23	98 6	3 23	51 30	40 72	39 33	42 91	72 59	10 36	5 33	48 17	61 96	65 80	19 89	67 41	95 74	18 43	93 78	77 24	78 42	22 43	79 71	16 16	49 78	69 79	15 76	62 81	33 22	83 16	60 81	86 11	87 45	12 64	2 95	50 77	43 54	52 18	96 76	70 80	4 8	30 17	27 46	13 11	47 2	6 53	85 92	9 62	89 31	7 19	25 39
36 98	26 35	89 23	50 75	16 87	31 76	59 17	88 22	55 59	87 46	93 3	41 62	34 41	15 91	51 65	66 76	39 39	56 91	94 76	5 81	53 77	14 48	75 71	0 98	52 31	28 86	13 9	62 90	61 33	30 22	6 90	24 31	18 81	68 62	71 69	99 9	96 4	76 70	35 22	92 58	49 35	46 82	84 64	72 69	17 17	38 16	90 56	58 82	86 52	21 22	65 98	25 55	91 42	79 93	82 95	9 57	10 7	64 13	45 44	37 45	70 29	78 88	74 39	57 24	2 51	85 10	42 13	81 68	12 61	33 38	47 74	83 21	95 25	3 46	1 67	19 39	43 62	4 51	77 72	67 59	80 18	40 70	69 8	22 48	8 60	63 78	73 76	97 47	54 8	44 69	32 28	98 19	48 27	11 88	23 2	60 97	7 55	27 54	29 54	20 11
50 39	84 78	57 10	69 94	31 26	51 97	1 99	65 47	78 55	89 5	60 29	76 78	42 75	86 31	37 53	34 18	3 10	82 42	25 4	93 42	55 63	28 46	73 4	6 72	61 16	97 98	7 57	4 37	47 46	77 93	20 92	79 35	68 72	36 60	53 77	17 37	15 33	27 30	11 50	26 88	80 61	74 44	33 22	75 3	22 34	8 14	56 43	91 89	54 74	5 4	95 58	30 89	90 84	23 7	63 3	29 23	72 35	46 37	85 62	87 30	39 20	88 75	99 60	81 82	92 70	59 94	52 67	62 48	64 18	44 32	48 70	2 7	66 25	71 3	19 77	24 43	38 19	9 20	41 70	67 47	35 91	40 86	18 34	45 82	49 77	0 29	14 92	10 39	58 87	12 13	43 11	21 33	16 50	83 11	70 96	32 86	96 76	94 28	13 5	98 27
91 69	60 40	86 50	31 65	45 25	8 6	10 17	22 59	59 10	83 27	29 20	14 55	34 26	92 72	35 16	13 40	43 94	39 95	54 82	90 89	40 43	81 95	68 96	1 65	37 41	98 42	73 89	62 47	61 66	19 51	49 92	79 69	23 23	96 68	65 86	70 5	44 72	95 53	4 20	53 20	38 37	24 34	94 48	6 42	16 60	27 94	46 85	63 56	97 92	41 88	25 37	55 71	42 41	50 23	75 48	80 21	36 8	11 77	5 82	51 54	71 51	82 9	74 69	57 68	87 91	78 60	18 22	47 39	30 2	64 45	17 96	99 59	88 1	84 75	26 98	72 50	69 17	15 91	0 65	58 87	33 97	9 31	2 41	32 42	21 6	52 3	93 85	20 46	67 68	76 12	89 72	3 91	85 42	56 88	66 3	12 53	48 1	77 89	28 31	7 37
2 8	65 26	52 13	25 58	58 95	30 45	54 24	75 99	1 87	42 75	85 68	59 96	9 67	86 19	3 83	83 95	46 55	17 8	14 19	4 96	74 81	63 82	5 11	70 61	73 49	88 42	31 14	28 71	47 85	34 77	57 88	41 54	13 13	79 38	90 3	33 28	36 9	56 29	20 20	61 16	67 71	49 38	37 37	91 64	16 15	98 78	62 80	99 39	44 41	45 21	69 66	68 40	6 69	27 59	77 38	89 87	97 15	95 50	72 10	21 78	84 11	8 58	50 2	39 25	15 94	11 60	51 68	96 93	80 50	26 80	32 62	7 32	55 55	10 7	0 28	35 72	76 58	94 20	71 75	23 54	82 30	12 69	29 46	64 98	43 57	81 4	60 25	87 18	19 14	22 44	24 61	38 75	92 7	18 16	48 46	93 29	40 73	78 89	66 49	53 87
58 89	93 19	41 75	3 70	96 38	49 13	61 77	99 29	12 41	45 66	71 43	66 75	25 69	57 86	53 70	18 69	33 94	13 55	38 77	87 37	10 8	42 92	86 70	2 77	46 94	15 93	74 65	4 32	43 90	77 40	94 23	92 71	76 56	8 96	60 39	89 58	31 4	54 14	84 82	67 17	65 86	39 43	68 43	78 37	75 45	50 47	63 8	59 76	24 31	64 46	1 30	62 39	91 2	16 29	81 69	34 25	17 72	26 17	9 71	29 75	83 8	95 75	22 49	0 83	19 1	35 37	11 22	72 1	73 48	69 16	44 69	28 64	90 22	98 61	40 18	14 47	37 44	82 56	52 71	55 67	5 19	88 27	48 88	70 85	97 82	27 61	6 68	47 33	23 27	79 6	21 30	80 90	32 76	7 48	51 16	36 68	20 52	30 45	56 15	85 2
91 71	35 59	63 57	62 30	97 55	67 39	15 27	71 4	24 31	66 98	51 55	94 82	59 11	21 47	3 96	19 50	26 67	88 11	54 16	58 32	53 88	10 53	50 36	81 19	98 99	14 40	74 34	72 74	4 9	73 19	79 73	87 61	76 68	68 24	77 26	83 2	61 47	90 72	49 90	13 13	8 25	80 19	82 4	27 94	60 84	39 16	69 40	29 5	57 23	48 12	17 51	2 6	47 33	65 37	78 55	41 48	11 8	40 42	95 66	30 32	84 1	5 92	45 14	0 52	43 65	99 61	6 71	44 87	89 6	18 61	64 66	92 37	52 13	16 16	70 6	86 12	38 37	56 13	46 17	42 78	93 34	34 32	28 27	22 49	23 8	1 45	7 59	75 65	31 15	12 27	85 45	55 27	96 90	25 22	36 99	9 40	37 35	33 26	20 98	32 67
70 36	35 3	10 59	98 6	6 95	86 2	49 22	89 54	2 94	20 28	38 9	73 4	87 53	8 41	75 26	13 17	63 2	93 51	12 70	91 2	95 44	72 36	31 46	54 68	97 67	74 11	67 26	0 89	23 41	40 3	34 16	82 65	1 64	24 55	46 60	15 26	43 30	99 37	44 2	4 55	37 23	61 38	11 78	90 32	64 60	53 79	83 22	3 31	92 50	27 61	14 87	85 16	52 71	57 6	96 71	28 23	94 4	88 34	5 54	48 18	29 96	60 14	78 58	58 19	18 66	81 4	9 86	71 37	41 23	42 5	47 73	69 82	39 82	84 20	59 99	19 89	55 51	56 81	66 5	26 33	33 54	36 70	79 96	77 20	62 73	22 61	17 82	80 26	25 33	16 68	7 43	65 76	50 56	32 28	21 25	51 75	76 18	68 7	45 99	30 60
61 58	27 55	95 52	59 2	76 48	97 61	19 64	47 99	88 29	20 59	21 48	35 52	86 92	75 44	0 9	50 73	3 14	44 7	83 20	89 79	90 53	94 46	2 13	17 60	51 2	40 34	28 10	1 6	68 18	7 90	99 4	57 49	43 97	74 23	64 99	93 87	18 14	26 48	85 62	55 94	10 28	82 28	96 84	39 40	65 99	11 40	77 76	32 67	46 68	34 54	48 44	22 99	81 80	15 30	73 9	79 97	69 68	92 78	8 64	36 33	6 59	23 70	62 4	71 85	14 52	98 6	87 70	38 29	63 21	70 7	29 84	33 77	37 19	30 86	80 44	78 95	56 94	67 83	72 61	53 3	60 8	58 12	12 7	5 36	49 91	4 91	84 6	24 38	66 9	9 35	13 64	16 96	91 24	41 33	25 21	54 24	42 57	31 21	45 43	52 36
13 60	44 92	75 23	92 86	59 23	11 7	35 49	9 57	58 94	10 4	26 60	27 84	46 9	41 41	73 77	85 44	48 13	5 81	52 11	70 48	63 11	14 53	78 79	65 34	62 74	19 49	72 32	20 63	38 54	67 84	47 92	83 68	2 8	28 63	99 11	76 37	36 15	33 50	22 93	60 63	88 70	64 33	37 15	6 44	43 91	94 92	95 80	23 7	45 13	98 49	24 43	57 57	7 31	39 73	61 51	97 95	77 33	34 3	82 57	50 45	86 61	3 71	15 45	0 12	54 26	51 80	40 85	30 10	71 68	32 99	74 13	80 88	87 54	12 96	17 44	25 96	89 2	66 81	90 87	96 86	69 92	68 48	1 17	55 79	81 47	49 72	8 71	93 40	53 91	16 5	42 25	56 47	4 45	29 64	31 49	79 22	18 4	84 67	91 20	21 59
97 75	37 60	35 35	86 67	66 27	88 34	44 51	75 88	11 49	12 27	17 40	29 88	57 20	47 88	33 9	32 23	55 64	60 90	79 55	51 47	74 12	25 50	73 37	14 57	43 60	3 32	56 10	38 88	30 94	78 81	58 44	84 21	61 3	27 6	94 14	45 87	26 94	20 14	22 61	7 85	15 73	34 94	2 81	23 23	8 59	9 68	48 66	89 50	96 1	93 66	0 41	68 34	13 27	21 82	81 87	1 16	24 72	98 97	63 17	4 52	42 54	41 77	77 45	62 73	36 54	99 43	85 46	83 53	65 14	59 42	53 37	19 16	95 20	70 1	67 15	49 4	40 83	71 63	72 96	28 98	52 97	87 25	82 69	46 88	92 51	5 1	69 14	50 59	76 49	6 91	16 39	10 60	64 99	80 75	39 2	18 50	31 42	90 98	54 33	91 86
