100	10
5 70	8 76	7 67	1 43	4 14	0 69	9 71	2 20	3 1	6 58
5 31	7 97	3 80	1 22	6 61	4 37	0 27	9 74	8 2	2 32
1 4	3 16	4 71	0 84	7 47	5 82	8 63	6 59	2 87	9 88
1 47	3 19	5 97	9 25	0 28	6 30	2 76	4 28	7 47	8 53
6 20	7 90	1 39	3 90	8 97	4 16	5 48	2 11	9 18	0 1
8 93	3 50	0 32	9 91	2 96	1 94	4 70	5 89	7 50	6 34
0 15	9 36	2 64	8 14	3 82	4 59	1 63	7 9	6 74	5 75
8 99	5 37	9 37	1 30	0 22	3 56	4 50	7 99	2 77	6 93
1 89	7 45	5 63	9 92	6 59	4 54	8 82	3 35	2 82	0 84
5 3	8 65	6 67	4 63	2 46	3 67	0 5	9 47	7 94	1 90
5 60	8 88	6 1	1 32	0 31	2 3	9 13	3 66	4 85	7 45
4 54	6 76	5 65	9 24	3 37	2 31	7 30	8 1	1 96	0 11
1 51	5 96	7 59	0 43	8 71	2 27	6 98	4 32	9 16	3 48
0 78	5 28	8 77	1 98	7 82	6 10	4 83	2 42	9 88	3 71
5 39	4 20	7 21	9 23	0 40	8 21	1 67	3 74	6 74	2 15
4 16	2 66	8 8	0 13	3 29	6 24	7 67	9 1	1 78	5 86
4 7	8 87	3 11	2 51	7 84	5 28	9 22	1 56	0 58	6 83
3 51	7 58	1 57	2 30	5 78	9 74	0 7	4 28	8 98	6 74
0 99	5 19	1 14	7 29	3 57	4 73	6 19	9 80	8 34	2 17
1 79	4 3	5 18	6 69	7 61	8 53	3 46	2 27	0 77	9 76
1 87	5 70	7 14	3 45	0 68	6 37	4 69	8 9	9 61	2 20
8 9	3 75	6 72	7 83	4 10	0 79	5 83	2 65	9 93	1 25
7 2	1 55	5 91	3 22	4 90	2 51	9 76	6 15	0 65	8 91
2 67	0 64	8 88	1 50	5 21	9 28	6 39	4 28	3 2	7 74
8 9	5 59	1 21	2 83	4 19	9 37	7 12	3 54	6 26	0 76
0 58	9 49	3 33	4 58	1 22	6 67	8 6	7 34	2 72	5 38
8 63	1 46	6 40	7 78	0 20	5 56	3 42	2 47	9 55	4 58
5 73	4 93	9 96	1 47	0 39	7 14	6 69	3 75	8 75	2 49
3 2	5 92	9 48	6 55	8 59	0 67	4 11	7 6	2 38	1 60
5 93	4 46	2 13	6 58	8 88	3 51	0 25	1 77	9 74	7 70
2 6	6 45	0 37	8 42	1 32	5 65	4 50	3 82	7 6	9 13
1 38	5 89	3 16	7 5	4 22	6 8	9 63	8 52	2 17	0 35
1 7	5 83	8 20	7 66	6 1	4 92	3 7	9 1	0 97	2 31
7 52	6 7	2 13	1 94	5 95	0 57	3 41	8 23	9 37	4 1
6 66	3 38	7 87	4 93	5 91	2 39	0 4	8 64	9 61	1 44
7 42	0 44	2 81	4 18	3 83	5 11	1 71	8 48	6 24	9 71
8 76	4 53	9 27	5 29	2 67	1 75	0 93	7 29	6 30	3 83
1 5	7 96	9 10	6 31	2 34	5 12	0 92	3 6	4 57	8 74
5 44	6 52	1 50	7 53	3 39	4 42	0 82	9 3	2 99	8 54
5 90	7 99	1 58	6 55	8 18	9 57	2 95	0 66	3 36	4 9
4 71	7 66	6 40	0 31	1 9	8 27	9 70	2 10	5 40	3 40
8 35	9 31	5 36	1 74	7 49	0 66	3 48	4 60	6 28	2 6
5 33	7 98	2 85	1 47	3 99	9 51	0 46	6 27	4 87	8 98
2 44	6 47	8 51	7 12	9 99	1 76	5 70	3 58	0 49	4 60
6 98	1 65	5 19	0 89	8 89	7 31	2 25	4 5	9 17	3 84
7 92	1 41	8 99	5 92	2 39	9 36	3 6	0 76	6 48	4 87
3 40	5 99	9 71	0 64	6 83	2 51	1 3	4 49	8 91	7 78
4 95	3 9	2 52	8 37	9 14	7 27	6 5	1 38	0 4	5 85
9 96	3 9	4 70	6 17	5 36	7 19	1 78	2 65	0 4	8 80
6 40	0 6	7 8	1 60	2 24	4 21	8 2	5 79	9 21	3 63
0 8	9 95	7 59	4 30	8 65	3 70	2 28	6 98	1 84	5 82
2 66	6 62	5 13	1 60	9 85	4 98	3 2	8 41	7 70	0 34
7 2	0 74	1 89	9 28	4 48	8 37	5 53	6 64	2 84	3 3
1 42	4 21	2 20	0 9	5 59	9 42	7 40	3 54	8 59	6 50
8 92	0 49	2 61	3 28	4 3	1 55	6 36	9 93	5 53	7 98
8 84	0 52	2 78	3 6	5 25	9 12	7 28	6 53	1 3	4 8
0 63	1 53	6 17	8 62	2 45	4 89	3 77	5 92	9 31	7 13
6 88	8 95	2 91	1 91	0 75	4 26	5 44	9 72	7 42	3 61
1 34	9 58	6 78	4 93	3 53	8 96	7 70	2 69	0 27	5 20
8 23	3 85	5 41	7 42	6 69	0 5	9 81	1 18	4 14	2 52
7 98	0 90	5 33	4 54	3 21	9 9	2 84	1 22	6 44	8 57
5 11	7 3	2 27	9 54	3 44	1 16	8 42	6 88	4 42	0 75
5 89	2 93	8 67	6 2	9 27	3 54	7 18	4 73	1 28	0 50
8 61	0 27	5 55	2 17	4 50	9 35	6 70	3 56	1 28	7 89
0 48	8 74	1 81	4 61	6 35	7 22	3 75	9 44	2 77	5 49
4 91	6 59	5 3	8 32	2 45	3 65	9 54	7 15	0 49	1 8
4 37	2 21	5 49	7 10	6 8	0 6	3 3	1 57	8 6	9 82
6 95	7 85	5 89	1 97	4 83	0 60	2 79	3 65	9 27	8 66
7 27	9 57	1 61	0 84	2 65	4 61	8 39	5 30	6 66	3 42
7 84	1 75	6 92	3 63	4 80	2 73	8 37	9 88	5 69	0 41
5 10	3 80	2 12	4 7	0 95	7 31	8 53	1 92	6 96	9 34
9 83	1 57	0 59	6 41	7 78	5 1	3 84	2 5	8 70	4 60
2 34	9 83	5 33	6 83	7 26	1 4	4 81	8 78	3 49	0 57
3 30	9 16	8 34	6 16	7 5	2 69	4 73	1 17	5 40	0 72
8 50	9 68	0 23	6 77	3 54	5 42	7 50	2 63	1 30	4 79
3 81	7 78	0 85	4 73	9 25	2 3	6 16	5 53	1 99	8 27
0 56	3 26	5 54	6 50	7 27	1 84	9 83	8 44	2 97	4 5
3 25	2 70	7 23	0 28	8 61	4 63	6 78	5 95	9 74	1 64
7 42	1 60	2 80	0 60	8 60	5 10	9 82	4 87	3 90	6 45
9 40	4 17	8 78	0 55	5 41	3 46	7 81	2 50	1 81	6 37
5 1	8 92	9 78	7 83	1 47	3 42	2 21	4 84	0 98	6 61
0 38	6 62	5 19	2 32	1 41	8 17	9 34	4 6	3 60	7 54
2 23	9 72	3 49	4 72	8 87	1 12	5 5	7 84	6 87	0 79
8 48	9 19	3 67	1 94	5 63	7 44	6 40	4 80	2 73	0 56
8 70	5 40	4 54	1 30	3 16	7 67	6 5	9 81	2 49	0 33
4 74	6 7	9 72	2 72	3 66	0 77	1 93	8 92	5 20	7 53
3 22	4 2	2 66	9 72	0 12	8 15	5 18	6 45	7 33	1 61
5 2	0 60	7 5	2 68	3 95	6 18	8 90	4 58	9 72	1 50
4 86	3 88	1 38	5 18	8 38	9 9	7 11	6 81	0 28	2 25
8 92	0 94	6 36	3 66	2 80	9 62	7 19	1 67	5 14	4 38
0 81	7 42	1 3	8 29	5 98	2 56	3 99	6 82	9 69	4 76
0 46	2 5	9 81	6 38	7 22	3 31	5 72	1 50	4 9	8 64
5 69	7 12	4 29	6 82	8 62	1 96	0 48	9 74	2 29	3 1
9 96	5 37	4 44	6 24	3 84	1 9	7 54	8 46	0 16	2 17
6 93	1 51	0 9	9 40	8 24	3 3	2 84	7 59	4 80	5 45
3 36	6 97	8 23	1 97	9 21	5 10	2 15	4 41	0 13	7 97
3 89	2 18	6 66	0 17	7 60	4 23	5 24	1 69	8 70	9 49
4 79	1 89	3 50	8 98	2 26	0 12	9 82	7 36	6 2	5 92
9 22	0 8	6 80	4 69	2 77	1 8	5 30	8 28	3 6	7 76
2 52	0 27	8 14	5 32	4 33	9 53	6 92	3 93	7 70	1 76
